case_pendency_rate,mean_decision_days
0.2126315183442002,423.30233620941794
0.2577327817693591,493.16994045582095
0.2297153771046759,487.2801177770184
0.3118671137259052,465.1515306158116
0.3056104143186541,493.620989777609
0.2844405230727295,501.72771016701086
0.2512805979366617,445.8331704395872
0.2548037179822169,345.4600963322787
0.2323920845379324,525.7660838649978
0.2859643792409971,534.209029016048
0.1181695248632368,250.59291464817204
0.3346927575687469,468.1643753639128
0.281993138234181,469.83098232531614
0.3047080844034885,494.9589869724084
0.2877706272399684,514.5899455664788
0.2979459006825852,518.5521871526805
0.2774529253291794,391.6846737043517
0.2774529253291794,597.1863885630963
0.2867833242901067,391.6846737043517
0.2867833242901067,597.1863885630963
0.2774529253291794,391.6846737043517
0.2774529253291794,597.1863885630963
0.2867833242901067,391.6846737043517
0.2867833242901067,597.1863885630963
0.325703822897944,469.0201445783133
0.4162792310255191,480.9640207102563
0.3516665688633296,465.6968162378657
0.307100478643056,510.2717429132385
0.2350966762903568,409.57750279512766
0.2768417393849587,479.9072729572477
0.2691315563198624,458.0512568306011
0.2995281343548632,455.2449078634757
0.2639004575258863,468.43595683977946
0.2235218733616823,398.9691218172816
0.2095655562049483,351.2622433638133
0.3435851704929439,569.8659205965312
0.261300745385329,468.93843612539206
0.2572708418171659,525.6770372448264
0.24883054751639,291.0417398893698
0.2326177526811332,478.7648245292345
0.2786770785484612,609.3341484538183
0.2470155578859663,507.3790890822141
0.2305954980049687,470.3624266144814
0.2488711593956883,446.8032271915749
0.3306014874720196,575.119713068335
0.2087860197933252,540.4615653992414
0.2994448895501888,710.1173331154951
0.2800534314308294,517.2320896029842
0.2489347966429954,545.1824823792333
0.2315237055130845,563.5569296861016
0.2675430475837808,510.18290781934616
0.2679553558187668,567.9603734531202
0.2166826182927942,362.3460937925975
0.1705365280931856,291.31270332017186
0.2157513423268372,315.42009645457176
0.1583344841872669,312.2212394371975
0.1913265535100395,241.76398408320244
0.1719664207580768,331.94830330959365
0.2131104155069038,277.1857465932154
0.1793036633363608,275.5606693325857
0.1529870045904183,270.21013109936456
0.1527075014683931,300.7494816774571
0.1563114813152221,336.55248430069105
0.1419205579199695,236.5276882736372
0.1429529942968393,266.3960573936703
0.1405718874068787,254.9381079425718
0.1597900296277212,284.2311940882017
0.1400252287740807,216.3345085147037
0.1661137383583458,304.0189952620348
0.1856846134606392,275.5107702785716
0.1957755195289681,333.0587854553823
0.1452236237046729,298.51560664227605
0.339945626750758,308.7757896887103
0.223746007230861,337.2427209050993
0.1551706687912139,260.9180418008011
0.2057627146727199,270.5992176906227
0.1334123109324143,277.82449357212886
0.2479514473431144,363.3848531538301
0.2077927766146622,323.0384028484232
0.2791800049248953,392.0752626184986
0.2533021971268896,319.58045526282666
0.1709724055566031,271.89932898627643
0.1304796870939584,326.1446568834055
0.3077539747914148,467.8132199964679
0.1872897910026877,366.8442577030812
0.2725684764669162,479.6018273072428
0.1432518693117098,322.52663327497464
0.2335064675623033,392.7344844437205
0.2041914137915788,416.7623800881514
0.213018054985638,373.9238537117904
0.4735444241199447,572.286484846186
0.1852488351917471,301.9795308487952
0.1556217647766943,370.7536998095148
0.3894336658677204,482.32830476443087
0.3266129032258064,917.6766467065868
0.3523520390018375,543.6806493406207
0.1101593109350586,262.66831670063794
0.268317103278014,388.914653120138
0.268317103278014,383.6468791006483
0.3039086038363485,388.914653120138
0.3039086038363485,383.6468791006483
0.268317103278014,388.914653120138
0.268317103278014,383.6468791006483
0.3039086038363485,388.914653120138
0.3039086038363485,383.6468791006483
0.3279014055643104,465.75883206460026
0.217831740785976,323.13502342243044
0.2254932139359171,289.7387240910021
0.2260117453374941,330.52060911986626
0.2510270462231334,352.38572367641194
0.2579960862343984,385.2077922077922
0.2579960862343984,260.118883760353
0.2102574923057893,385.2077922077922
0.2102574923057893,260.118883760353
0.2579960862343984,385.2077922077922
0.2579960862343984,260.118883760353
0.2102574923057893,385.2077922077922
0.2102574923057893,260.118883760353
0.1671148089899041,234.75978152727865
0.2954812294909233,446.35056832749336
0.2274061523041309,250.60367887811208
0.3168531669177247,243.2940543378396
0.207418810209554,473.5447966919366
0.2043834553653687,382.42275109702587
0.1144420452401417,414.9540504710951
0.2351001775297996,351.9461056185194
0.2340497641709266,363.8632374631269
0.2340497641709266,572.405406981264
0.4830321572646481,363.8632374631269
0.4830321572646481,572.405406981264
0.1479239387799936,324.5249806629043
0.187272364033133,354.7484541930604
0.2835507530373439,532.5863712733951
0.3374037536092396,453.185383567862
0.2527173020720454,399.0614096761436
0.1776000933815804,329.7426489721572
0.2595647595647595,518.5834715967449
0.3269758507135016,483.549006116208
0.1607280048745595,308.93238636363634
0.3090465491820543,583.0227359329353
0.1255874673629242,279.08913108390567
0.2424772923326736,444.9193823893894
0.2096307951260565,382.6235185185185
0.2447929386316854,516.2468759383734
0.2529762771066802,424.9230049875312
0.2747638747950979,474.5180281993327
0.7007874015748031,725.2390535161433
0.1450199203187251,316.57735321528423
0.5919366115124679,580.6521987435751
0.6423190745224644,280.6904851447913
0.7859281437125748,219.53671328671328
0.734229576008273,256.591439688716
0.259128408471614,340.07480215097405
0.3298835305384782,467.0517265225209
0.2828398894946581,486.4178768664349
0.2260465116279069,441.8832131410256
0.3012019797313222,541.2129286115795
0.3547410692879405,405.0646509683712
0.2650420372852443,370.6891309393548
0.2295027988146196,419.2542735042735
0.2546369658850549,424.8929889298893
0.3553811991117691,453.49602700716514
0.3082238033255365,477.6359057791611
0.2338594994311718,336.8224593967517
0.2756907008086253,398.57235337442336
0.3025681009697383,444.6553242034656
0.3586983966670874,357.4471676755746
0.3528984190441577,537.1267551249649
0.3401417118525665,488.5231649526114
0.1649502379922111,360.67820499533633
0.2880996669117965,415.77401713556543
0.3468333038574152,390.60913384879206
0.2053844845185437,325.7021356313226
0.3890529806121381,526.8755927916535
0.3650392107260308,370.6623505976096
0.4077032810271041,584.9990366088632
0.5515449610066346,290.82281143100533
0.4530372323623529,560.2154120423844
0.5312806332206762,648.4825277417946
0.310665125149458,398.0891771788991
0.4706184715363574,514.8005687138052
0.4273965673620317,532.5966614374705
0.596531537831412,413.1488560958701
0.4030110078718467,731.6988535529212
0.5453922416142925,449.5834889418053
0.5083225972687452,427.5965132935052
0.5395875042496128,499.5649587726135
0.5792647550062413,615.459069825749
0.5124674437470647,437.2470114288216
0.6542476161817532,588.1687336814622
0.4720908771671934,516.2767043608743
0.4913819593820711,684.1489536991268
0.5757278560820467,458.9451819562777
0.5222464083587288,599.1766903590304
0.6240833262765687,442.0660479365652
0.6759784978735347,680.882737024452
0.4676074350484399,491.35280277727503
0.5145455452708265,529.3530772195811
0.4504031501968873,511.9648584100989
0.5510884628710012,539.5302440749912
0.3224220757457267,453.2095630667766
0.5913348005590451,326.9369865167656
0.6550013854253256,556.5832463255963
0.7967268813299963,626.136331738437
0.5572683255037185,396.7781486607506
0.9323134455209928,329.9030637870417
0.8536457493144055,800.1140810140535
0.8951367781155015,165.2122688655672
0.914237085132537,312.4909959573686
0.9469175462750498,959.8703170028818
0.9404460818480532,588.4006019060358
0.94751356238698,597.1154177433248
0.2718267477871247,364.90252767472026
0.4006749620011851,608.1667526364054
0.2892024594152254,401.4141670296845
0.3312695646428188,512.2921872606996
0.3048012090211578,505.1471547298541
0.2968343805118542,338.5379779989524
0.297054335738485,424.5744201789498
0.2917429599696931,443.860807452724
0.3914360768644938,504.9569794963409
0.2553593134185421,357.0393248005936
0.2819994154655509,429.1000824826197
0.3170237438501289,366.7879961756561
0.3176052203949327,560.028276481149
0.2623906705539358,365.8704574347595
0.2708185870334589,524.5588131124316
0.3181268965138471,383.5457446915619
0.298062364969464,398.355133052203
0.3412051317314682,508.55481331265656
0.320767046168539,446.5409420557981
0.2127361511367275,391.7183130814988
0.2127361511367275,380.8788928515415
0.3183552805886481,391.7183130814988
0.3183552805886481,380.8788928515415
0.2127361511367275,391.7183130814988
0.2127361511367275,380.8788928515415
0.3183552805886481,391.7183130814988
0.3183552805886481,380.8788928515415
0.200480695023263,375.008218649163
0.2762227350554604,446.6813062483929
0.3090059660974147,450.9543855641846
0.3262531189791857,470.2051191899304
0.3538251366120218,451.1574817946911
0.3533039884532977,553.1969585649528
0.3688047504262449,537.5225759128167
0.2606752608962553,301.160317513036
0.3345126026760029,417.0079649761786
0.4002237970906378,508.1953180525942
0.3529035805099306,464.6700899542264
0.267478256407625,416.49769714375776
0.3990675906106011,395.4549461164609
0.3629533064707276,607.561669829222
0.316113941364204,642.8040579710145
0.2208941876512848,415.81489186758125
0.1512610317858936,275.99434646151894
0.2571353817102165,470.5098540648975
0.3004625996447895,432.8011395506746
0.2938311168082038,544.6083832516488
0.2613836719049444,444.6825112650597
0.2702355124039151,389.5160622040465
0.3239143672843168,620.5303606311924
0.2105365009618996,372.9422367055024
0.2875681476427374,607.6931602633243
0.3058509438219147,508.206855830381
0.2407011162226739,355.7857713171923
0.2727948549496905,452.6808913613706
0.2070843797905998,404.1058823529412
0.2474567021122376,427.8329858356941
0.3250087673620336,604.3172428994269
0.3548240050737276,505.4402052038215
0.3381488338226295,630.0608709900167
0.2480018221725266,338.4554616295399
0.3527968362874023,657.3327198439283
0.2608973578473152,437.0628063094601
0.2924417411422281,558.5776046198877
0.1712267708976205,338.1127130564289
0.283897331119908,382.15827953921325
0.2945894418512918,520.1623618692585
0.311156903149838,561.8269408831909
0.2954203165821423,410.20389556568585
0.215651271406331,369.405679352141
0.3762334806789564,631.1961554411729
0.4608040661202436,729.6879538023863
0.3165264205573652,521.3208891830768
0.508104857046458,648.4705952522963
0.5870517280212217,770.0007272286529
0.4106834443622008,762.630521247645
0.4808960043051258,654.9504341065181
0.5510001105094485,673.1777012060054
0.4458942851570119,595.161498116794
0.4777609164938979,791.7216174183515
0.6595607492258583,758.427151775902
0.2408018360467618,538.3609182372113
0.4786227463738647,634.8592896885237
0.6350546358220955,617.5937312237132
0.7166618245206275,398.9098948987439
0.5732221661320002,719.6248855311355
0.5633975481611209,770.9225832330526
0.5638345370978333,726.1007105437466
0.5661203525230355,722.3669816650403
0.5711117271971167,654.9638547726782
0.5753950367670732,586.3024172757878
0.6100416088765603,685.2047232892303
0.4703789437585733,595.2748684743019
0.2706113849578629,694.759353625637
0.5483193277310925,674.0571220930233
0.3735233818217319,531.0835800737624
0.4080269264113417,402.434011026878
0.6325975083947625,695.9931858742091
0.6426530797925576,981.2905081983909
0.5670714138711669,869.3136527857007
0.3856648199445983,681.3784240784579
0.527421357615894,406.989708780381
0.4280507497116493,620.3847705089942
0.3427205100956429,584.0038399353274
0.2937850422883208,427.9714055035996
0.5278805437931803,522.3900113293051
