Name,Unique-ID,case_disposition_rate
Pratapgarh,605,0.7872638488632725
Pratapgarh,524,0.6816447194113519
Pratapgarh,605,0.6816447194113519
Dungarpur,534,0.799519304976737
Banswara,652,0.7237772649445395
Sirohi,539,0.6909940339025853
Barmer,519,0.6737468810208143
Karauli,653,0.6461748633879781
Chittaurgarh,535,0.6466960115467023
Bhilwara,525,0.6311952495737551
Jaisalmer,515,0.7393247391037446
Churu,522,0.6654873973239971
Dhaulpur,650,0.5997762029093622
Sikar,516,0.6470964194900695
Sawai Madhopur,651,0.732521743592375
Jodhpur,521,0.6009324093893988
Dharmapuri,557,0.6370466935292723
Pudukkottai,628,0.683886058635796
Tirunelveli,545,0.7791058123487151
Theni,551,0.8487389682141063
Namakkal,558,0.7428646182897836
Nagapattinam,631,0.6995374003552104
Kanniyakumari,634,0.7061688831917962
Tiruchirappalli,549,0.7386163280950556
Thoothukkudi,635,0.7297644875960849
Viluppuram,632,0.6760856327156832
Vellore,629,0.7894634990381003
Salem,552,0.7124318523572626
Chennai,630,0.6941490561780853
Virudhunagar,546,0.759298883777326
Madurai,553,0.7272051450503094
The Nilgiris,646,0.7929156202094002
Thanjavur,542,0.7525432978877623
Coimbatore,645,0.6749912326379663
Karur,556,0.6451759949262724
Cuddalore,627,0.6618511661773705
Ramanathapuram,544,0.7519981778274734
Tiruvannamalai,543,0.6472031637125977
Perambalur,554,0.7391026421526847
Erode,644,0.7075582588577719
Thiruvarur,547,0.8287732291023795
Krishnagiri,643,0.716102668880092
Dindigul,555,0.7054105581487081
Puducherry,269,0.6888430968501619
Sivaganga,541,0.7045796834178577
Ariyalur,540,0.7843487285936689
Kancheepuram,633,0.6237665193210435
Thiruvallur,548,0.5391959338797564
Tiruppur,550,0.6834735794426349
Cuttack,501,0.4918951429535419
Kendrapara,505,0.4129482719787782
Nuapada,510,0.5893165556377992
Ganjam,507,0.5191039956948742
Baleshwar,496,0.4489998894905514
Koraput,488,0.5541057148429881
Dhenkanal,499,0.5222390835061022
Khordha,493,0.3404392507741416
Gajapati,498,0.7591981639532381
Kalahandi,503,0.5213772536261353
Sambalpur,497,0.3649453641779044
Jharsuguda,511,0.2833381754793724
Kendujhar,506,0.4267778338679998
Jagatsinghapur,491,0.4366024518388791
Puri,485,0.4361654629021668
Sundargarh,508,0.4338796474769645
Balangir,513,0.4288882728028833
Bhadrak,509,0.4246049632329268
Jajapur,502,0.3899583911234396
Subarnapur,484,0.5296210562414266
Rayagada,512,0.729388615042137
Nayagarh,500,0.4516806722689075
Kandhamal,492,0.626476618178268
Baudh,504,0.5919730735886582
Mayurbhanj,494,0.3674024916052375
Anugul,486,0.3573469202074424
Bargarh,490,0.4329285861288331
Debagarh,487,0.6143351800554017
Malkangiri,495,0.4725786423841059
Nabarangapur,489,0.5719492502883506
Kathua,83,0.657279489904357
Udhampur,77,0.7062149577116792
Baramula,65,0.4721194562068197
Anantnag,64,0.8439212143824991
Srinagar,72,0.5944630929373071
Pulwama,74,0.7182139253279516
Ganderbal,76,0.6529147982062781
Badgam,78,0.5902530710881385
Reasi,68,0.5958127362605409
Shupiyan,67,0.7126564911678958
Kupwara,80,0.4553231939163498
Punch,79,0.7017692452475062
Rajouri,69,0.3327935912732231
Ramban,75,0.6135813953488372
Doda,73,0.6121816597269294
Leh(Ladakh),71,0.5862595419847328
Leh(Ladakh),71,0.7335640138408305
Kargil,84,0.5361305361305362
Kargil,84,0.7077363896848138
Bandipore,82,0.4061165214419955
Jammu,70,0.3298196185109621
Kulgam,66,0.597158438576349
Samba,81,0.2852156917492671
Kishtwar,85,0.7394769962243043
Allahabad,636,0.5535987866552574
Bareilly,575,0.6288525610376205
Gorakhpur,591,0.6362778062189202
Hardoi,578,0.5583722160758093
Chitrakoot,589,0.7848555186456697
Meerut,568,0.7099110760798286
Bahraich,563,0.6249428731021175
Ghaziabad,621,0.6435935452303501
Fatehpur,617,0.6523177838296875
Shrawasti,567,0.5345479213102045
Jaunpur,609,0.5534380633530775
Pilibhit,584,0.6602172437202987
Mainpuri,585,0.5014726971396185
Ambedkar Nagar,595,0.6173404743212045
Sitapur,565,0.629561732072846
Auraiya,600,0.4723059617547807
Budaun,561,0.7151398097660743
Kanpur Nagar,597,0.466786483566512
Gautam Buddha Nagar,623,0.6783451232161555
Ballia,596,0.4619072603260181
Sant Ravidas Nagar (Bhadohi),598,0.6831131509851351
Lalitpur,641,0.5463661648602467
Lucknow,592,0.5349308157970597
Etah,577,0.7393383651540221
Muzaffarnagar,622,0.6015329722372934
Varanasi,604,0.6108891470489888
Ghazipur,642,0.4711719933722609
Firozabad,587,0.5762161391980689
Agra,626,0.5893083459724502
Etawah,625,0.5603756271841628
Kushinagar,614,0.5816581013232962
Jyotiba Phule Nagar,586,0.6934183712503217
Bara Banki,610,0.6961942632642941
Kaushambi,602,0.5069141488364558
Mahoba,611,0.7627515019555663
Banda,639,0.6847369560510933
Kanshiram Nagar,562,0.6657365477612117
Deoria,615,0.3755734099376094
Mau,618,0.6296102957415625
Aligarh,569,0.6869356710855886
Azamgarh,593,0.5925548287068331
Baghpat,572,0.6416300041805187
Basti,590,0.5597201884229284
Bijnor,571,0.6258849123557838
Bulandshahr,570,0.6496456463016564
Faizabad,594,0.6588584212089708
Gonda,607,0.4503158938826556
Kanpur Dehat,608,0.6591378346026585
Mahrajganj,612,0.5314392224176241
Mathura,576,0.7325295940798187
Moradabad,559,0.7595483151200554
Rae Bareli,619,0.677376587515658
Rampur,574,0.7693590106761896
Saharanpur,624,0.6127728147880956
Shahjahanpur,581,0.6473241147083989
Siddharthnagar,599,0.6372805379155771
Sonbhadra,640,0.653811174200526
Sultanpur,588,0.4979153725743533
Unnao,616,0.6759162588632304
Farrukhabad,582,0.5730344090550966
Mahamaya Nagar,580,0.6462721300851327
Jhansi,638,0.7638446714039512
Balrampur,328,0.5200331145984246
Balrampur,579,0.5200331145984246
Mirzapur,613,0.612620578778135
Kannauj,583,0.4861803528530468
Jalaun,603,0.7949400596360982
Sant Kabir Nagar,601,0.5842883629939998
Hapur,564,0.5728898459809934
Sambhal,560,0.5683011204240744
Chandauli,637,0.134810063145234
Samli,566,0.4431840683431869
Karnal,206,0.8445267749224867
Sirsa,213,0.8551944654380559
Ambala,217,0.8198382078406969
Bhiwani,203,0.8006178683034578
Faridabad,212,0.7620560172858889
Gurgaon,197,0.7596301233900853
Hisar,214,0.8381217969887107
Jhajjar,202,0.8309727489196578
Jind,208,0.797706505630711
Kurukshetra,207,0.7661653511578848
Mahendragarh,210,0.786003240078444
Rohtak,216,0.8389571604202173
Sonipat,205,0.7713100063886204
Panchkula,200,0.8609494892083103
Fatehabad,211,0.8546177428626174
Kaithal,204,0.8255231410397017
Rewari,215,0.8053656167096365
Panipat,209,0.8101040941913955
Mewat,201,0.7479504526227317
Yamunanagar,198,0.7794936826520247
Palwal,199,0.7286031842749625
Nainital,345,0.7894591138589715
Garhwal,350,0.766734549318222
Tehri Garhwal,353,0.857821447162936
Udham Singh Nagar,357,0.6806755042879575
Dehradun,346,0.6495265465531852
Uttarkashi,349,0.8796016361372933
Almora,347,0.9097102519904784
Chamoli,356,0.8836728668438146
Hardwar,351,0.6986752150383294
Champawat,348,0.9230984928145812
Bageshwar,354,0.9489749430523918
Pithoragarh,355,0.897506512839598
Rudraprayag,352,0.0
Maldah,381,0.7028529923078755
Hugli,395,0.5906299996981315
Kolkata,380,0.5341770413196308
Jalpaiguri,384,0.5815645111717535
Koch Bihar,393,0.7219740670784625
Paschim Medinipur,394,0.6237520666412311
Birbhum,389,0.5072213458086275
Purba Medinipur,386,0.5397059256858296
Puruliya,392,0.6618645731108931
Haora,387,0.7132954525021128
Murshidabad,379,0.5374861295814733
Dakshin Dinajpur,378,0.7242984793854836
Darjiling,383,0.519694018149855
Barddhaman,390,0.5709327786292971
Bankura,391,0.5641278065630397
South Twenty Four Parganas,382,0.5186792589938333
Uttar Dinajpur,385,0.7076176148796499
Nadia,377,0.5375890500868281
Kalimpong,718,0.9157397107897663
Paschim Barddhaman,717,0.774801389277017
Jhargram,716,0.6837863167760075
Gandhinagar,116,0.8069664376058161
Ahmadabad,89,0.7633664375953705
Surat,111,0.7315158653353239
Mahesana,104,0.8184271381079633
Rajkot,101,0.8211345063093134
Amreli,99,0.7865088732673888
Anand,97,0.8215519532288068
Banas Kantha,95,0.8119611856867299
Bharuch,106,0.8694711557581108
Bhavnagar,88,0.7879684581177365
Dohad,100,0.8243572306072307
Jamnagar,112,0.7930300899634016
Junagadh,108,0.8575913242009132
Kheda,120,0.8306469489217518
Kachchh,102,0.7639300896468014
Panch Mahals,119,0.7875449736966587
Patan,105,0.8731216331159626
Sabar Kantha,94,0.7888111988308283
Surendranagar,96,0.8355359296020953
Vadodara,92,0.7112848919300532
Navsari,110,0.8452996781640184
Narmada,98,0.8526718753497952
Tapi,113,0.8948695354188084
Valsad,115,0.7806169941101363
Porbandar,114,0.8741398795473728
Gir Somnath,107,0.8013806021193084
Aravali,93,0.8524174293672901
Morbi,118,0.769138074870559
Devbhumi Dwarka,109,0.804414331562846
Chhota Udaipur,90,0.8878185548924706
Mahisagar,117,0.7813103856955144
Batod,91,0.8300468245070237
Korba,339,0.7823430210911321
Raipur,334,0.7844941092711966
Surguja,327,0.7184960612310827
Dhamtari,338,0.8344303962460897
Raigarh,340,0.7311569085292454
Raigarh,475,0.7311569085292454
Durg,331,0.6894363714699777
Kabeerdham,323,0.8513375071143996
Rajnandgaon,344,0.7930450289790459
Koriya,337,0.6431802057467187
Mahasamund,342,0.6904599271402551
Uttar Bastar Kanker,325,0.8778560384813606
Bastar,319,0.7821144709382354
Jashpur,341,0.7505986231667165
Dakshin Bastar Dantewada,326,0.7751440544787846
Janjgir-Champa,343,0.6300776039772038
Balod,336,0.8490605868693266
Bemetra,318,0.6991824252636835
Surajpur,332,0.5091330074607666
Kondagaon,329,0.8472391805725139
Baloda Bazar,335,0.7472023437875223
Mungeli,320,0.6887264091988502
Aizawl,277,0.6997626174011766
Lunglei,271,0.5793528505392912
West Tripura,301,0.7999207145022503
North Tripura,304,0.7469287469287469
South Tripura,306,0.6712562446691849
Gomati,305,0.8759441926597352
Khowai,299,0.7306614953673777
Dhalai,302,0.8941070894406222
East Khasi Hills,309,0.8315847598012148
West Garo Hills,312,0.7711442786069652
West Jaintia Hills,315,0.1447178002894356
East Garo Hills,316,0.9248011569052784
Ribhoi,308,0.2796610169491525
West Khasi Hills,310,0.0
Ludhiana,406,0.7618398658937643
Jalandhar,408,0.8696685319079079
Rupnagar,412,0.7959421067937275
Fatehgarh Sahib,401,0.8438180856689582
Patiala,398,0.8135389770518436
Firozpur,413,0.8466555112198052
Amritsar,404,0.8277988273090056
Faridkot,405,0.8391629297458894
Gurdaspur,397,0.7802853340530278
Kapurthala,400,0.8415492668501253
Moga,410,0.8371744024011148
Mansa,403,0.8433819535524555
Muktsar,409,0.7901150981719702
Shahid Bhagat Singh Nagar,417,0.8344310310093136
Barnala,415,0.8580693533270853
Bathinda,407,0.8522291668730252
Hoshiarpur,411,0.7790009012488734
Sangrur,402,0.8094857853415907
Pathankot,396,0.7959535083943177
Tarn Taran,399,0.7795117428924598
Sahibzada Ajit Singh Nagar,416,0.7724348960726297
Fazilka,414,0.8769516333297885
Jabalpur,7,0.7044644499811343
Narsimhapur,8,0.7934430432857043
Hoshangabad,5,0.7674295933202104
Harda,19,0.8430729325602685
Umaria,33,0.7857554000424126
Dindori,12,0.7411222655079412
Panna,9,0.8444727768998707
Alirajpur,39,0.8326343381389253
Jhabua,30,0.7841774090919803
Khandwa (East Nimar),32,0.8493608383793462
Shahdol,49,0.7254802502373613
Sheopur,27,0.8066364491576157
Datia,46,0.7754024193704977
Rajgarh,42,0.7704845012249195
Morena,28,0.7072980642975136
Khargone (West Nimar),26,0.8004005198236008
Neemuch,21,0.6993918851560164
Barwani,14,0.8330797652684199
Shajapur,44,0.725647246075449
Chhindwara,3,0.8100778200056878
Sidhi,38,0.6974562135112594
Anuppur,48,0.7013186813186814
Shivpuri,45,0.8027599024741197
Raisen,2,0.736207120488361
Sehore,6,0.7719844465662059
Balaghat,13,0.8042957353032466
Damoh,35,0.7970550576184379
Vidisha,50,0.7015405143134401
Bhind,29,0.7236377202800273
Guna,23,0.6979510272238266
Singrauli,40,0.6345900606893393
Satna,15,0.6876330065081293
Seoni,31,0.7701841359773371
Katni,37,0.7976116535406987
Mandsaur,25,0.7038382081113407
Tikamgarh,22,0.7867029280100186
Betul,4,0.8164305158093111
Dhar,36,0.77703047207726
Chhatarpur,16,0.7062030314609604
Dewas,24,0.7832914135355802
Mandla,43,0.8338668708027419
Ratlam,18,0.7132244425830641
Sagar,20,0.7948488560638022
Gwalior,34,0.777058919587244
Ujjain,10,0.7344014535243837
Rewa,11,0.652940182811239
Indore,17,0.6914583697488784
Ashoknagar,1,0.5882194082698193
Burhanpur,47,0.7985094256904867
Bhopal,41,0.854742554019856
South District,374,0.9726923076923076
North District,373,0.9770833333333332
West District,375,0.9749938103490964
East District,376,0.9398277090485136
Imphal East,285,0.900795269168026
Imphal West,287,0.8758377083686159
Bishnupur,282,0.912770590495709
Thoubal,284,0.8984341017833841
Senapati,701,0.8338213762811127
Churachandpur,283,0.8884462151394422
Chandel,279,0.9487870619946092
Tamenglong,280,0.8132743362831858
North East,711,0.7931644717556755
Shahdara,714,0.6356288311139294
East,706,0.7047978454581726
North,710,0.6921775898520085
North West,704,0.6481868935985691
South West,707,0.7383013269563682
New Delhi,705,0.639795843884581
Central,713,0.7469443247007328
West,708,0.6536310558178398
South,709,0.7126859165208181
South East,712,0.7361822336381831
Chandigarh,218,0.8204563552969335
Adilabad,664,0.8063869161232814
Hydrabad,656,0.7699190239112239
Karimnagar,658,0.605523482354438
Khammam,674,0.7243590192276733
Mahabubnagar,684,0.6774249797885326
Medak,660,0.6695830520795473
Nalgonda,662,0.4521282633371169
Nizamabad,659,0.7564963727785667
Rangareddy,661,0.630881258125331
Warangal (R),676,0.6575334786234347
North Goa,219,0.8214792273770534
South Goa,220,0.8873052310498263
Diu,87,0.9482980089916506
Daman,86,0.9388059701492536
Dadra & Nagar Haveli,121,0.8484882046738288
