state_code,dist_code,mean_decision_days
12,18,254.48641722193747
12,19,226.65395576281617
12,20,337.70249712973595
12,21,180.68574619572806
12,22,309.0742553489022
13,1,241.9078411379206
13,2,243.38964656238852
13,3,184.98356902322254
13,4,320.92484607244216
13,5,263.1724463841439
13,6,250.61607636819588
13,7,327.0214750972888
13,8,282.8564003078383
13,9,187.20999150780403
13,10,295.9151884171552
13,11,345.04647737183836
13,12,252.96913449748425
13,13,217.17663682723125
13,14,264.6770714365452
13,15,301.79155363125454
13,16,201.08751192643732
13,17,229.0048893888264
13,18,247.65846219071284
13,19,326.9091146912733
13,20,213.49782472975033
13,21,301.11747145984475
13,22,256.06258140544566
13,23,273.29714257205933
13,24,302.7751225136927
13,25,252.55914093435706
13,26,290.7278813348905
13,27,236.21462182035046
13,28,267.23678217953375
13,29,234.68327997183854
13,30,191.26021542397683
13,31,259.6240860474953
13,33,315.6914546767927
13,34,268.97602800571167
13,35,333.76181500775493
13,36,289.1557958576496
13,37,307.67910249140795
13,38,263.7721328441057
13,39,266.7841437540593
13,40,361.2526573418305
13,41,338.33699896763767
13,42,312.7783644869195
13,43,243.97276864805426
13,44,383.01946452507246
13,45,337.93946210658333
13,46,220.44600483407137
13,47,314.5282666714219
13,48,224.5363364826772
13,49,242.00790416604784
13,50,200.30502627058343
13,51,277.1710844759003
13,52,223.99474521119197
13,53,230.4106142734261
13,54,217.09380969248747
13,55,363.7884318225457
13,56,257.12292710563344
13,57,285.6651129672224
13,58,226.16081256382657
13,59,252.4984154144625
13,60,291.1692516939918
13,61,245.5312346261833
13,62,337.51126428136706
13,63,245.08437278166514
13,64,267.05329170699787
13,65,289.2791606523895
13,66,227.75039265126625
13,67,300.4071147688674
13,68,251.8640273311897
13,69,246.80403223723297
13,70,472.65190470394936
13,71,302.55053505992964
13,73,189.00094798932633
13,74,305.9432903636645
13,75,84.27944271825199
13,76,249.99804814573847
14,1,262.40001351320916
14,2,275.108563455613
14,3,307.2022352209085
14,4,322.4695748211032
14,5,297.3044817065769
14,6,307.6736564223335
14,7,289.5350358981886
14,8,349.49342093659055
14,9,284.88824960573135
14,10,274.7534309891204
14,11,409.7613331691188
14,12,280.7377124434759
14,13,338.0430468630743
14,14,237.31874747595614
14,15,203.93472568180366
14,16,324.7701250274183
14,17,355.8939057654224
14,18,335.04332642074047
14,19,330.58044559571215
14,20,386.2239587828731
14,23,334.0189679879941
15,1,246.1832395164586
15,2,263.3759961041261
15,3,196.294638209266
15,4,300.94289769295807
15,5,272.84865332891195
15,6,179.1071492086075
15,7,182.59599441845194
15,8,230.09979332742842
15,9,295.88780793807746
15,13,133.19088678583947
15,14,123.23223234624146
15,15,165.32735392631187
15,16,0.0
16,1,205.81118573027553
16,2,283.9768527183264
16,3,296.33210544060535
16,4,220.27626223584087
16,6,244.22134871611618
16,7,202.2348022383314
16,8,290.5336180166458
16,9,306.22987692881907
16,10,255.3383316977429
16,11,227.23171740420406
16,12,221.81438203579626
16,13,213.74728013795266
16,14,246.5854648494114
16,17,228.68788901031027
16,18,244.16472520253996
16,19,349.6025388601036
16,20,304.177065192606
16,21,272.3855579868709
16,22,209.10613539715314
16,23,240.73303670745273
16,24,313.16697273344244
16,25,402.89353327085286
17,11,336.1132656109949
17,13,332.7376186782331
17,14,420.92257506307874
17,15,332.345324253316
17,16,343.4408605792621
17,17,278.4063528207485
17,18,358.0225190354597
17,19,316.7427813644058
17,20,242.31742585124914
17,21,281.62923410094066
17,22,359.7313202000702
17,23,341.37388597424297
17,24,348.24993513906185
17,25,289.51150629034663
17,26,317.2960140648048
17,27,405.19498874761695
17,28,296.7399259285512
17,29,281.87174931583394
17,30,330.6303870447413
17,31,317.6007578774604
17,32,191.06709690464555
17,33,277.6492422037655
17,34,364.47155725265577
17,35,302.65504345319
17,36,281.3211450152354
17,37,326.727983500121
17,38,272.3945110425786
17,39,210.1028642557305
17,40,325.4030705129408
17,41,230.66992465892895
17,42,362.1345167856131
17,43,204.20322495548373
18,1,272.050526730765
18,2,205.4269395595201
18,3,204.47499388839566
18,4,427.26733928083297
18,5,211.98654197080293
18,6,330.46714333367174
18,7,308.8958991030512
18,9,236.52532726237905
18,10,290.43901025412396
18,11,322.99255054984036
18,12,253.94347677595627
18,13,282.42524194010196
18,15,259.1913325340793
18,16,245.94949117030828
18,17,224.65020953378732
18,18,259.86971019764763
18,19,160.46896770107662
18,20,314.0493665356051
18,21,511.4942629277077
18,22,419.04802604802603
18,23,269.8486143797128
18,24,291.69385076865393
18,25,423.0639496666354
19,1,218.99422024976778
19,2,127.02773497688752
20,1,379.46370356551546
20,2,382.1300163800164
20,3,385.41659558913125
20,5,303.3968830749354
20,6,416.2067004354394
20,9,510.92106885919833
20,10,371.6218487394958
20,11,294.30092731079867
21,1,176.4563086692435
21,2,164.80668088130776
21,3,72.86251808972504
21,4,132.94866232827187
21,5,159.45197740112994
21,7,0.0
22,1,328.9125280987541
22,2,242.17841359224676
22,3,368.2591772364271
22,4,282.0451718667372
22,5,270.80171313354026
22,6,331.66811687475865
22,8,339.30485283736476
22,9,371.73620661019766
22,10,447.69180013587334
22,11,289.3445927629687
22,12,358.44520670311215
22,13,286.32412596213715
22,14,302.15699992477244
22,15,310.60532473771485
22,16,336.24119962511713
22,17,248.77789058708163
22,18,422.74653180121027
22,19,321.6689605988199
22,21,392.1136234904955
22,23,352.0044527474997
22,24,358.15139764394536
22,26,324.7418381848239
23,1,265.5549145745567
23,2,287.7393184308058
23,3,332.8483795849576
23,4,352.118172108636
23,5,298.1437486746039
23,6,275.3679952052742
23,7,270.0713977876742
23,8,254.41079073831366
23,9,314.25673414559424
23,10,239.0745783585919
23,11,307.7452755342255
23,12,398.0417343709912
23,13,289.39115745325336
23,14,383.8691057075176
23,15,347.637672074209
23,16,403.49858326764524
23,17,372.78522580001993
23,18,356.14176266029125
23,19,394.9160024131336
23,20,287.13904832079425
23,21,381.61802891298305
23,22,321.210989010989
23,23,368.63900435668893
23,24,372.6415510946272
23,25,369.6524278024548
23,26,278.933589918679
23,27,345.80791788856305
23,28,284.552365356623
23,29,317.13957469221145
23,30,296.63600279218736
23,31,409.21690713386005
23,32,391.2129729227769
23,33,290.3098784611167
23,34,287.0765778075907
23,35,377.3461237360009
23,36,328.50259343370624
23,37,298.74264375953493
23,38,332.5743356727251
