Name,Unique-ID,mean_decision_days
Jhargram,716,291.8093418259023
Gandhinagar,116,187.7982390258713
Ahmadabad,89,198.9277174417979
Surat,111,159.86790162887257
Mahesana,104,181.0521930685511
Rajkot,101,195.01954934835504
Amreli,99,171.52446611366042
Anand,97,151.5641808978423
Banas Kantha,95,175.78632459080146
Bharuch,106,136.12358252834943
Bhavnagar,88,174.33317847675784
Dohad,100,171.25992136759564
Jamnagar,112,216.6727156009269
Junagadh,108,203.1638534609999
Kheda,120,136.46090036252704
Kachchh,102,178.56664170722576
Panch Mahals,119,207.40366003127508
Patan,105,156.10242462947875
Sabar Kantha,94,155.5005701950882
Surendranagar,96,192.06407554169127
Vadodara,92,138.82822241283037
Navsari,110,130.3564275495606
Narmada,98,153.40510161758607
Tapi,113,123.3478210342824
Valsad,115,166.94861272370582
Porbandar,114,117.30357796638376
Gir Somnath,107,238.9504707327057
Aravali,93,151.40284483883596
Morbi,118,130.36592657179335
Devbhumi Dwarka,109,198.13409402882635
Chhota Udaipur,90,124.14085638109924
Mahisagar,117,215.96468699839485
Batod,91,103.46585950464016
Korba,339,170.38129411300815
Raipur,334,103.32047463094317
Surguja,327,195.14008311295805
Dhamtari,338,110.698715682809
Raigarh,340,150.15867828612926
Raigarh,475,150.15867828612926
Durg,331,158.64848249889232
Kabeerdham,323,145.4472756645616
Rajnandgaon,344,156.39153571652162
Koriya,337,308.42820057384887
Mahasamund,342,210.6214551442337
Uttar Bastar Kanker,325,160.4296804113318
Bastar,319,178.72617091207889
Jashpur,341,181.2852417883212
Dakshin Bastar Dantewada,326,170.03403625601183
Janjgir-Champa,343,180.9303751195096
Balod,336,113.28117091854182
Bemetra,318,225.07121566957636
Surajpur,332,311.49188012723926
Kondagaon,329,240.10560571068652
Baloda Bazar,335,152.21789654548743
Mungeli,320,229.4816543638732
Aizawl,277,265.5786495662014
Lunglei,271,53.392
West Tripura,301,258.2385192945696
North Tripura,304,299.0259934269495
South Tripura,306,308.78355704697987
Gomati,305,271.5502670071976
Khowai,299,326.11503416856493
Dhalai,302,219.91489361702128
East Khasi Hills,309,89.32406566538596
West Garo Hills,312,118.28082191780824
West Jaintia Hills,315,163.109756097561
East Garo Hills,316,73.38329238329239
Ribhoi,308,236.7530864197531
West Khasi Hills,310,
Ludhiana,406,227.9688431347857
Jalandhar,408,138.8110571376794
Rupnagar,412,213.0821560152012
Fatehgarh Sahib,401,152.91227076251627
Patiala,398,176.06961739102346
Firozpur,413,209.5998297550364
Amritsar,404,216.9175829709316
Faridkot,405,219.27698476343224
Gurdaspur,397,251.0566151421752
Kapurthala,400,166.02924834715512
Moga,410,204.7945140636289
Mansa,403,166.18498309034587
Muktsar,409,205.53889660967647
Shahid Bhagat Singh Nagar,417,157.44690170173044
Barnala,415,169.7223173728498
Bathinda,407,134.8072045786107
Hoshiarpur,411,253.1741747096717
Sangrur,402,214.1965314571933
Pathankot,396,240.50419714299736
Tarn Taran,399,240.0658358509567
Sahibzada Ajit Singh Nagar,416,258.2596269873193
Fazilka,414,212.94032681057087
Jabalpur,7,140.70585744157117
Narsimhapur,8,182.8016852405545
Hoshangabad,5,171.34858941410874
Harda,19,178.92360619895825
Umaria,33,111.81343540933858
Dindori,12,148.8129590766002
Panna,9,137.968379104219
Alirajpur,39,132.60122655637167
Jhabua,30,206.60111411208644
Khandwa (East Nimar),32,162.70671914923005
Shahdol,49,155.38534135831048
Sheopur,27,205.2119841718485
Datia,46,156.54396068112993
Rajgarh,42,234.2169019013181
Morena,28,183.9824663530946
Khargone (West Nimar),26,186.8320581774108
Neemuch,21,225.23570622531503
Barwani,14,150.9395779247969
Shajapur,44,246.3357189082188
Chhindwara,3,123.86168075793007
Sidhi,38,241.68562013181543
Anuppur,48,210.7052381681728
Shivpuri,45,238.03443507122117
Raisen,2,243.765414626683
Sehore,6,240.58764661573227
Balaghat,13,160.70632974870452
Damoh,35,165.79173579109062
Vidisha,50,196.85792252265108
Bhind,29,189.55215173635503
Guna,23,213.35739289881647
Singrauli,40,246.21443655212133
Satna,15,263.7599577098991
Seoni,31,111.09922366407888
Katni,37,152.0478754085753
Mandsaur,25,235.0890906293276
Tikamgarh,22,207.48855399697555
Betul,4,152.93417621882224
Dhar,36,168.74124263851812
Chhatarpur,16,214.88521481930908
Dewas,24,211.454627464698
Mandla,43,160.8986847245735
Ratlam,18,190.1202584242554
Sagar,20,177.70130188807852
Gwalior,34,161.02467380394782
Ujjain,10,211.1403265758425
Rewa,11,198.09483883924088
Indore,17,144.1479091337424
Ashoknagar,1,296.4108042383186
Burhanpur,47,176.71329166175258
Bhopal,41,141.38469998206054
South District,374,63.05066371681416
North District,373,58.6554054054054
West District,375,50.24420615703909
East District,376,109.7660570433268
Imphal East,285,63.03515255694027
Imphal West,287,117.57045270816492
Bishnupur,282,61.739231664726425
Thoubal,284,77.27294816414687
Senapati,701,122.50189393939394
Churachandpur,283,52.18272171253823
Chandel,279,58.62386706948641
Tamenglong,280,67.2914691943128
North East,711,187.5639317396416
Shahdara,714,230.341104371999
East,706,226.98159926822524
North,710,180.381872480215
North West,704,199.4866089954353
South West,707,191.59535051686
New Delhi,705,245.39805762382647
Central,713,236.93977816695852
West,708,247.938225544722
