Name,Unique-ID,case_pendency_rate
Kabeerdham,323,0.1486624928856004
Rajnandgaon,344,0.2069549710209541
Koriya,337,0.3568197942532813
Mahasamund,342,0.309540072859745
Uttar Bastar Kanker,325,0.1221439615186394
Bastar,319,0.2178855290617646
Jashpur,341,0.2494013768332834
Dakshin Bastar Dantewada,326,0.2248559455212153
Janjgir-Champa,343,0.3699223960227962
Balod,336,0.1509394131306734
Bemetra,318,0.3008175747363165
Surajpur,332,0.4908669925392333
Kondagaon,329,0.1527608194274861
Baloda Bazar,335,0.2527976562124778
Mungeli,320,0.3112735908011498
Aizawl,277,0.3002373825988234
Lunglei,271,0.4206471494607088
West Tripura,301,0.2000792854977497
North Tripura,304,0.253071253071253
South Tripura,306,0.3287437553308152
Gomati,305,0.1240558073402648
Khowai,299,0.2693385046326222
Dhalai,302,0.1058929105593778
East Khasi Hills,309,0.1684152401987852
West Garo Hills,312,0.2288557213930348
West Jaintia Hills,315,0.8552821997105644
East Garo Hills,316,0.0751988430947216
Ribhoi,308,0.7203389830508474
West Khasi Hills,310,1.0
Ludhiana,406,0.2381601341062356
Jalandhar,408,0.130331468092092
Rupnagar,412,0.2040578932062725
Fatehgarh Sahib,401,0.1561819143310417
Patiala,398,0.1864610229481563
Firozpur,413,0.1533444887801948
Amritsar,404,0.1722011726909944
Faridkot,405,0.1608370702541106
Gurdaspur,397,0.2197146659469721
Kapurthala,400,0.1584507331498747
Moga,410,0.1628255975988852
Mansa,403,0.1566180464475444
Muktsar,409,0.2098849018280298
Shahid Bhagat Singh Nagar,417,0.1655689689906863
Barnala,415,0.1419306466729147
Bathinda,407,0.1477708331269748
Hoshiarpur,411,0.2209990987511265
Sangrur,402,0.1905142146584093
Pathankot,396,0.2040464916056823
Tarn Taran,399,0.2204882571075401
Sahibzada Ajit Singh Nagar,416,0.2275651039273703
Fazilka,414,0.1230483666702114
Jabalpur,7,0.2955355500188656
Narsimhapur,8,0.2065569567142957
Hoshangabad,5,0.2325704066797895
Harda,19,0.1569270674397314
Umaria,33,0.2142445999575873
Dindori,12,0.2588777344920587
Panna,9,0.1555272231001292
Alirajpur,39,0.1673656618610747
Jhabua,30,0.2158225909080197
Khandwa (East Nimar),32,0.1506391616206538
Shahdol,49,0.2745197497626386
Sheopur,27,0.1933635508423843
Datia,46,0.2245975806295023
Rajgarh,42,0.2295154987750804
Morena,28,0.2927019357024863
Khargone (West Nimar),26,0.1995994801763991
Neemuch,21,0.3006081148439836
Barwani,14,0.1669202347315801
Shajapur,44,0.274352753924551
Chhindwara,3,0.1899221799943121
Sidhi,38,0.3025437864887406
Anuppur,48,0.2986813186813187
Shivpuri,45,0.1972400975258803
Raisen,2,0.263792879511639
Sehore,6,0.2280155534337941
Balaghat,13,0.1957042646967533
Damoh,35,0.2029449423815621
Vidisha,50,0.2984594856865599
Bhind,29,0.2763622797199728
Guna,23,0.3020489727761733
Singrauli,40,0.3654099393106607
Satna,15,0.3123669934918706
Seoni,31,0.2298158640226628
Katni,37,0.2023883464593012
Mandsaur,25,0.2961617918886593
Tikamgarh,22,0.2132970719899814
Betul,4,0.1835694841906889
Dhar,36,0.22296952792274
Chhatarpur,16,0.2937969685390396
Dewas,24,0.2167085864644197
Mandla,43,0.1661331291972581
Ratlam,18,0.2867755574169359
Sagar,20,0.2051511439361978
Gwalior,34,0.2229410804127559
Ujjain,10,0.2655985464756163
Rewa,11,0.347059817188761
Indore,17,0.3085416302511216
Ashoknagar,1,0.4117805917301806
Burhanpur,47,0.2014905743095133
Bhopal,41,0.145257445980144
South District,374,0.0273076923076923
North District,373,0.0229166666666666
West District,375,0.0250061896509036
East District,376,0.0601722909514865
Imphal East,285,0.0992047308319739
Imphal West,287,0.1241622916313841
Bishnupur,282,0.087229409504291
Thoubal,284,0.1015658982166159
Senapati,701,0.1661786237188872
Churachandpur,283,0.1115537848605577
Chandel,279,0.0512129380053908
Tamenglong,280,0.1867256637168141
North East,711,0.2068355282443245
Shahdara,714,0.3643711688860706
East,706,0.2952021545418273
North,710,0.3078224101479915
North West,704,0.351813106401431
South West,707,0.2616986730436318
New Delhi,705,0.3602041561154189
Central,713,0.2530556752992671
West,708,0.3463689441821602
South,709,0.2873140834791818
South East,712,0.2638177663618168
Chandigarh,218,0.1795436447030665
Adilabad,664,0.1936130838767185
Hydrabad,656,0.230080976088776
Karimnagar,658,0.3944765176455619
Khammam,674,0.2756409807723267
Mahabubnagar,684,0.3225750202114674
Medak,660,0.3304169479204528
Nalgonda,662,0.5478717366628831
Nizamabad,659,0.2435036272214332
Rangareddy,661,0.369118741874669
Warangal (R),676,0.3424665213765653
North Goa,219,0.1785207726229466
South Goa,220,0.1126947689501737
Diu,87,0.0517019910083493
Daman,86,0.0611940298507462
Dadra & Nagar Haveli,121,0.1515117953261712
