year,state_code,dist_code,pending_cases,solved_cases,total_cases,total_days
2014,2,11,2396,27077,29473,15435046.0
2014,2,15,1816,11697,13513,7819786.0
2014,2,17,2496,15775,18271,8109228.0
2014,2,19,771,4925,5696,3505148.0
2014,2,20,3762,21976,25738,12391261.0
2014,2,21,908,7216,8124,3967422.0
2014,2,23,2228,15831,18059,9191393.0
2014,3,1,6578,53908,60486,18740062.0
2014,3,2,2100,23564,25664,7754174.0
2014,3,3,2903,20645,23548,7121035.0
2014,3,4,2175,24854,27029,8183719.0
2014,3,5,2991,23350,26341,5914395.0
2014,3,6,2655,23154,25809,7988735.0
2014,3,7,1396,11855,13251,3823735.0
2014,3,8,707,7981,8688,2383741.0
2014,3,9,1940,30812,32752,7517241.0
2014,3,10,1354,20622,21976,6027496.0
2014,3,11,1553,22079,23632,7068917.0
2014,3,12,2314,34463,36777,9204710.0
2014,3,13,1187,19440,20627,5471122.0
2014,3,14,1775,25078,26853,7152846.0
2014,3,15,2692,39731,42423,10867068.0
2014,3,16,1348,18941,20289,4287245.0
2014,3,17,1632,18758,20390,6013811.0
2014,3,18,5721,41036,46757,11004660.0
2014,3,19,2873,20728,23601,6642441.0
2014,3,20,12863,187532,200395,58309680.0
2014,3,21,11371,36619,47990,9073067.0
2014,3,22,5371,31458,36829,9995502.0
2014,3,23,3667,63398,67065,11647970.0
2014,3,24,2986,23927,26913,8882558.0
2014,3,25,657,10534,11191,3104261.0
2014,3,26,7424,45938,53362,17413206.0
2014,3,27,1681,13566,15247,4041603.0
2014,3,28,4003,16015,20018,6080864.0
2014,3,29,2329,13052,15381,4465571.0
2014,3,30,531,7626,8157,2358699.0
2014,4,1,611,24689,25300,7651382.0
2014,4,2,7949,47330,55279,24226707.0
2014,4,3,2844,33119,35963,14045667.0
2014,4,4,7550,58270,65820,31628209.0
2014,4,5,1164,49947,51111,17061020.0
2014,4,6,2652,27479,30131,17745395.0
2014,4,7,1066,12661,13727,7567362.0
2014,4,8,3174,37298,40472,13237311.0
2014,4,9,15825,35668,51493,20764920.0
2014,4,10,1527,45170,46697,15815556.0
2014,4,11,1804,43232,45036,15957109.0
2014,4,12,5151,19066,24217,11355926.0
2014,4,13,0,26,26,16995.0
2014,4,15,8781,43860,52641,24440420.0
2014,4,16,526,18689,19215,4691906.0
2014,5,1,1349,7271,8620,3069003.0
2014,5,2,3609,10939,14548,5789588.0
2014,5,3,934,5070,6004,2297945.0
2014,5,4,1715,8485,10200,3340150.0
2014,5,5,1710,8736,10446,4162572.0
2014,5,6,2040,9584,11624,4318730.0
2014,5,7,1126,4610,5736,2281033.0
2014,5,8,654,4245,4899,1629285.0
2014,5,9,537,2530,3067,1295966.0
2014,5,10,1429,5774,7203,2118439.0
2014,5,11,2079,4081,6160,2806411.0
2014,6,1,2863,22453,25316,14742970.0
2014,6,2,498,4051,4549,1769279.0
2014,6,3,283,6135,6418,2238619.0
2014,6,4,319,4744,5063,1343340.0
2014,6,5,290,4280,4570,1320111.0
2014,6,6,577,7836,8413,2319968.0
2014,6,7,816,3830,4646,2091345.0
2014,6,8,623,3274,3897,1683333.0
2014,6,9,270,1647,1917,755144.0
2014,6,10,2047,15557,17604,5427542.0
2014,6,11,346,4611,4957,2081703.0
2014,6,12,528,3779,4307,1869414.0
2014,6,13,1156,4880,6036,2231729.0
2014,6,15,205,6701,6906,1812366.0
2014,6,16,1438,4168,5606,2700844.0
2014,6,17,47,998,1045,531979.0
2014,6,18,749,2535,3284,1519408.0
2014,6,19,321,1586,1907,816386.0
2014,6,20,1591,5854,7445,2764486.0
2014,6,21,537,2693,3230,1311512.0
2014,6,22,115,935,1050,602408.0
2014,6,23,1532,1036,2568,1430259.0
2014,6,24,28,391,419,224202.0
2014,6,25,48,55,103,85525.0
2014,6,26,269,63,332,96892.0
2014,6,27,0,1,1,1619.0
2014,6,28,12,7,19,10631.0
2014,7,1,1376,4379,5755,1722756.0
2014,7,2,1038,1704,2742,864195.0
2014,7,3,1113,3577,4690,1721942.0
2014,7,4,446,2538,2984,1111437.0
2014,7,5,679,1607,2286,1222235.0
2014,7,6,1094,1407,2501,784774.0
2014,7,7,2026,7871,9897,2423349.0
2014,7,8,151,1530,1681,661131.0
2014,7,9,2943,10047,12990,4826870.0
2014,7,10,2186,3502,5688,2316064.0
2014,7,11,2864,7902,10766,4021374.0
2014,7,12,580,3120,3700,947974.0
2014,7,13,542,2372,2914,1063900.0
2014,7,14,490,1367,1857,680843.0
2014,7,15,923,1959,2882,832179.0
2014,7,16,859,3055,3914,1683925.0
2014,7,17,1783,3794,5577,2093720.0
2014,7,18,51,1358,1409,550100.0
2014,7,19,692,2149,2841,913156.0
2014,7,20,1622,2049,3671,1616992.0
2014,7,21,312,1836,2148,731588.0
2014,7,22,3641,10235,13876,5583058.0
2014,7,23,0,408,408,706714.0
2014,7,24,2,349,351,588680.0
2014,8,1,17079,19773,36852,6335000.0
2014,8,2,2597,6056,8653,3012126.0
2014,8,3,7031,10725,17756,6513303.0
2014,8,4,1950,11087,13037,4714607.0
2014,8,5,4866,6909,11775,4750515.0
2014,8,6,5094,16663,21757,6271282.0
2014,8,7,2662,1403,4065,934316.0
2014,8,9,4185,11813,15998,8350895.0
2014,8,10,5718,9713,15431,5725975.0
2014,8,11,2745,5480,8225,1776912.0
2014,8,12,2296,2549,4845,1392889.0
2014,8,13,5781,5778,11559,3948804.0
2014,8,14,2577,3901,6478,1394967.0
2014,8,15,3520,1723,5243,1260946.0
2014,8,16,496,3938,4434,2447830.0
2014,8,17,4676,10590,15266,5456033.0
2014,8,18,4346,10302,14648,6274889.0
2014,8,19,1828,1672,3500,849112.0
2014,8,20,862,1125,1987,914989.0
2014,8,21,4094,3987,8081,1644951.0
2014,8,22,3285,1947,5232,1404462.0
2014,8,23,4164,9664,13828,4144284.0
2014,8,24,3847,6600,10447,3542753.0
2014,8,25,1169,2555,3724,1329503.0
2014,8,26,3312,7005,10317,2473199.0
2014,8,27,170,4247,4417,2664311.0
2014,8,28,7294,6986,14280,2511792.0
2014,8,29,6639,2567,9206,2747213.0
2014,8,30,6386,1190,7576,1205629.0
2014,8,31,6663,3041,9704,2445175.0
2014,8,33,5070,141,5211,240745.0
2014,8,34,5582,1489,7071,1766660.0
2014,8,35,6584,240,6824,398133.0
2014,8,36,2464,116,2580,193002.0
2014,8,37,508,53,561,94489.0
2014,8,38,9377,438,9815,726340.0
2014,8,39,4428,242,4670,422432.0
2014,9,1,1314,9044,10358,3261921.0
2014,9,2,7255,18399,25654,11434581.0
2014,9,3,2170,6768,8938,3123107.0
2014,9,4,19819,53303,73122,24668693.0
2014,9,5,1809,4980,6789,3724890.0
2014,9,6,3642,14080,17722,4187770.0
2014,9,7,3689,13985,17674,7019570.0
2014,9,8,2440,9306,11746,4641900.0
2014,9,9,4345,11260,15605,5529617.0
2014,9,10,1731,8170,9901,3310337.0
2014,9,11,2347,7869,10216,4425480.0
2014,9,12,2083,6633,8716,2597552.0
2014,9,13,1871,6788,8659,5133704.0
2014,9,14,4114,22204,26318,9268164.0
2014,9,18,1890,6551,8441,4623915.0
2014,9,19,3418,7999,11417,4645854.0
2014,9,20,4873,14261,19134,7597389.0
2014,9,21,1276,3559,4835,2161505.0
2014,9,22,1685,3704,5389,2747435.0
2014,9,23,557,4292,4849,1899494.0
2014,9,24,422,3319,3741,1793472.0
2014,9,25,788,4524,5312,2160775.0
2014,9,26,1400,5671,7071,2435871.0
2014,9,27,1608,5476,7084,2318236.0
2014,9,28,4972,7385,12357,6196313.0
2014,9,29,1655,3977,5632,2233633.0
2014,9,30,2274,6555,8829,3813250.0
2014,9,31,3873,10236,14109,6421258.0
2014,9,32,687,3547,4234,918889.0
2014,9,33,2022,5959,7981,2999629.0
2014,9,34,977,2249,3226,1623560.0
2014,9,35,3912,9623,13535,5966420.0
2014,9,36,1168,6190,7358,2806383.0
2014,9,38,1343,7699,9042,5385432.0
2014,9,39,1418,2185,3603,1392223.0
2014,9,40,37,28505,28542,16469974.0
2014,10,1,1176,2988,4164,2210016.0
2014,10,2,1226,3741,4967,3073119.0
2014,10,3,4269,21944,26213,9160983.0
2014,10,4,1149,5735,6884,3428738.0
2014,10,5,1554,14645,16199,4662398.0
2014,10,6,712,2942,3654,2301575.0
2014,10,7,2158,7228,9386,4765137.0
2014,10,8,3016,13885,16901,6014741.0
2014,10,9,2272,8996,11268,4370692.0
2014,10,10,2674,10782,13456,7657459.0
2014,10,11,2344,18451,20795,6648035.0
2014,10,12,3014,11036,14050,7445048.0
2014,10,13,7041,55674,62715,21381783.0
2014,10,14,2214,7467,9681,4267904.0
2014,10,15,3511,13005,16516,7629301.0
2014,10,16,465,2932,3397,1286149.0
2014,10,17,2756,9800,12556,5329216.0
2014,10,18,3816,15645,19461,10127228.0
2014,10,19,958,3110,4068,2028180.0
2014,10,20,3213,13463,16676,8342503.0
2014,10,21,732,3303,4035,1909329.0
2014,10,22,2140,5959,8099,4328325.0
2014,10,23,717,2392,3109,1293237.0
2014,10,24,1647,8905,10552,5077858.0
2014,10,25,542,4017,4559,2124478.0
2014,10,26,1484,5022,6506,3006983.0
2014,10,27,2486,8045,10531,5421398.0
2014,10,28,1742,7800,9542,4043931.0
2014,10,29,1685,4300,5985,2857635.0
2014,10,30,561,2728,3289,1534734.0
2014,10,31,4743,11957,16700,6848125.0
2014,10,32,3322,6945,10267,5657898.0
2014,10,33,2759,12478,15237,6343657.0
2014,11,1,5132,9876,15008,6473475.0
2014,11,2,1743,2262,4005,1420520.0
2014,11,3,503,2809,3312,2331902.0
2014,11,4,3987,5078,9065,3952372.0
2014,11,5,6781,10393,17174,7224575.0
2014,11,6,1300,3443,4743,2108888.0
2014,11,7,1533,3304,4837,2262675.0
2014,11,8,8797,6406,15203,3675471.0
2014,11,9,281,2924,3205,1718626.0
2014,11,10,707,2129,2836,1425954.0
2014,11,11,2211,1846,4057,1721916.0
2014,11,12,446,482,928,373869.0
2014,11,13,3006,2822,5828,2179685.0
2014,11,14,2378,3837,6215,2909947.0
2014,11,15,4303,3410,7713,2910109.0
2014,11,16,4102,4166,8268,3291040.0
2014,11,17,1580,1670,3250,1371633.0
2014,11,18,3422,5153,8575,2405901.0
2014,11,19,2924,2435,5359,2154004.0
2014,11,20,607,1645,2252,1098543.0
2014,11,21,721,4354,5075,2183613.0
2014,11,22,1183,1511,2694,1182427.0
2014,11,23,630,1837,2467,1330587.0
2014,11,24,407,817,1224,462932.0
2014,11,26,2992,2804,5796,2049800.0
2014,11,27,2866,2699,5565,2858633.0
2014,11,29,1767,2840,4607,2462568.0
2014,11,30,481,1006,1487,911326.0
2014,11,31,94,414,508,308052.0
2014,11,32,726,2067,2793,1125428.0
2014,12,1,326,1448,1774,743764.0
2014,12,2,349,1364,1713,813245.0
2014,12,3,783,1020,1803,637589.0
2014,12,4,378,3940,4318,1103960.0
2014,12,5,1516,2608,4124,1612785.0
2014,12,6,196,1122,1318,475251.0
2014,12,7,221,570,791,348100.0
2014,12,8,421,838,1259,327761.0
2014,12,9,150,525,675,299422.0
2014,12,10,297,751,1048,406202.0
2014,12,11,618,538,1156,314515.0
2014,12,12,237,633,870,371806.0
2014,12,13,486,290,776,388791.0
2014,12,14,79,158,237,120330.0
2014,12,15,257,584,841,371844.0
2014,12,16,10,6,16,7178.0
2014,12,17,9,12,21,14868.0
2014,12,18,308,124,432,147322.0
2014,12,19,3030,1495,4525,2071318.0
2014,12,20,207,370,577,185169.0
2014,12,21,367,154,521,227080.0
2014,12,22,153,639,792,282880.0
2014,13,1,13492,14416,27908,9505485.0
2014,13,2,6126,12168,18294,9133988.0
2014,13,3,8217,29014,37231,8491007.0
2014,13,4,4896,9457,14353,5916369.0
2014,13,5,908,7656,8564,2377854.0
2014,13,6,10102,24125,34227,13900030.0
2014,13,7,5783,15528,21311,11596940.0
2014,13,8,10971,35911,46882,13484946.0
2014,13,9,3244,11497,14741,4046856.0
2014,13,10,5340,9044,14384,6542821.0
2014,13,11,1611,3408,5019,1922342.0
2014,13,12,8239,13818,22057,7166501.0
2014,13,13,2798,7882,10680,3413572.0
2014,13,14,3182,5555,8737,4046547.0
2014,13,15,2770,6405,9175,4224319.0
2014,13,16,6899,17361,24260,5493244.0
2014,13,17,2139,2418,4557,1795859.0
2014,13,18,4722,18945,23667,8665412.0
2014,13,19,15774,19050,34824,13409003.0
2014,13,20,8151,21645,29796,8176525.0
2014,13,21,4862,4773,9635,3369490.0
2014,13,22,2342,7178,9520,2732807.0
2014,13,23,3578,6040,9618,2728703.0
2014,13,24,18530,36194,54724,16386411.0
2014,13,25,2105,10852,12957,5004401.0
2014,13,26,7399,11193,18592,8025843.0
2014,13,27,8871,25333,34204,6501700.0
2014,13,28,4390,5424,9814,3824254.0
2014,13,29,7284,14190,21474,6545297.0
2014,13,30,10809,20116,30925,13233709.0
2014,13,31,3745,14802,18547,5671570.0
2014,13,33,2613,4714,7327,3112061.0
2014,13,34,5675,14602,20277,5722878.0
2014,13,35,1113,9676,10789,4106305.0
2014,13,36,3574,9714,13288,5154620.0
2014,13,37,3218,5117,8335,2039299.0
2014,13,38,916,6781,7697,2078998.0
2014,13,39,2244,11341,13585,3583381.0
2014,13,40,721,4901,5622,3757114.0
2014,13,41,4674,3577,8251,2894239.0
2014,13,42,2085,7621,9706,4563171.0
2014,13,43,7404,26377,33781,11123114.0
2014,13,44,6676,14101,20777,11964557.0
2014,13,45,1680,4793,6473,3269134.0
2014,13,46,5559,5720,11279,3939398.0
2014,13,47,4455,14789,19244,6790644.0
2014,13,48,6116,19366,25482,7409907.0
2014,13,49,5289,7841,13130,4834447.0
2014,13,50,5791,4564,10355,4448874.0
2014,13,51,2611,14348,16959,6966864.0
2014,13,52,3513,5346,8859,3881522.0
2014,13,53,4162,25761,29923,10210187.0
2014,13,54,4276,13727,18003,7275021.0
2014,13,55,2259,8072,10331,6601358.0
2014,13,56,2409,19239,21648,5425308.0
2014,13,57,4024,8188,12212,5949139.0
2014,13,58,3170,12316,15486,5803887.0
2014,13,59,2564,3695,6259,2859785.0
2014,13,60,2763,5547,8310,3975376.0
2014,13,61,8809,6054,14863,5267274.0
2014,13,62,3514,11478,14992,8699384.0
2014,13,63,4735,7793,12528,3990655.0
2014,13,64,1148,6905,8053,2586542.0
2014,13,65,2637,8387,11024,4182145.0
2014,13,66,5514,17569,23083,8225488.0
2014,13,67,2239,5145,7384,3040833.0
2014,13,68,4604,6765,11369,4481263.0
2014,13,69,1990,3649,5639,2134065.0
2014,13,70,513,5685,6198,3902834.0
2014,13,71,2265,2920,5185,3234228.0
2014,13,73,2738,5389,8127,1870564.0
2014,13,74,267,1999,2266,2094657.0
2014,13,75,386,260,646,470132.0
2014,13,76,28,2421,2449,3052991.0
2014,14,1,248,29005,29253,9741100.0
2014,14,2,281,18825,19106,7313491.0
2014,14,3,736,22730,23466,8388261.0
2014,14,4,304,21225,21529,10606271.0
2014,14,5,681,22958,23639,12921480.0
2014,14,6,1893,31121,33014,13129043.0
2014,14,7,282,33107,33389,11103497.0
2014,14,8,373,19607,19980,6735057.0
2014,14,9,267,12196,12463,5787393.0
2014,14,10,297,17082,17379,6716947.0
2014,14,11,300,11900,12200,7170727.0
2014,14,12,267,17355,17622,6916580.0
2014,14,13,1111,17347,18458,7708876.0
2014,14,14,209,14326,14535,4585463.0
2014,14,15,143,14833,14976,4252227.0
2014,14,16,138,13332,13470,5406780.0
2014,14,17,292,13535,13827,7153508.0
2014,14,18,382,21897,22279,8564283.0
2014,14,19,94,8244,8338,3932075.0
2014,14,20,446,17013,17459,9308123.0
2014,14,23,236,9831,10067,5133583.0
2014,15,1,492,8243,8735,2752934.0
2014,15,2,159,2471,2630,1024534.0
2014,15,3,62,1445,1507,464559.0
2014,15,4,2206,13906,16112,5825874.0
2014,15,5,5232,40188,45420,10191205.0
2014,15,6,15,1657,1672,318019.0
2014,15,7,10,1407,1417,278164.0
2014,15,8,11,723,734,163664.0
2014,15,9,3302,19948,23250,9150391.0
2014,15,13,8,1212,1220,219360.0
2014,15,14,3,1377,1380,173260.0
2014,15,15,27,1202,1229,268943.0
2014,15,16,0,11,11,19895.0
2014,16,1,1654,8631,10285,2562616.0
2014,16,2,3987,12496,16483,6457824.0
2014,16,3,7914,12785,20699,9849336.0
2014,16,4,2974,4793,7767,2698358.0
2014,16,6,2062,5672,7734,2282910.0
2014,16,7,3140,8731,11871,4225911.0
2014,16,8,2017,3873,5890,3509023.0
2014,16,9,3779,6127,9906,4634473.0
2014,16,10,1408,2662,4070,2072371.0
2014,16,11,4652,23379,28031,7438610.0
2014,16,12,9851,19154,29005,9159770.0
2014,16,13,1421,4645,6066,1999683.0
2014,16,14,8121,16025,24146,9357219.0
2014,16,17,1025,1948,2973,1180448.0
2014,16,18,2975,4148,7123,3614504.0
2014,16,19,1796,3440,5236,2838435.0
2014,16,20,15284,19878,35162,15465756.0
2014,16,21,1850,7204,9054,3469124.0
2014,16,22,5779,3740,9519,4115139.0
2014,16,23,0,606,606,182763.0
2014,16,24,0,2316,2316,2969010.0
2014,16,25,0,433,433,470723.0
2014,17,11,2556,24144,26700,7539053.0
2014,17,13,9252,52867,62119,25490561.0
2014,17,14,5317,34420,39737,10716515.0
2014,17,15,2227,31851,34078,9915570.0
2014,17,16,2848,36173,39021,13653779.0
2014,17,17,992,12230,13222,3507368.0
2014,17,18,1348,17794,19142,6991459.0
2014,17,19,1616,25736,27352,7009840.0
2014,17,20,1711,27378,29089,6036841.0
2014,17,21,2178,29183,31361,8222387.0
2014,17,22,948,9137,10085,3776014.0
2014,17,23,1837,21210,23047,8141441.0
2014,17,24,1129,17901,19030,6540066.0
2014,17,25,1976,22206,24182,7727207.0
2014,17,26,2246,20880,23126,8155777.0
2014,17,27,2104,14436,16540,6889791.0
2014,17,28,665,11749,12414,3819469.0
2014,17,29,1327,18323,19650,3991042.0
2014,17,30,1132,14706,15838,5318915.0
2014,17,31,6159,36248,42407,12993167.0
2014,17,32,1305,12648,13953,3331642.0
2014,17,33,222,4189,4411,1396886.0
2014,17,34,255,5443,5698,1669657.0
2014,17,35,1540,16049,17589,5560726.0
2014,17,36,440,8562,9002,2081146.0
2014,17,37,1212,10163,11375,3943700.0
2014,17,38,603,12454,13057,2409741.0
2014,17,39,591,7336,7927,2114087.0
2014,17,40,442,5647,6089,2225985.0
2014,17,41,620,9909,10529,1512223.0
2014,17,42,509,2387,2896,1428489.0
2014,17,43,0,3257,3257,963729.0
2014,18,1,644,2339,2983,1591823.0
2014,18,2,2076,16383,18459,4975824.0
2014,18,3,3362,30057,33419,7691598.0
2014,18,4,1014,3193,4207,1768735.0
2014,18,5,237,3625,3862,956813.0
2014,18,6,1709,6326,8035,3179716.0
2014,18,7,3459,10605,14064,4601755.0
2014,18,9,175,4298,4473,1325224.0
2014,18,10,807,10373,11180,3682569.0
2014,18,11,738,5119,5857,3532826.0
2014,18,12,404,3787,4191,1812497.0
2014,18,13,49,2170,2219,737498.0
2014,18,15,197,3200,3397,1031541.0
2014,18,16,94,532,626,479523.0
2014,18,17,17,186,203,209875.0
2014,18,18,705,898,1603,1042482.0
2014,18,19,71,803,874,342204.0
2014,18,20,249,648,897,746922.0
2014,18,21,845,735,1580,928967.0
2014,18,22,23,679,702,634278.0
2014,18,23,585,5562,6147,2377979.0
2014,18,24,114,665,779,606386.0
2014,18,25,205,1228,1433,762611.0
2014,19,1,176,508,684,257630.0
2014,19,2,0,30,30,1547.0
2014,20,1,727,4623,5350,2365947.0
2014,20,2,143,1138,1281,589116.0
2014,20,3,125,1194,1319,897465.0
2014,20,5,65,1727,1792,669035.0
2014,20,6,38,1387,1425,648078.0
2014,20,9,428,1074,1502,731555.0
2014,20,10,24,522,546,238645.0
2014,20,11,0,486,486,239749.0
2014,21,1,470,4220,4690,760664.0
2014,21,2,34,50,84,66969.0
2014,21,3,24,11,35,17012.0
2014,21,4,0,52,52,74226.0
2014,21,5,0,28,28,53649.0
2014,21,7,0,1,1,1975.0
2014,22,1,3502,47390,50892,21079329.0
2014,22,2,1308,44180,45488,13820381.0
2014,22,3,959,10039,10998,4780356.0
2014,22,4,427,9202,9629,4151920.0
2014,22,5,1135,31002,32137,11420537.0
2014,22,6,171,13238,13409,5452152.0
2014,22,8,897,34181,35078,13885597.0
2014,22,9,240,7639,7879,3251313.0
2014,22,10,398,10668,11066,6992311.0
2014,22,11,471,11647,12118,5304302.0
2014,22,12,178,11052,11230,4516081.0
2014,22,13,85,8942,9027,3251750.0
2014,22,14,113,7600,7713,2720302.0
2014,22,15,173,6233,6406,2605508.0
2014,22,16,88,5889,5977,2604962.0
2014,22,17,369,27604,27973,8490757.0
2014,22,18,641,14471,15112,7415100.0
2014,22,19,444,18518,18962,7587754.0
2014,22,21,294,5781,6075,2734158.0
2014,22,23,267,8619,8886,4122894.0
2014,22,24,391,14293,14684,6315014.0
2014,22,26,4,13848,13852,5294867.0
2014,23,1,8193,27020,35213,10600252.0
2014,23,2,1138,9496,10634,3467342.0
2014,23,3,934,5693,6627,3534687.0
2014,23,4,273,4350,4623,1980937.0
2014,23,5,609,2795,3404,1465749.0
2014,23,6,618,3332,3950,1660842.0
2014,23,7,341,5227,5568,2080720.0
2014,23,8,104,1875,1979,843292.0
2014,23,9,258,3688,3946,2292495.0
2014,23,10,700,8844,9544,2759357.0
2014,23,11,1756,8507,10263,3677935.0
2014,23,12,619,4004,4623,2708908.0
2014,23,13,1083,5336,6419,2855434.0
2014,23,14,1052,10784,11836,6560410.0
2014,23,15,2820,9393,12213,5288179.0
2014,23,16,1103,11345,12448,6470766.0
2014,23,17,1138,4360,5498,2811406.0
2014,23,18,596,5669,6265,2802332.0
2014,23,19,1418,10105,11523,5452279.0
2014,23,20,1976,17435,19411,6140224.0
2014,23,21,2342,6125,8467,3586932.0
2014,23,22,936,4254,5190,1884170.0
2014,23,23,1351,11111,12462,6111802.0
2014,23,24,1302,7771,9073,4018599.0
2014,23,25,1022,11004,12026,6131030.0
2014,23,26,1013,8321,9334,3487204.0
2014,23,27,1636,10213,11849,4300904.0
2014,23,28,1568,7894,9462,3536358.0
2014,23,29,1735,10021,11756,4386920.0
2014,23,30,1115,8424,9539,3009925.0
2014,23,31,2374,7706,10080,3933951.0
2014,23,32,3726,13818,17544,8244157.0
2014,23,33,1881,9430,11311,3124956.0
2014,23,34,1931,12089,14020,4434212.0
2014,23,35,2439,9892,12331,5011073.0
2014,23,36,1258,9045,10303,4397188.0
2014,23,37,1268,11713,12981,5173036.0
2014,23,38,1452,13714,15166,6103810.0
2014,23,39,1504,7029,8533,3529821.0
2014,23,40,1802,15550,17352,8369075.0
2014,23,41,401,5295,5696,2078640.0
2014,23,42,2141,9858,11999,4503513.0
2014,23,43,2553,19865,22418,7791196.0
2014,23,44,5271,34923,40194,11899574.0
2014,23,45,3648,22683,26331,9952853.0
2014,23,46,4964,11907,16871,5775557.0
2014,23,47,13613,63953,77566,19761256.0
2014,23,48,1079,2804,3883,2859055.0
2014,23,49,249,2920,3169,1413017.0
2014,23,50,5619,52968,58587,12475363.0
2014,24,1,0,1467,1467,66441.0
2014,24,2,0,205,205,13241.0
2014,24,3,0,570,570,40671.0
2014,24,4,1,2668,2669,386262.0
2014,25,1,82,3473,3555,453797.0
2014,25,2,351,6364,6715,1099445.0
2014,25,3,53,1713,1766,131048.0
2014,25,4,27,743,770,132018.0
2014,25,5,5,75,80,40140.0
2014,25,6,2,19,21,12097.0
2014,25,8,0,54,54,36780.0
2014,25,9,13,45,58,17850.0
2014,26,1,896,7021,7917,3085824.0
2014,26,2,2171,9724,11895,5682757.0
2014,26,3,1925,9694,11619,5343763.0
2014,26,4,2573,10177,12750,5078824.0
2014,26,5,3187,14058,17245,6249492.0
2014,26,6,2265,17873,20138,7542393.0
2014,26,7,1890,14819,16709,7314115.0
2014,26,8,3059,26007,29066,14224701.0
2014,26,9,4554,15410,19964,8846927.0
2014,26,10,1521,8701,10222,4237637.0
2014,26,11,1754,13129,14883,7260677.0
2014,27,1,597,27302,27899,10167258.0
2014,29,1,1384,10017,11401,5212201.0
2014,29,2,5165,38845,44010,18514245.0
2014,29,3,4145,11419,15564,8690075.0
2014,29,4,3374,15879,19253,8800913.0
2014,29,5,2427,11366,13793,7908050.0
2014,29,6,1539,8026,9565,5145797.0
2014,29,7,4727,6889,11616,5746441.0
2014,29,8,1114,9086,10200,5303254.0
2014,29,9,6174,24057,30231,12581441.0
2014,29,10,3758,13738,17496,8729798.0
2014,30,1,1754,16997,18751,5179677.0
2014,30,2,617,14224,14841,2930477.0
2014,31,1,0,217,217,42069.0
2014,31,2,0,773,773,243266.0
2014,32,1,0,1069,1069,639276.0
2014,33,1,0,17,17,25213.0
2014,33,2,0,10,10,14133.0
