year,state_code,dist_code,pending_cases,solved_cases,total_cases,total_days,mean_decision_days
2011,1,1,174,6945,7119,4400569.0,633.63124550036
2011,1,2,796,12756,13552,10430185.0,817.6689401066164
2011,1,3,1883,27260,29143,21935675.0,804.6836023477623
2011,1,4,1347,17147,18494,12296028.0,717.0950020411734
2011,1,5,1281,14558,15839,11823579.0,812.1705591427394
2011,1,7,1314,21862,23176,16621658.0,760.2990577257342
2011,1,8,139,22822,22961,13183511.0,577.6667689071949
2011,1,9,5605,46227,51832,23828262.0,515.4620027256798
2011,1,10,188,6446,6634,5631951.0,873.7125349053676
2011,1,11,121,4945,5066,4607928.0,931.8357937310415
2011,1,12,21,6820,6841,2283081.0,334.7626099706745
2011,1,13,995,10472,11467,9977701.0,952.7980328495034
2011,1,14,1669,30424,32093,18925027.0,622.0426965553511
2011,1,15,2393,16778,19171,14602592.0,870.3416378591012
2011,1,17,984,18244,19228,14142203.0,775.1700833150625
2011,1,18,1147,14475,15622,11209594.0,774.4106390328152
2011,1,19,3098,33257,36355,21186862.0,637.0647382505939
2011,1,20,4747,41016,45763,27024440.0,658.8755607567779
2011,1,21,9464,36234,45698,27234914.0,751.6397306397306
2011,1,23,11918,59101,71019,50861882.0,860.5925788057732
2011,1,24,2427,13307,15734,9440699.0,709.4535958518073
2011,1,25,9713,51858,61571,38941466.0,750.9249488989162
2011,1,26,3363,34025,37388,28799774.0,846.4298016164585
2011,1,27,1540,28663,30203,16351823.0,570.4853992952587
2011,1,28,1587,17839,19426,14064739.0,788.426425248052
2011,1,29,1220,20302,21522,14213376.0,700.0973303122845
2011,1,30,3199,28957,32156,21824153.0,753.674517387851
2011,1,31,1712,19804,21516,17043389.0,860.6033629569783
2011,1,32,323,7274,7597,4195826.0,576.8251306021447
2011,1,33,250,4692,4942,2766465.0,589.6131713554987
2011,1,34,2340,20334,22674,17024240.0,837.230254745746
2011,1,35,1327,18110,19437,13457543.0,743.1001104362231
2011,1,36,443,10012,10455,7523691.0,751.4673391929684
2011,1,37,1997,21596,23593,10127117.0,468.93484904611967
2011,1,38,1638,6460,8098,5262887.0,814.6883900928792
2011,1,39,149,2784,2933,3890127.0,1397.3157327586207
2011,1,40,3169,10927,14096,13197796.0,1207.8151368170586
2011,1,41,381,1656,2037,1516634.0,915.8417874396135
2011,1,42,69,18204,18273,9683677.0,531.9532520325204
2011,1,43,27,80,107,134912.0,1686.4
2011,2,2,441,10968,11409,8480808.0,773.2319474835887
2011,2,3,705,12667,13372,12898816.0,1018.3007815583801
2011,2,4,319,14409,14728,11880452.0,824.5160663474218
2011,2,5,546,21275,21821,14130555.0,664.1858989424206
2011,2,7,282,7209,7491,5860908.0,812.9987515605493
2011,2,10,374,6987,7361,7764550.0,1111.2852440246172
2011,2,11,458,19442,19900,17688372.0,909.8020779755169
2011,2,15,431,7783,8214,8561424.0,1100.0159321598355
2011,2,17,543,10348,10891,8959247.0,865.7950328565906
2011,2,19,128,5584,5712,4296460.0,769.4233524355301
2011,2,20,739,21078,21817,19240944.0,912.8448619413607
2011,2,21,143,4579,4722,3344073.0,730.3063987770256
2011,2,23,502,10297,10799,10412832.0,1011.249101680101
2011,3,1,2097,31541,33638,24557232.0,778.5812751656574
2011,3,2,538,16169,16707,7284114.0,450.4987321417527
2011,3,3,941,15542,16483,8808877.0,566.7788572899241
2011,3,4,499,20109,20608,10873078.0,540.7070465960516
2011,3,5,3810,15260,19070,7073702.0,463.54534731323724
2011,3,6,578,12704,13282,6868343.0,540.6441278337531
2011,3,7,193,6853,7046,3102550.0,452.72873194221506
2011,3,8,125,6200,6325,2988500.0,482.01612903225805
2011,3,9,590,12081,12671,8370253.0,692.8443837430676
2011,3,10,507,18828,19335,8000661.0,424.93419375398344
2011,3,11,511,14768,15279,7272708.0,492.4639761646804
2011,3,12,320,21459,21779,9068757.0,422.608555850692
2011,3,13,288,16390,16678,6034954.0,368.20951799877975
2011,3,14,548,21339,21887,7497613.0,351.35728009747413
2011,3,15,1307,26519,27826,11634281.0,438.71492137712585
2011,3,16,630,12686,13316,5355207.0,422.1351883966577
2011,3,17,258,15087,15345,6951386.0,460.753363823159
2011,3,18,1471,30709,32180,14959943.0,487.15174704484025
2011,3,19,826,13627,14453,7569907.0,555.5079621339987
2011,3,20,5522,125686,131208,71790176.0,571.1867351972376
2011,3,21,4227,15323,19550,14301330.0,933.3244142791882
2011,3,22,2017,25255,27272,13064937.0,517.3208077608394
2011,3,23,779,26553,27332,13394229.0,504.43373630098296
2011,3,24,608,6399,7007,5608373.0,876.4452258165338
2011,3,25,153,5950,6103,2754012.0,462.85915966386557
2011,3,26,2172,29593,31765,18357620.0,620.3365660798162
2011,3,27,286,8495,8781,5211299.0,613.454855797528
2011,3,28,1324,10608,11932,6781845.0,639.3141968325792
2011,3,29,562,7917,8479,4968925.0,627.6272577996716
2011,3,30,143,4091,4234,2069913.0,505.967489611342
2011,4,1,108,7913,8021,4726923.0,597.3616833059523
2011,4,2,2208,29778,31986,23685060.0,795.3878702397743
2011,4,3,453,7737,8190,9695014.0,1253.0714747318082
2011,4,4,1532,30023,31555,25740373.0,857.3551277354029
2011,4,5,312,18156,18468,10189724.0,561.2317691121392
2011,4,6,464,10550,11014,11378099.0,1078.4927962085308
2011,4,7,158,6178,6336,4677225.0,757.0775331822597
2011,4,8,837,15502,16339,12710450.0,819.9232357115211
2011,4,9,3929,12692,16621,21135815.0,1665.2864008824456
2011,4,10,153,14287,14440,8279404.0,579.5061244487996
2011,4,11,122,19253,19375,12453999.0,646.8601776346543
2011,4,12,885,9236,10121,9376100.0,1015.1689042875704
2011,4,13,2,7,9,9275.0,1325.0
2011,4,15,1070,35209,36279,31939825.0,907.1494504246074
2011,4,16,73,8252,8325,3329360.0,403.4609791565681
2011,5,1,263,3992,4255,3352493.0,839.8028557114228
2011,5,2,975,6668,7643,7463665.0,1119.3258848230355
2011,5,3,260,3495,3755,2809492.0,803.8603719599428
2011,5,4,649,3163,3812,3798905.0,1201.0448940878912
2011,5,5,312,4764,5076,5262793.0,1104.7004617968093
2011,5,6,496,5815,6311,5079616.0,873.5367153912296
2011,5,7,441,2320,2761,2865463.0,1235.1133620689654
2011,5,8,297,2537,2834,2133267.0,840.8620417816319
2011,5,9,146,1767,1913,2152440.0,1218.132427843803
2011,5,10,341,3268,3609,3186947.0,975.1979804161567
2011,5,11,486,1926,2412,1913079.0,993.291277258567
2011,6,1,1038,16388,17426,13086291.0,798.5288625823773
2011,6,2,92,2328,2420,1746172.0,750.0738831615121
2011,6,3,80,3694,3774,2699787.0,730.8573362208988
2011,6,4,47,3390,3437,2020054.0,595.8861356932154
2011,6,5,70,2088,2158,1374416.0,658.2452107279694
2011,6,6,195,3759,3954,3757235.0,999.5304602287842
2011,6,7,252,2726,2978,2755618.0,1010.8650036683786
2011,6,8,173,2276,2449,2298248.0,1009.7750439367311
2011,6,9,24,1171,1195,695221.0,593.6985482493595
