year,state_code,dist_code,pending_cases,solved_cases,total_cases,total_days
2017,9,31,10726,17334,28060,1640830.0
2017,9,32,2761,5387,8148,714398.0
2017,9,33,4849,10261,15110,1058592.0
2017,9,34,3307,6552,9859,745093.0
2017,9,35,9708,17808,27516,1890694.0
2017,9,36,3952,11958,15910,1304519.0
2017,9,38,4002,12563,16565,1872335.0
2017,9,39,3918,10249,14167,407274.0
2017,9,40,10,46775,46785,7250269.0
2017,10,1,2972,3774,6746,719687.0
2017,10,2,3102,6480,9582,859664.0
2017,10,3,10276,25702,35978,3248814.0
2017,10,4,3222,25270,28492,985998.0
2017,10,5,4666,7911,12577,1636948.0
2017,10,6,3423,6265,9688,1013413.0
2017,10,7,4246,9553,13799,1297724.0
2017,10,8,6931,20132,27063,2287965.0
2017,10,9,6240,13502,19742,1830280.0
2017,10,10,8194,12286,20480,2430001.0
2017,10,11,6622,16087,22709,2092894.0
2017,10,12,8054,13763,21817,2867780.0
2017,10,13,27890,28962,56852,7503737.0
2017,10,14,5114,17357,22471,1790172.0
2017,10,15,9886,25757,35643,2943469.0
2017,10,16,1173,4786,5959,400780.0
2017,10,17,5333,15959,21292,1829951.0
2017,10,18,14030,13678,27708,3238812.0
2017,10,19,3945,4778,8723,1088614.0
2017,10,20,10164,11571,21735,2526829.0
2017,10,21,2955,9890,12845,710468.0
2017,10,22,7949,10066,18015,1429642.0
2017,10,23,1541,2978,4519,303902.0
2017,10,24,6322,10653,16975,2307601.0
2017,10,25,2319,10443,12762,829879.0
2017,10,26,3948,13152,17100,1350320.0
2017,10,27,5943,13691,19634,1565125.0
2017,10,28,4299,7834,12133,1584586.0
2017,10,29,3582,10197,13779,975200.0
2017,10,30,2697,6202,8899,916528.0
2017,10,31,9344,9121,18465,1770615.0
2017,10,32,6784,7774,14558,2063209.0
2017,10,33,9682,15820,25502,2427293.0
2017,11,1,12378,9908,22286,2591672.0
2017,11,2,3394,2436,5830,446078.0
2017,11,3,3268,3067,6335,849870.0
2017,11,4,9077,9815,18892,1316960.0
2017,11,5,15189,10982,26171,2154300.0
2017,11,6,5174,5700,10874,1075442.0
2017,11,7,3397,2555,5952,613209.0
2017,11,8,14831,4783,19614,1010361.0
2017,11,9,1472,2119,3591,496495.0
2017,11,10,3799,3692,7491,947088.0
2017,11,11,10724,4579,15303,682956.0
2017,11,12,5145,2595,7740,162067.0
2017,11,13,5587,4366,9953,887056.0
2017,11,14,3897,3598,7495,1336240.0
2017,11,15,6617,5110,11727,922937.0
2017,11,16,11530,7085,18615,729032.0
2017,11,17,6649,4654,11303,921127.0
2017,11,18,7379,4300,11679,668365.0
2017,11,19,5175,4352,9527,981068.0
2017,11,20,1967,2938,4905,794994.0
2017,11,21,2708,6566,9274,997928.0
2017,11,22,4495,2801,7296,600218.0
2017,11,23,2863,4067,6930,806401.0
2017,11,24,1622,2627,4249,339611.0
2017,11,26,4561,3560,8121,673174.0
2017,11,27,4615,3272,7887,664139.0
2017,11,29,6212,2862,9074,578669.0
2017,11,30,1255,1348,2603,233825.0
2017,11,31,1379,1412,2791,303047.0
2017,11,32,3685,2741,6426,665000.0
2017,12,1,908,1303,2211,250992.0
2017,12,2,1254,2606,3860,351040.0
2017,12,3,2305,1963,4268,440079.0
2017,12,4,1423,5213,6636,636251.0
2017,12,5,5024,4313,9337,1126049.0
2017,12,6,1408,1401,2809,266965.0
2017,12,7,536,972,1508,139873.0
2017,12,8,1316,1038,2354,196775.0
2017,12,9,618,792,1410,183968.0
2017,12,10,471,2088,2559,121231.0
2017,12,11,1633,1598,3231,286498.0
2017,12,12,673,992,1665,250966.0
2017,12,13,1570,1322,2892,362542.0
2017,12,14,460,706,1166,120068.0
2017,12,15,741,916,1657,201920.0
2017,12,16,53,112,165,23589.0
2017,12,17,38,72,110,14871.0
2017,12,18,625,694,1319,146192.0
2017,12,19,8269,6349,14618,1760902.0
2017,12,20,552,642,1194,142308.0
2017,12,21,1010,448,1458,159536.0
2017,12,22,393,480,873,88652.0
2017,13,1,29095,44032,73127,4292580.0
2017,13,2,16239,41767,58006,4995516.0
2017,13,3,30276,52998,83274,5053924.0
2017,13,4,9210,14443,23653,2153785.0
2017,13,5,2420,9312,11732,873544.0
2017,13,6,22973,48861,71834,5803822.0
2017,13,7,11164,26347,37511,3127605.0
2017,13,8,25774,39106,64880,5976188.0
2017,13,9,10199,18641,28840,1646468.0
2017,13,10,18798,19488,38286,3422518.0
2017,13,11,4104,5000,9104,1019824.0
2017,13,12,17992,21436,39428,2773704.0
2017,13,13,7205,14980,22185,1994584.0
2017,13,14,9038,11759,20797,1798479.0
2017,13,15,8045,14583,22628,1905932.0
2017,13,16,14192,24498,38690,2817802.0
2017,13,17,5950,6535,12485,974333.0
2017,13,18,9433,33093,42526,3693936.0
2017,13,19,16467,14870,31337,3060428.0
2017,13,20,27607,56593,84200,6468223.0
2017,13,21,7637,12158,19795,1171588.0
2017,13,22,4807,10324,15131,1040409.0
2017,13,23,6321,6524,12845,1118152.0
2017,13,24,33770,31728,65498,4883627.0
2017,13,25,11811,29989,41800,3384060.0
2017,13,26,14912,33085,47997,5013909.0
2017,13,27,21209,16055,37264,2472125.0
2017,13,28,9021,11711,20732,1545933.0
2017,13,29,14301,24504,38805,3079175.0
2017,13,30,26144,33011,59155,4068725.0
2017,13,31,13451,27935,41386,3674543.0
2017,13,33,8137,8187,16324,1488918.0
2017,13,34,7376,13073,20449,1945127.0
2017,13,35,9471,15541,25012,2819249.0
2017,13,36,9896,23647,33543,2868660.0
2017,13,37,5109,4976,10085,1269396.0
2017,13,38,2149,9983,12132,1482085.0
2017,13,39,6328,14933,21261,2070483.0
2017,13,40,5084,10657,15741,1784248.0
2017,13,41,9738,5692,15430,1360786.0
2017,13,42,6819,15350,22169,2636504.0
2017,13,43,14756,38809,53565,4030510.0
2017,13,44,16555,31350,47905,5198610.0
2017,13,45,7060,11597,18657,2522615.0
2017,13,46,7622,19189,26811,1846975.0
2017,13,47,13006,23188,36194,4148243.0
2017,13,48,12825,27116,39941,2756628.0
2017,13,49,10825,41382,52207,2423304.0
2017,13,50,12145,16950,29095,1658160.0
2017,13,51,10468,24444,34912,2753479.0
2017,13,52,8870,13543,22413,1789149.0
2017,13,53,22487,51751,74238,6514206.0
2017,13,54,13378,63804,77182,4761230.0
2017,13,55,3597,12732,16329,2412672.0
2017,13,56,9471,27395,36866,2335197.0
2017,13,57,13222,24065,37287,4314459.0
2017,13,58,12700,31811,44511,3009404.0
2017,13,59,4868,10913,15781,1158986.0
2017,13,60,6145,14776,20921,1908275.0
2017,13,61,15613,20798,36411,1886790.0
2017,13,62,9352,29326,38678,4470241.0
2017,13,63,10993,14869,25862,1414459.0
2017,13,64,3295,9232,12527,902992.0
2017,13,65,5556,10319,15875,1700459.0
2017,13,66,9379,34935,44314,2672195.0
2017,13,67,6491,8183,14674,1356371.0
2017,13,68,14266,17230,31496,2034325.0
2017,13,69,12739,10880,23619,1462718.0
2017,13,70,1466,8768,10234,1760012.0
2017,13,71,4073,9285,13358,1148790.0
2017,13,73,5216,10360,15576,1330042.0
2017,13,74,1041,7345,8386,1739188.0
2017,13,75,1071,936,2007,629627.0
2017,13,76,84,6896,6980,3198154.0
2017,14,1,9727,40657,50384,5815228.0
2017,14,2,5891,17429,23320,2922930.0
2017,14,3,9043,23374,32417,3331484.0
2017,14,4,9511,26261,35772,4113421.0
2017,14,5,13718,38784,52502,5704149.0
2017,14,6,14360,36663,51023,11626273.0
2017,14,7,9220,26820,36040,4015814.0
2017,14,8,1791,13536,15327,3401287.0
2017,14,9,6005,17937,23942,3070091.0
2017,14,10,6779,19812,26591,3119661.0
2017,14,11,6413,9457,15870,1805784.0
2017,14,12,6705,29699,36404,5090060.0
2017,14,13,9161,17217,26378,3048824.0
2017,14,14,4095,23194,27289,2599187.0
2017,14,15,4157,17410,21567,2268725.0
2017,14,16,4900,9354,14254,2011350.0
2017,14,17,6970,16679,23649,2333394.0
2017,14,18,6646,19745,26391,3986598.0
2017,14,19,4666,7813,12479,1348818.0
2017,14,20,7489,17613,25102,3606529.0
2017,14,23,6720,9930,16650,1755310.0
2017,15,1,3553,9384,12937,1125815.0
2017,15,2,1067,3463,4530,537479.0
2017,15,3,434,1646,2080,202758.0
2017,15,4,7814,10691,18505,2258641.0
2017,15,5,29053,17237,46290,3425052.0
2017,15,6,240,1606,1846,208535.0
2017,15,7,120,1554,1674,194750.0
2017,15,8,112,733,845,118926.0
2017,15,9,6598,16231,22829,2824375.0
2017,15,13,169,2315,2484,277182.0
2017,15,14,73,1054,1127,107444.0
2017,15,15,229,2618,2847,337348.0
2017,15,16,0,45,45,33926.0
2017,16,1,3242,7415,10657,1233918.0
2017,16,2,13181,17374,30555,3754540.0
2017,16,3,8276,10090,18366,2525328.0
2017,16,4,9518,8838,18356,1391255.0
2017,16,6,2883,10887,13770,1392537.0
2017,16,7,10105,19028,29133,3254170.0
2017,16,8,5318,6836,12154,2152670.0
2017,16,9,6143,10071,16214,2189999.0
2017,16,10,2526,8493,11019,1008942.0
2017,16,11,12914,24685,37599,2741684.0
2017,16,12,14949,18968,33917,4480150.0
2017,16,13,3284,8539,11823,932102.0
2017,16,14,24377,21402,45779,5301316.0
2017,16,17,5619,3271,8890,1067602.0
2017,16,18,5735,11835,17570,2281147.0
2017,16,19,4348,6038,10386,1541584.0
2017,16,20,35434,33868,69302,7306582.0
2017,16,21,3162,8402,11564,1485323.0
2017,16,22,10455,14083,24538,3448493.0
2017,16,23,0,278,278,92002.0
2017,16,24,0,10772,10772,3920972.0
2017,16,25,0,1477,1477,668774.0
2017,17,11,4522,16541,21063,3458388.0
2017,17,13,24931,59096,84027,8790035.0
2017,17,14,19334,37482,56816,4329911.0
2017,17,15,10484,20025,30509,3266129.0
2017,17,16,14480,31787,46267,6315359.0
2017,17,17,4471,10904,15375,1939919.0
2017,17,18,6730,22682,29412,3154008.0
2017,17,19,6899,23585,30484,3723085.0
2017,17,20,6408,25086,31494,2728283.0
2017,17,21,11266,30565,41831,4213885.0
2017,17,22,3120,14145,17265,1804829.0
2017,17,23,6271,15320,21591,2833353.0
2017,17,24,3438,12214,15652,2448512.0
2017,17,25,7248,27539,34787,3002056.0
2017,17,26,7641,18752,26393,2826271.0
2017,17,27,5547,13686,19233,2197158.0
2017,17,28,3301,11845,15146,1800767.0
2017,17,29,6112,11488,17600,1614464.0
2017,17,30,2985,11300,14285,1863377.0
2017,17,31,26892,56309,83201,7606083.0
2017,17,32,2616,10558,13174,1031053.0
2017,17,33,1111,6292,7403,739432.0
2017,17,34,643,4108,4751,443960.0
2017,17,35,3096,12719,15815,1537425.0
2017,17,36,1422,5589,7011,600582.0
2017,17,37,4176,11039,15215,2557192.0
2017,17,38,2868,9515,12383,1391224.0
2017,17,39,3718,9097,12815,1431181.0
2017,17,40,1406,5046,6452,845265.0
2017,17,41,1113,5674,6787,454612.0
2017,17,42,1797,7611,9408,1642871.0
2017,17,43,0,5082,5082,822398.0
2017,18,1,1647,4397,6044,591280.0
2017,18,2,6035,18748,24783,1482428.0
2017,18,3,9325,32667,41992,2611976.0
2017,18,4,2420,3183,5603,531324.0
2017,18,5,941,4310,5251,521116.0
2017,18,6,3159,6787,9946,865039.0
2017,18,7,7627,14897,22524,1879195.0
2017,18,9,1268,3263,4531,436520.0
2017,18,10,2991,8365,11356,953916.0
2017,18,11,1688,1941,3629,451739.0
2017,18,12,2588,5283,7871,905251.0
2017,18,13,449,2557,3006,345304.0
2017,18,15,1090,2602,3692,419538.0
2017,18,16,735,2724,3459,297863.0
2017,18,17,348,2198,2546,299771.0
2017,18,18,2567,6146,8713,798645.0
2017,18,19,539,4157,4696,415008.0
2017,18,20,931,3522,4453,477299.0
2017,18,21,1841,2243,4084,398848.0
2017,18,22,201,1342,1543,231026.0
2017,18,23,2205,5030,7235,690126.0
2017,18,24,1215,2464,3679,359277.0
2017,18,25,490,1054,1544,316144.0
2017,19,1,772,1134,1906,207530.0
2017,19,2,30,0,30,0.0
2017,20,1,1652,2683,4335,591362.0
2017,20,2,377,935,1312,240723.0
2017,20,3,451,970,1421,279834.0
2017,20,5,266,1393,1659,312592.0
2017,20,6,259,1250,1509,252558.0
2017,20,9,401,492,893,149423.0
2017,20,10,130,550,680,218907.0
2017,20,11,0,757,757,164833.0
2017,21,1,1030,3809,4839,267902.0
2017,21,2,120,1434,1554,138609.0
2017,21,3,49,69,118,17005.0
2017,21,4,0,1010,1010,26856.0
2017,21,5,0,67,67,42954.0
2017,22,1,24609,58586,83195,10254499.0
2017,22,2,11247,57688,68935,7229307.0
2017,22,3,3809,9913,13722,1425256.0
2017,22,4,2949,18258,21207,1860606.0
2017,22,5,11013,41839,52852,5757853.0
2017,22,6,3994,14521,18515,2213597.0
2017,22,8,9797,32592,42389,5923687.0
2017,22,9,1911,6571,8482,1059800.0
2017,22,10,5327,12008,17335,2467027.0
2017,22,11,4113,23743,27856,2444894.0
2017,22,12,3001,11973,14974,1558867.0
2017,22,13,2628,10878,13506,1259642.0
2017,22,14,3563,9489,13052,1486377.0
2017,22,15,2498,9977,12475,937981.0
2017,22,16,1336,8865,10201,1156029.0
2017,22,17,6905,37575,44480,3180979.0
2017,22,18,6344,12327,18671,2452517.0
2017,22,19,6921,18431,25352,3051846.0
2017,22,21,2122,5151,7273,973489.0
2017,22,23,3797,9625,13422,1673657.0
2017,22,24,5930,12706,18636,2735112.0
2017,22,26,8,16861,16869,4774705.0
2017,23,1,19094,27052,46146,3495511.0
2017,23,2,3722,10006,13728,1112223.0
2017,23,3,4397,9756,14153,1169087.0
2017,23,4,1281,4128,5409,560344.0
2017,23,5,1583,3644,5227,244923.0
2017,23,6,1820,2990,4810,296940.0
2017,23,7,2358,6361,8719,665958.0
2017,23,8,907,4089,4996,438562.0
2017,23,9,2752,6077,8829,822071.0
2017,23,10,3064,7910,10974,1094180.0
2017,23,11,4870,7731,12601,891379.0
2017,23,12,1600,3508,5108,391970.0
2017,23,13,2466,5632,8098,633031.0
2017,23,14,5589,7573,13162,1253706.0
2017,23,15,7589,12263,19852,1495088.0
2017,23,16,4519,10288,14807,1062043.0
2017,23,17,3422,5540,8962,896533.0
2017,23,18,2071,6940,9011,713948.0
2017,23,19,5159,6435,11594,1040665.0
2017,23,20,7495,17099,24594,1603709.0
2017,23,21,4934,4512,9446,838774.0
2017,23,22,2485,3396,5881,530528.0
2017,23,23,4406,10462,14868,1860827.0
2017,23,24,4548,7400,11948,1231952.0
2017,23,25,4030,7575,11605,1517385.0
2017,23,26,3834,10280,14114,1147777.0
2017,23,27,4034,8032,12066,1054199.0
2017,23,28,6121,7944,14065,1099851.0
2017,23,29,6272,8822,15094,1242031.0
2017,23,30,5276,5262,10538,1000106.0
2017,23,31,5283,3848,9131,508292.0
2017,23,32,8998,13418,22416,2592832.0
2017,23,33,4326,9333,13659,650792.0
2017,23,34,5853,9150,15003,932319.0
2017,23,35,5777,9616,15393,1680776.0
2017,23,36,6226,11873,18099,1987360.0
2017,23,37,4515,11434,15949,1156004.0
2017,23,38,7266,14123,21389,1696006.0
2017,23,39,5706,7607,13313,1284375.0
2017,23,40,7187,13945,21132,1917785.0
2017,23,41,2068,6573,8641,733098.0
2017,23,42,6107,9995,16102,1238754.0
2017,23,43,9395,19883,29278,2331718.0
2017,23,44,12746,21673,34419,2500342.0
2017,23,45,12095,16031,28126,2597074.0
2017,23,46,11392,9510,20902,1623442.0
2017,23,47,41689,47557,89246,4821982.0
2017,23,48,2978,3939,6917,747314.0
2017,23,49,1537,5663,7200,653760.0
2017,23,50,6534,33089,39623,5195034.0
2017,24,1,41,1188,1229,87142.0
2017,24,2,0,118,118,10687.0
2017,24,3,5,700,705,40427.0
2017,24,4,278,2231,2509,211308.0
2017,25,1,418,3058,3476,201159.0
2017,25,2,816,6081,6897,601402.0
2017,25,3,131,1268,1399,67497.0
2017,25,4,146,2305,2451,181808.0
2017,25,5,19,203,222,15874.0
2017,25,6,25,621,646,18062.0
2017,25,8,0,135,135,5937.0
2017,25,9,38,284,322,22927.0
2017,26,1,3976,7692,11668,1062488.0
2017,26,2,9925,12782,22707,2342190.0
2017,26,3,7527,11823,19350,2099494.0
2017,26,4,9983,19605,29588,2530858.0
2017,26,5,19430,18687,38117,3037139.0
2017,26,6,8805,48039,56844,11390400.0
2017,26,7,11036,24274,35310,6239468.0
2017,26,8,11858,42298,54156,10023555.0
2017,26,9,13527,20429,33956,3558863.0
2017,26,10,12569,25338,37907,4855483.0
2017,26,11,13079,34463,47542,4850914.0
2017,27,1,9219,23992,33211,5527352.0
2017,29,1,4990,8845,13835,1605299.0
2017,29,2,22705,28603,51308,6211745.0
2017,29,3,11454,7105,18559,1815999.0
2017,29,4,9095,12591,21686,2511100.0
2017,29,5,10061,12901,22962,2349365.0
2017,29,6,5048,5535,10583,1390569.0
2017,29,7,13489,7634,21123,2219304.0
2017,29,8,4419,6537,10956,1162410.0
2017,29,9,23742,16700,40442,4270713.0
2017,29,10,9732,7566,17298,1849846.0
2017,30,1,5316,12862,18178,1726691.0
2017,30,2,2340,11928,14268,1272593.0
2017,31,1,0,658,658,57677.0
2017,31,2,0,900,900,129526.0
2017,32,1,0,903,903,283952.0
2017,33,1,0,94,94,28560.0
2017,33,2,0,153,153,49987.0
