year,state_code,dist_code,mean_decision_days
2018,14,3,71.10473421079482
2018,14,4,61.687740516767455
2018,14,5,72.43124538478827
2018,14,6,130.68124175130544
2018,14,7,82.29362751943397
2018,14,8,118.87297088379285
2018,14,9,64.05970677810043
2018,14,10,203.62380125086867
2018,14,11,68.46476426799006
2018,14,12,104.15207567401961
2018,14,13,99.51331036642657
2018,14,14,68.81380910145323
2018,14,15,83.0564857582756
2018,14,16,70.2750792514572
2018,14,17,60.75232774674116
2018,14,18,86.46870720902135
2018,14,19,74.00601360974838
2018,14,20,97.38479875309434
2018,14,23,74.07128737336299
2018,15,1,57.5424908829705
2018,15,2,79.30413223140495
2018,15,3,33.170529327610865
2018,15,4,87.31150067424389
2018,15,5,114.16153505721692
2018,15,6,62.96411764705882
2018,15,7,76.04201680672269
2018,15,8,107.12833545108005
2018,15,9,107.03143358972805
2018,15,13,56.0280535174795
2018,15,14,54.52456418383519
2018,15,15,62.95099540581929
2018,15,16,352.8389261744967
2018,16,1,108.52317880794702
2018,16,2,96.9513132607303
2018,16,3,132.35449237144473
2018,16,4,87.84464856230032
2018,16,6,48.343850978901344
2018,16,7,55.57071090847686
2018,16,8,108.69789915966386
2018,16,9,108.18236658932716
2018,16,10,44.152311876699905
2018,16,11,42.72413138408961
2018,16,12,119.48566675198362
2018,16,13,33.406410707995775
2018,16,14,131.10561270348546
2018,16,17,153.33875138529737
2018,16,18,92.83932834633137
2018,16,19,69.75008701705535
2018,16,20,134.55957824723177
2018,16,21,58.86943927167391
2018,16,22,112.98075284090909
2018,16,23,90.7539393939394
2018,16,24,86.9763958898798
2018,16,25,205.5696335078534
2018,17,11,70.90366776081062
2018,17,13,153.77238722465555
2018,17,14,76.65773408744052
2018,17,15,127.12117854444725
2018,17,16,174.58316943329925
2018,17,17,80.94030605792335
2018,17,18,77.5312580728494
2018,17,19,83.71174692516156
2018,17,20,77.2549581155581
2018,17,21,65.57575498697193
2018,17,22,142.83119524405507
2018,17,23,91.3820558050032
2018,17,24,89.13308541807528
2018,17,25,62.74360313315927
2018,17,26,66.71452145214522
2018,17,27,94.47639565380291
2018,17,28,143.3317910447761
2018,17,29,65.83089792460822
2018,17,30,94.3190714225197
2018,17,31,158.51572743419987
2018,17,32,43.27761435505221
2018,17,33,88.01806825786304
2018,17,34,134.5203187250996
2018,17,35,87.95346020761245
2018,17,36,61.461381521422325
2018,17,37,230.77916320310334
2018,17,38,124.36062840091276
2018,17,39,69.89681424221129
2018,17,40,94.62291079812206
2018,17,41,102.68279569892474
2018,17,42,82.16166460396039
2018,17,43,128.1770428015564
2018,18,1,25.362789776104606
2018,18,2,26.70477481548426
2018,18,3,29.84291651667375
2018,18,4,68.52298352124892
2018,18,5,49.09118881118881
2018,18,6,39.79426523297491
2018,18,7,47.46345919610231
2018,18,9,54.07478202548625
2018,18,10,46.06930693069307
2018,18,11,111.47887323943662
2018,18,12,48.11333333333334
2018,18,13,65.23150224215246
2018,18,15,71.23172550969667
2018,18,16,55.079202861522745
2018,18,17,56.89906542056075
2018,18,18,51.09319787985866
2018,18,19,46.81453154875717
2018,18,20,55.44592790387183
2018,18,21,74.99938912645082
2018,18,22,71.82457558609539
2018,18,23,47.54332414336353
2018,18,24,61.99649122807018
2018,18,25,137.5298913043478
2018,19,1,127.06758832565285
2018,20,1,95.5
2018,20,2,175.0016583747927
2018,20,3,193.68592592592591
2018,20,5,115.7671497584541
2018,20,6,116.94298245614034
2018,20,9,194.62202380952382
2018,20,10,290.56229508196725
2018,20,11,155.82154340836013
2018,21,1,33.78724573941726
2018,21,2,75.4908088235294
2018,21,3,186.97222222222223
2018,21,4,91.50561797752809
2018,21,5,176.32978723404256
2018,21,7,651.0
2018,22,1,120.32205771291076
2018,22,2,63.59884370701513
2018,22,3,72.91374287523749
2018,22,4,55.897705298440115
2018,22,5,61.39655959811235
2018,22,6,80.73962612982744
2018,22,8,86.64039387115292
2018,22,9,86.0816199376947
2018,22,10,88.19565638937367
2018,22,11,72.14473265436028
2018,22,12,68.47894613032229
2018,22,13,75.15893727401352
2018,22,14,74.90555990602975
2018,22,15,62.928786200348156
2018,22,16,81.18283198826119
2018,22,17,71.7010681916271
2018,22,18,107.67287965974481
2018,22,19,83.03446158045584
2018,22,21,105.43784831596801
2018,22,23,74.02357274401473
2018,22,24,95.27320061255743
2018,22,26,188.6240380111089
2018,23,1,43.53688560626044
2018,23,2,37.88771448181195
2018,23,3,63.168183908045975
2018,23,4,68.62838063439065
2018,23,5,23.89047461002323
2018,23,6,41.125363221253636
2018,23,7,34.82982142857142
2018,23,8,31.56811594202898
2018,23,9,39.19635860797419
2018,23,10,52.807417141188495
2018,23,11,33.119675456389444
2018,23,12,34.95438066465257
2018,23,13,38.629894578313255
2018,23,14,40.1038000510074
2018,23,15,39.11317034700315
2018,23,16,30.06420438235575
2018,23,17,41.90811455847255
2018,23,18,34.32996632996633
2018,23,19,45.6863886194633
2018,23,20,26.232084949449987
2018,23,21,46.04844559585492
2018,23,22,63.593716143011925
2018,23,23,63.38181818181818
2018,23,24,58.805203468979315
2018,23,25,64.87210041309183
2018,23,26,31.36289286131557
2018,23,27,42.59505154639175
2018,23,28,49.28651527894589
2018,23,29,47.81818181818182
2018,23,30,48.299166257969596
2018,23,31,41.836777399947685
2018,23,32,38.87348668280872
2018,23,33,24.265575501583946
2018,23,34,28.2131009277481
2018,23,35,45.68475565280817
2018,23,36,54.577550069864934
2018,23,37,42.539411966594216
2018,23,38,41.22681459489022
2018,23,39,48.67274063188831
2018,23,40,43.699892723046666
2018,23,41,44.38653001464129
2018,23,42,35.54316083315439
2018,23,43,42.23016082256788
2018,23,44,35.42632050134288
2018,23,45,72.76753782668501
2018,23,46,46.07567251461988
2018,23,47,33.560296340345396
2018,23,48,61.923844061650044
2018,23,49,42.44284736481861
2018,23,50,58.445002007226016
2018,24,1,52.117408906882595
2018,24,2,39.76344086021505
2018,24,3,62.51079136690647
2018,24,4,41.14351851851852
2018,25,1,49.74500399680256
2018,25,2,52.93244353182751
2018,25,3,41.95148842337376
2018,25,4,44.091875797532964
2018,25,5,40.223958333333336
2018,25,6,42.86607142857142
2018,25,8,37.358695652173914
2018,25,9,49.27135678391959
2018,26,1,64.93441476716542
2018,26,2,73.0802009509285
2018,26,3,54.662982471289176
2018,26,4,69.81053362122147
2018,26,5,118.04642962092271
2018,26,6,167.28524277866384
2018,26,7,82.40855823863636
2018,26,8,134.78794766442286
2018,26,9,75.3642920409971
2018,26,10,103.44228903976722
2018,26,11,86.74971221365259
2018,27,1,205.1756419093572
2018,29,1,58.82893226176808
2018,29,2,90.58640818993683
2018,29,3,101.40058002537612
2018,29,4,96.22307692307692
2018,29,5,79.01697643787503
2018,29,6,78.86378792930977
2018,29,7,195.19482796405873
2018,29,8,92.63789209535759
2018,29,9,109.83340201330428
2018,29,10,134.07359204921912
2018,30,1,55.90932160378955
2018,30,2,53.15531424810793
2018,31,1,57.206132879045995
2018,31,2,85.40397350993378
2018,32,1,176.65793528505392
2018,33,1,156.44295302013424
2018,33,2,116.11267605633803
