,state_code,dist_code,pending_cases,solved_cases,total_cases,total_days,mean_disposition_days,case_pendency_rate,case_disposition_rate,judges_count,cases_per_judge
244,10,16,6349,24310,30659,9823814.0,404.1058823529412,0.2070843797905998,0.7929156202094002,34,901.7352941176471
245,10,17,29019,88250,117269,37756261.0,427.8329858356941,0.2474567021122376,0.7525432978877623,111,1056.4774774774776
246,10,18,61166,127032,188198,76767628.0,604.3172428994269,0.3250087673620336,0.6749912326379663,165,1140.5939393939393
247,10,19,17903,32553,50456,16453595.0,505.4402052038215,0.3548240050737276,0.6451759949262724,44,1146.7272727272727
248,10,20,43654,85443,129097,53834291.0,630.0608709900167,0.3381488338226295,0.6618511661773705,76,1698.6447368421052
249,10,21,11977,36317,48294,12291687.0,338.4554616295399,0.2480018221725266,0.7519981778274734,87,555.1034482758621
250,10,22,29618,54334,83952,35715516.0,657.3327198439283,0.3527968362874023,0.6472031637125977,23,3650.086956521739
251,10,23,8571,24281,32852,10612322.0,437.0628063094601,0.2608973578473152,0.7391026421526847,37,887.8918918918919
252,10,24,31348,75846,107194,42365877.0,558.5776046198877,0.2924417411422281,0.7075582588577719,114,940.2982456140351
253,10,25,9988,48344,58332,16345721.0,338.1127130564289,0.1712267708976205,0.8287732291023795,43,1356.5581395348838
254,10,26,22232,56078,78310,21430672.0,382.15827953921325,0.283897331119908,0.716102668880092,72,1087.638888888889
255,10,27,31367,75110,106477,39069395.0,520.1623618692585,0.2945894418512918,0.7054105581487081,73,1458.5890410958905
256,10,28,25368,56160,81528,31552201.0,561.8269408831909,0.311156903149838,0.6888430968501619,79,1032.0
257,10,29,19223,45847,65070,18806618.0,410.20389556568585,0.2954203165821423,0.7045796834178577,60,1084.5
258,10,30,10389,37786,48175,13958363.0,369.405679352141,0.215651271406331,0.7843487285936689,74,651.0135135135135
259,10,31,49451,81986,131437,51749248.0,631.1961554411729,0.3762334806789564,0.6237665193210435,89,1476.8202247191011
260,10,32,40254,47102,87356,34369762.0,729.6879538023863,0.4608040661202436,0.5391959338797564,66,1323.5757575757575
261,10,33,41979,90645,132624,47255132.0,521.3208891830768,0.3165264205573652,0.6834735794426349,69,1922.0869565217392
262,11,1,69274,67064,136338,43489032.0,648.4705952522963,0.508104857046458,0.4918951429535419,152,896.9605263157895
263,11,2,23458,16501,39959,12705782.0,770.0007272286529,0.5870517280212217,0.4129482719787782,40,998.975
264,11,3,9987,14331,24318,10929258.0,762.630521247645,0.4106834443622008,0.5893165556377992,29,838.551724137931
265,11,4,42894,46302,89196,30325515.0,654.9504341065181,0.4808960043051258,0.5191039956948742,143,623.7482517482517
266,11,5,79776,65008,144784,43761936.0,673.1777012060054,0.5510001105094485,0.4489998894905514,91,1591.032967032967
267,11,6,22861,28409,51270,16907943.0,595.161498116794,0.4458942851570119,0.5541057148429881,65,788.7692307692307
268,11,7,22353,24434,46787,19344926.0,791.7216174183515,0.4777609164938979,0.5222390835061022,64,731.046875
269,11,8,82856,42767,125623,32435654.0,758.427151775902,0.6595607492258583,0.3404392507741416,143,878.4825174825174
270,11,9,6715,21171,27886,11397639.0,538.3609182372113,0.2408018360467618,0.7591981639532381,34,820.1764705882352
271,11,10,17654,19231,36885,12208979.0,634.8592896885237,0.4786227463738647,0.5213772536261353,37,996.8918918918919
272,11,11,34754,19972,54726,12334582.0,617.5937312237132,0.6350546358220955,0.3649453641779044,80,684.075
273,11,12,19734,7802,27536,3112295.0,398.9098948987439,0.7166618245206275,0.2833381754793724,33,834.4242424242424
274,11,13,35201,26208,61409,18859929.0,719.6248855311355,0.5732221661320002,0.4267778338679998,71,864.9154929577464
275,11,14,28953,22437,51390,17297190.0,770.9225832330526,0.5633975481611209,0.4366024518388791,48,1070.625
276,11,15,42936,33214,76150,24116709.0,726.1007105437466,0.5638345370978333,0.4361654629021668,76,1001.9736842105264
277,11,16,50811,38942,89753,28130415.0,722.3669816650403,0.5661203525230355,0.4338796474769645,89,1008.4606741573034
278,11,17,24720,18564,43284,12158749.0,654.9638547726782,0.5711117271971167,0.4288882728028833,74,584.918918918919
279,11,18,44680,32971,77651,19330977.0,586.3024172757878,0.5753950367670732,0.4246049632329268,56,1386.625
280,11,19,32988,21087,54075,14448912.0,685.2047232892303,0.6100416088765603,0.3899583911234396,55,983.1818181818181
281,11,20,10973,12355,23328,7354621.0,595.2748684743019,0.4703789437585733,0.5296210562414266,44,530.1818181818181
282,11,21,13615,36697,50312,25495584.0,694.759353625637,0.2706113849578629,0.729388615042137,41,1227.121951219512
283,11,22,16704,13760,30464,9275026.0,674.0571220930233,0.5483193277310925,0.4516806722689075,68,448.0
284,11,23,11478,19251,30729,10223890.0,531.0835800737624,0.3735233818217319,0.626476618178268,55,558.709090909091
285,11,24,8001,11608,19609,4671454.0,402.434011026878,0.4080269264113417,0.5919730735886582,37,529.972972972973
286,11,26,31838,18491,50329,12869610.0,695.9931858742091,0.6325975083947625,0.3674024916052375,73,689.4383561643835
287,11,27,35317,19638,54955,19270583.0,981.2905081983909,0.6426530797925576,0.3573469202074424,75,732.7333333333333
288,11,29,27554,21036,48590,18286882.0,869.3136527857007,0.5670714138711669,0.4329285861288331,73,665.6164383561644
289,11,30,5569,8871,14440,6044508.0,681.3784240784579,0.3856648199445983,0.6143351800554017,19,760.0
290,11,31,5097,4567,9664,1858722.0,406.989708780381,0.527421357615894,0.4725786423841059,24,402.6666666666667
291,11,32,9278,12397,21675,7690910.0,620.3847705089942,0.4280507497116493,0.5719492502883506,10,2167.5
292,12,1,5160,9896,15056,5779302.0,584.0038399353274,0.3427205100956429,0.657279489904357,55,273.74545454545455
293,12,2,6183,14863,21046,6360939.0,427.9714055035996,0.2937850422883208,0.7062149577116792,49,429.51020408163265
294,12,3,11843,10592,22435,5533155.0,522.3900113293051,0.5278805437931803,0.4721194562068197,67,334.85074626865674
295,12,4,7948,42975,50923,7564449.0,176.01975567190226,0.1560787856175009,0.8439212143824991,60,848.7166666666667
296,12,5,23921,35065,58986,17987421.0,512.9736489376871,0.4055369070626928,0.5944630929373071,103,572.6796116504854
297,12,6,4468,11388,15856,4558662.0,400.30400421496313,0.2817860746720484,0.7182139253279516,32,495.5
298,12,7,2709,5096,7805,2509490.0,492.4430926216641,0.347085201793722,0.6529147982062781,22,354.77272727272725
299,12,8,6104,8793,14897,3845186.0,437.3008074604799,0.4097469289118614,0.5902530710881385,46,323.8478260869565
300,12,9,2780,4098,6878,1825776.0,445.5285505124451,0.4041872637394591,0.5958127362605409,18,382.1111111111111
301,12,10,3351,8311,11662,3791512.0,456.20406689929007,0.2873435088321042,0.7126564911678958,37,315.18918918918916
302,12,11,8022,6706,14728,2836455.0,422.9727110050701,0.5446768060836502,0.4553231939163498,54,272.74074074074076
303,12,12,3169,7457,10626,3932236.0,527.3214429395199,0.2982307547524939,0.7017692452475062,14,759.0
304,12,13,7829,3905,11734,2658966.0,680.9131882202305,0.6672064087267768,0.3327935912732231,36,325.94444444444446
305,12,14,2077,3298,5375,1337376.0,405.5112189205579,0.3864186046511628,0.6135813953488372,26,206.73076923076923
306,12,15,4005,6322,10327,2250941.0,356.048876937678,0.3878183402730706,0.6121816597269294,37,279.1081081081081
307,12,16,271,384,655,102269.0,266.3255208333333,0.4137404580152671,0.5862595419847328,13,50.38461538461539
308,12,17,199,230,429,91870.0,399.4347826086956,0.4638694638694638,0.5361305361305362,13,33.0
309,12,18,3476,2377,5853,1489509.0,626.6339924274296,0.5938834785580045,0.4061165214419955,34,172.14705882352942
310,12,19,41389,20369,61758,13997695.0,687.2058029358338,0.6701803814890378,0.3298196185109621,102,605.4705882352941
311,12,20,2807,4161,6968,2353111.0,565.5157414083153,0.4028415614236509,0.597158438576349,42,165.9047619047619
312,12,21,5120,2043,7163,1294252.0,633.5056289769947,0.7147843082507329,0.2852156917492671,23,311.4347826086956
313,12,22,1863,5288,7151,2210190.0,417.96331316187593,0.2605230037756957,0.7394769962243043,19,376.36842105263156
314,13,1,174242,216084,390326,94422920.0,436.97321412043465,0.4464012133447426,0.5535987866552574,453,861.6467991169978
315,13,2,97807,165719,263526,64139500.0,387.0376963413972,0.3711474389623794,0.6288525610376205,314,839.2547770700637
316,13,3,141385,247332,388717,71906258.0,290.7276777772387,0.3637221937810798,0.6362778062189202,379,1025.6385224274406
317,13,4,73448,92864,166312,53373653.0,574.7507430220537,0.4416277839241906,0.5583722160758093,164,1014.0975609756098
318,13,5,15479,56468,71947,18934468.0,335.3132393568039,0.2151444813543302,0.7848555186456697,65,1106.876923076923
319,13,6,135806,332347,468153,117326668.0,353.02460380265205,0.2900889239201714,0.7099110760798286,376,1245.087765957447
320,13,7,81246,135377,216623,70840373.0,523.2821897368091,0.3750571268978825,0.6249428731021175,210,1031.5380952380951
321,13,8,144953,261754,406707,115039678.0,439.49539644093306,0.3564064547696499,0.6435935452303501,261,1558.2643678160919
322,13,9,59365,111380,170745,31965170.0,286.9920093374035,0.3476822161703125,0.6523177838296875,274,623.1569343065694
323,13,10,96149,102904,199053,58902806.0,572.405406981264,0.4830321572646481,0.5169678427353519,136,1463.625
324,13,11,24015,27580,51595,17802673.0,645.4921319796954,0.4654520786897955,0.5345479213102045,60,859.9166666666666
325,13,12,116178,143983,260161,65812703.0,457.0866213372412,0.4465619366469225,0.5534380633530775,217,1198.8986175115208
326,13,13,43043,83635,126678,27511502.0,328.9472350092665,0.3397827562797013,0.6602172437202987,150,844.52
327,13,14,58055,58398,116453,30822439.0,527.7995650535977,0.4985273028603814,0.5014726971396185,118,986.8898305084746
328,13,15,49228,79419,128647,38824578.0,488.8575529785064,0.3826595256787954,0.6173404743212045,106,1213.6509433962265
329,13,16,88910,151103,240013,48263617.0,319.4087278214198,0.3704382679271539,0.629561732072846,307,781.8013029315961
330,13,17,35184,31491,66675,15268901.0,484.8655488869836,0.5276940382452193,0.4723059617547807,95,701.8421052631579
331,13,18,72565,182174,254739,63088269.0,346.3077552230285,0.2848601902339257,0.7151398097660743,217,1173.9124423963133
332,13,19,156945,137393,294338,96221775.0,700.3397189085324,0.533213516433488,0.466786483566512,342,860.6374269005848
333,13,20,130864,275982,406846,86860736.0,314.733337681443,0.3216548767838445,0.6783451232161555,84,4843.4047619047615
334,13,21,59484,51062,110546,33287332.0,651.9002780932983,0.5380927396739819,0.4619072603260181,158,699.6582278481013
335,13,22,30655,66083,96738,24770982.0,374.84651120560505,0.3168868490148649,0.6831131509851351,143,676.4895104895105
336,13,23,36371,43806,80177,21912145.0,500.2087613568917,0.4536338351397533,0.5463661648602467,78,1027.9102564102564
337,13,24,193599,222681,416280,126039228.0,566.0080024788823,0.4650691842029403,0.5349308157970597,581,716.4888123924269
338,13,25,56085,159079,215164,54341635.0,341.6015627455541,0.2606616348459779,0.7393383651540221,107,2010.8785046728972
339,13,26,86661,130825,217486,63229244.0,483.31163004013,0.3984670277627065,0.6015329722372934,279,779.5197132616487
340,13,27,112876,177211,290087,68522791.0,386.6734627082969,0.3891108529510112,0.6108891470489888,228,1272.311403508772
341,13,28,59683,53176,112859,30160076.0,567.1745900406198,0.528828006627739,0.4711719933722609,134,842.2313432835821
342,13,29,101125,137499,238624,56001063.0,407.2834202430563,0.4237838608019311,0.5762161391980689,163,1463.9509202453987
343,13,30,138369,198548,336917,64438818.0,324.55032536212906,0.4106916540275498,0.5893083459724502,334,1008.7335329341317
344,13,31,68490,146647,215137,55854747.0,380.8788928515415,0.3183552805886481,0.6816447194113519,202,1065.0346534653465
345,13,33,45036,57406,102442,32340064.0,563.3568616520921,0.4396243728158372,0.5603756271841628,211,485.50710900473933
346,13,34,63575,88394,151969,40876018.0,462.4297803018304,0.4183418986767038,0.5816581013232962,120,1266.4083333333333
347,13,35,44080,99699,143779,47987940.0,481.3281978756056,0.3065816287496783,0.6934183712503217,78,1843.320512820513
348,13,36,63719,146017,209736,60646380.0,415.337803132512,0.3038057367357058,0.6961942632642941,205,1023.1024390243903
349,13,37,42611,43806,86417,26588705.0,606.9649134821714,0.4930858511635442,0.5069141488364558,88,982.0113636363636
350,13,38,17652,56751,74403,19625438.0,345.81660235061935,0.2372484980444336,0.7627515019555663,83,896.4216867469879
351,13,39,36405,79070,115475,30806899.0,389.6155178955356,0.3152630439489067,0.6847369560510933,165,699.8484848484849
352,13,40,28271,56306,84577,30553666.0,542.6360601001669,0.3342634522387883,0.6657365477612117,48,1762.0208333333333
353,13,41,69558,41837,111395,37689050.0,900.8545067762984,0.6244265900623905,0.3755734099376094,168,663.0654761904761
354,13,42,36896,62718,99614,31157104.0,496.7808922478395,0.3703897042584376,0.6296102957415625,86,1158.3023255813953
355,13,43,102491,224889,327380,79871805.0,355.16101276629803,0.3130643289144114,0.6869356710855886,214,1529.8130841121495
356,13,44,106694,155167,261861,100297860.0,646.3865383747833,0.407445171293167,0.5925548287068331,171,1531.3508771929824
357,13,45,36004,64462,100466,33951426.0,526.6889950668611,0.3583699958194812,0.6416300041805187,74,1357.6486486486488
358,13,46,49911,63451,113362,24990200.0,393.8503727285622,0.4402798115770717,0.5597201884229284,225,503.8311111111111
359,13,47,62940,105297,168237,52915292.0,502.5337094124239,0.3741150876442162,0.6258849123557838,158,1064.7911392405063
360,13,48,83398,154641,238039,53448405.0,345.6289405785012,0.3503543536983435,0.6496456463016564,382,623.1387434554974
361,13,49,73501,141955,215456,52142055.0,367.3139727378394,0.3411415787910292,0.6588584212089708,147,1465.687074829932
362,13,50,76477,62652,139129,27868238.0,444.8100300070229,0.5496841061173443,0.4503158938826556,230,604.908695652174
363,13,51,65210,126099,191309,53025323.0,420.5054996471027,0.3408621653973415,0.6591378346026585,232,824.6077586206897
364,13,52,44495,50466,94961,21270765.0,421.487040779931,0.4685607775823759,0.5314392224176241,130,730.4692307692308
365,13,53,97949,268256,366205,84377519.0,314.5410317010617,0.2674704059201813,0.7325295940798187,189,1937.5925925925926
366,13,54,72633,229436,302069,65577310.0,285.81961854286163,0.2404516848799446,0.7595483151200554,226,1336.5884955752213
367,13,55,35285,74084,109369,39787177.0,537.0549241401652,0.322623412484342,0.677376587515658,168,651.0059523809524
368,13,56,49666,165673,215339,55368594.0,334.2040887772902,0.2306409893238103,0.7693590106761896,128,1682.3359375
369,13,57,82661,130808,213469,60980646.0,466.1843771023179,0.3872271852119043,0.6127728147880956,164,1301.6402439024391
370,13,58,63889,117266,181155,40970162.0,349.3780123821056,0.3526758852916011,0.6473241147083989,233,777.4892703862661
371,13,59,30101,52886,82987,20954086.0,396.21234353136936,0.3627194620844228,0.6372805379155771,103,805.6990291262136
372,13,60,42252,79797,122049,35536916.0,445.3415040665689,0.3461888257994739,0.653811174200526,116,1052.146551724138
373,13,61,101037,100198,201235,49409478.0,493.1184055569971,0.5020846274256466,0.4979153725743533,180,1117.9722222222222
374,13,62,65497,136602,202099,68210689.0,499.3388749798685,0.3240837411367696,0.6759162588632304,172,1174.9941860465117
375,13,63,54734,73459,128193,31418101.0,427.6957350358704,0.4269655909449034,0.5730344090550966,224,572.2901785714286
376,13,64,22292,51059,73351,19588626.0,383.6468791006483,0.3039086038363485,0.6960913961636515,70,1047.8714285714286
377,13,65,36024,65817,101841,29460479.0,447.6119999392254,0.3537278699148672,0.6462721300851327,86,1184.1976744186047
378,13,66,55633,179945,235578,53652982.0,298.163227652894,0.2361553285960488,0.7638446714039512,233,1011.0643776824035
379,13,67,39424,42715,82139,24675140.0,577.6692028561396,0.4799668854015754,0.5200331145984246,59,1392.1864406779662
380,13,68,57828,91452,149280,37598262.0,411.125639679832,0.387379421221865,0.612620578778135,178,838.6516853932584
381,13,69,39783,37643,77426,19109049.0,507.6388438753553,0.5138196471469533,0.4861803528530468,68,1138.6176470588234
382,13,70,13479,52253,65732,31068355.0,594.5755267640136,0.2050599403639019,0.7949400596360982,113,581.6991150442478
383,13,71,28475,40022,68497,20723804.0,517.8103043326171,0.4157116370060003,0.5842883629939998,69,992.7101449275362
384,13,73,36494,48950,85444,16148997.0,329.9080081716037,0.4271101540190066,0.5728898459809934,85,1005.2235294117647
385,13,74,25083,33020,58103,17776223.0,538.3471532404603,0.4316988795759255,0.5683011204240744,45,1291.1777777777777
386,13,75,8632,1345,9977,840856.0,625.1717472118959,0.865189936854766,0.134810063145234,21,475.0952380952381
387,14,1,41419,224987,266406,69904938.0,310.7065652682155,0.1554732250775132,0.8445267749224867,125,2131.248
388,14,2,24908,147102,172010,47321424.0,321.6912346535057,0.144805534561944,0.8551944654380559,95,1810.6315789473683
389,14,3,36190,164685,200875,61709249.0,374.710805477123,0.180161792159303,0.8198382078406969,149,1348.1543624161075
390,14,4,39175,157307,196482,63359467.0,402.7758904562416,0.1993821316965421,0.8006178683034578,143,1374.0
391,14,5,58805,188333,247138,73475235.0,390.1346816543038,0.2379439827141111,0.7620560172858889,167,1479.868263473054
392,14,6,81857,258689,340546,104777033.0,405.03087877721896,0.2403698766099146,0.7596301233900853,194,1755.3917525773195
393,14,7,39705,205572,245277,71016285.0,345.4569931702761,0.1618782030112892,0.8381217969887107,111,2209.7027027027025
394,14,8,19166,94224,113390,39629059.0,420.5834925284428,0.1690272510803422,0.8309727489196578,85,1334.0
395,14,9,25526,100657,126183,35948054.0,357.1341685128704,0.202293494369289,0.797706505630711,66,1911.8636363636363
396,14,10,39461,129295,168756,46366290.0,358.60853087899767,0.2338346488421152,0.7661653511578848,109,1548.2201834862385
397,14,11,22588,82965,105553,43251538.0,521.322702344362,0.213996759921556,0.786003240078444,113,934.0973451327434
398,14,12,30521,159000,189521,53205692.0,334.6269937106918,0.1610428395797827,0.8389571604202173,118,1606.1101694915253
399,14,13,40450,136427,176877,59792040.0,438.27130993131857,0.2286899936113796,0.7713100063886204,124,1426.4274193548388
400,14,14,18593,115121,133714,31732839.0,275.6477011144796,0.1390505107916897,0.8609494892083103,70,1910.2
401,14,15,18210,107046,125256,25544048.0,238.62683332399155,0.1453822571373826,0.8546177428626174,67,1869.4925373134329
402,14,16,19886,94089,113975,37015675.0,393.4112914368311,0.1744768589602983,0.8255231410397017,85,1340.8823529411766
403,14,17,26045,107770,133815,47623943.0,441.9035260276515,0.1946343832903635,0.8053656167096365,132,1013.75
404,14,18,28112,119927,148039,49599479.0,413.58058652346847,0.1898959058086045,0.8101040941913955,90,1644.8777777777777
405,14,19,18293,54284,72577,23992537.0,441.9817441603419,0.2520495473772682,0.7479504526227317,96,756.0104166666666
406,14,20,33212,117405,150617,58171894.0,495.4805502321025,0.2205063173479753,0.7794936826520247,87,1731.2298850574712
407,14,23,24052,64571,88623,29601763.0,458.4374254696381,0.2713968157250375,0.7286031842749625,97,913.639175257732
408,15,1,15971,59886,75857,18674722.0,311.83785859800287,0.2105408861410285,0.7894591138589715,173,438.4797687861272
409,15,2,5269,17319,22588,5949137.0,343.50349327328365,0.2332654506817779,0.766734549318222,55,410.6909090909091
410,15,3,2185,13183,15368,3016656.0,228.829249791398,0.142178552837064,0.857821447162936,52,295.53846153846155
411,15,4,42299,90165,132464,39864100.0,442.12388399046193,0.3193244957120425,0.6806755042879575,150,883.0933333333334
412,15,5,95122,176288,271410,74053853.0,420.0731360047196,0.3504734534468148,0.6495265465531852,225,1206.2666666666667
413,15,6,1354,9892,11246,2014239.0,203.62302871006875,0.1203983638627067,0.8796016361372933,25,449.84
414,15,7,1100,11083,12183,2224567.0,200.71884868717856,0.0902897480095214,0.9097102519904784,31,393.0
415,15,8,788,5986,6774,1558696.0,260.390243902439,0.1163271331561854,0.8836728668438146,26,260.53846153846155
416,15,9,56681,131425,188106,55658272.0,423.4983602815294,0.3013247849616705,0.6986752150383294,178,1056.7752808988764
417,15,13,1097,13168,14265,1899968.0,144.28675577156744,0.0769015071854188,0.9230984928145812,18,792.5
418,15,14,448,8332,8780,1081979.0,129.85825732117138,0.0510250569476082,0.9489749430523918,29,302.7586206896552
419,15,15,1377,12058,13435,2221173.0,184.2074141648698,0.1024934871604019,0.897506512839598,27,497.5925925925926
420,16,1,24955,59027,83982,17284435.0,292.8225218967591,0.2971470076921245,0.7028529923078755,63,1333.047619047619
421,16,2,67806,97829,165635,47036506.0,480.8032996350775,0.4093700003018685,0.5906299996981315,172,962.9941860465116
422,16,3,74609,85557,160166,47462328.0,554.7451172902275,0.4658229586803691,0.5341770413196308,229,699.4148471615721
423,16,4,44927,62442,107369,23650842.0,378.7649658883444,0.4184354888282465,0.5815645111717535,94,1142.223404255319
424,16,6,21785,56571,78356,19136208.0,338.2688656732248,0.2780259329215376,0.7219740670784625,100,783.56
425,16,7,47335,78473,125808,25442756.0,324.22305761217234,0.3762479333587689,0.6237520666412311,161,781.416149068323
426,16,8,36235,37297,73532,21363518.0,572.7945411159075,0.4927786541913724,0.5072213458086275,102,720.9019607843137
427,16,9,46863,54948,101811,31177570.0,567.401361287035,0.4602940743141703,0.5397059256858296,114,893.078947368421
428,16,10,17228,33722,50950,13009488.0,385.7863709151296,0.3381354268891069,0.6618645731108931,72,707.6388888888889
429,16,11,63778,158674,222452,50548150.0,318.56605366978835,0.2867045474978872,0.7132954525021128,178,1249.7303370786517
430,16,12,109206,126908,236114,52373481.0,412.68856967251867,0.4625138704185266,0.5374861295814733,205,1151.7756097560975
431,16,13,17587,46203,63790,13634939.0,295.1093868363526,0.2757015206145163,0.7242984793854836,50,1275.8
432,16,14,133165,143516,276681,68225513.0,475.3861102594833,0.4812943425822518,0.5187056574177482,200,1383.405
433,16,17,20218,21876,42094,9626388.0,440.0433351618212,0.4803059818501449,0.519694018149855,73,576.6301369863014
434,16,18,39191,52149,91340,22302006.0,427.65932232641086,0.4290672213707028,0.5709327786292971,141,647.8014184397163
435,16,19,25237,32663,57900,20241987.0,619.7222239230935,0.4358721934369602,0.5641278065630397,93,622.5806451612904
436,16,20,192085,206994,399079,121390679.0,586.4453993835571,0.4813207410061667,0.5186792589938333,303,1317.092409240924
437,16,21,21379,51741,73120,19916832.0,384.9332637560156,0.2923823851203501,0.7076176148796499,91,803.5164835164835
438,16,22,67635,78631,146266,30585118.0,388.970228027114,0.4624109499131719,0.5375890500868281,135,1083.4518518518519
439,17,11,38765,162055,200820,67498266.0,416.514553700904,0.1930335623941838,0.8069664376058161,176,1141.0227272727273
440,17,13,129953,419221,549174,182730849.0,435.8819071563686,0.2366335624046295,0.7633664375953705,1777,309.0455824423185
441,17,14,107366,292531,399897,168325675.0,575.4114093890904,0.2684841346646761,0.7315158653353239,830,481.8036144578313
442,17,15,48446,218367,266813,88674053.0,406.0780841427505,0.1815728618920367,0.8184271381079633,211,1264.516587677725
443,17,16,58088,266670,324758,111535167.0,418.2516481043986,0.1788654936906866,0.8211345063093134,363,894.6501377410468
444,17,17,20439,75298,95737,26653789.0,353.9773831974289,0.2134911267326112,0.7865088732673888,87,1100.4252873563219
445,17,18,30889,142209,173098,61972982.0,435.7880443572489,0.1784480467711932,0.8215519532288068,188,920.7340425531914
446,17,19,38214,165010,203224,64369735.0,390.0959638809769,0.18803881431327,0.8119611856867299,160,1270.15
447,17,20,32822,218632,251454,60931686.0,278.6951864319953,0.1305288442418891,0.8694711557581108,209,1203.1291866028707
448,17,21,51304,190660,241964,68144136.0,357.41181160180423,0.2120315418822634,0.7879684581177365,189,1280.2328042328043
449,17,22,16013,75155,91168,32795985.0,436.37795223205376,0.1756427693927694,0.8243572306072307,122,747.2786885245902
450,17,23,34440,131961,166401,56804956.0,430.4677594137662,0.2069699100365983,0.7930300899634016,247,673.6882591093117
451,17,24,21956,132220,154176,53691782.0,406.0791256995916,0.1424086757990867,0.8575913242009132,192,803.0
452,17,25,37436,183617,221053,63997387.0,348.5373739904257,0.1693530510782482,0.8306469489217518,70,3157.9
453,17,26,43371,140350,183721,58293941.0,415.3469255432847,0.2360699103531986,0.7639300896468014,152,1208.6907894736842
454,17,27,29643,109883,139526,56535236.0,514.5039360046595,0.2124550263033413,0.7875449736966587,153,911.9346405228758
455,17,28,14320,98544,112864,33491255.0,339.86092506900474,0.1268783668840374,0.8731216331159626,70,1612.3428571428572
456,17,29,29479,110107,139586,39345350.0,357.3374081575195,0.2111888011691716,0.7888111988308283,117,1193.042735042735
457,17,30,20596,104635,125231,41405174.0,395.7105557413867,0.1644640703979046,0.8355359296020953,163,768.2883435582822
458,17,31,119619,294696,414315,131586758.0,446.5169462768412,0.2887151080699467,0.7112848919300532,407,1017.972972972973
459,17,32,18362,100332,118694,22678518.0,226.0347446477694,0.1547003218359816,0.8452996781640184,75,1582.5866666666666
460,17,33,6581,38088,44669,12402314.0,325.6226107960513,0.1473281246502048,0.8526718753497952,59,757.1016949152543
461,17,34,4295,36559,40854,14890121.0,407.2901611094395,0.1051304645811915,0.8948695354188084,26,1571.3076923076924
462,17,35,26632,94763,121395,36740809.0,387.7125987991093,0.2193830058898636,0.7806169941101363,94,1291.436170212766
463,17,36,8798,61105,69903,19665192.0,321.8262335324442,0.1258601204526272,0.8741398795473728,35,1997.2285714285715
464,17,37,18875,76156,95031,31049287.0,407.7063790115027,0.1986193978806915,0.8013806021193084,91,1044.2967032967033
465,17,38,11868,68548,80416,21904877.0,319.5553043123067,0.1475825706327099,0.8524174293672901,54,1489.1851851851852
466,17,39,17434,58083,75517,15866338.0,273.16664084155434,0.230861925129441,0.769138074870559,56,1348.517857142857
467,17,40,10421,42860,53281,17337801.0,404.5217218852076,0.1955856684371539,0.804414331562846,57,934.7543859649123
468,17,41,7162,56681,63843,14726660.0,259.81651699864153,0.1121814451075294,0.8878185548924706,28,2280.1071428571427
469,17,42,8488,30325,38813,14055527.0,463.4963561417972,0.2186896143044856,0.7813103856955144,18,2156.277777777778
470,18,1,9938,35721,45659,12421555.0,347.7381652249377,0.2176569789088679,0.7823430210911321,41,1113.6341463414635
471,18,2,28898,108543,137441,28234084.0,260.118883760353,0.2102574923057893,0.7897425076942106,121,1135.8760330578511
472,18,3,50248,182915,233163,47676003.0,260.64567148675616,0.2155058907288034,0.7844941092711966,129,1807.4651162790697
473,18,4,11328,28913,40241,17193665.0,594.6690070210632,0.2815039387689173,0.7184960612310827,57,705.9824561403509
474,18,5,5081,25607,30688,6505443.0,254.04940055453588,0.1655696037539103,0.8344303962460897,43,713.6744186046511
475,18,6,18537,50414,68951,22786040.0,451.97841869322014,0.2688430914707546,0.7311569085292454,61,1130.344262295082
476,18,7,39645,88010,127655,39432106.0,448.0411998636519,0.3105636285300223,0.6894363714699777,114,1119.780701754386
477,18,9,5224,29916,35140,8311500.0,277.82791817087843,0.1486624928856004,0.8513375071143996,26,1351.5384615384614
478,18,10,13926,53364,67290,19543641.0,366.2326849561502,0.2069549710209541,0.7930450289790459,49,1373.265306122449
479,18,11,8047,14505,22552,7284128.0,502.180489486384,0.3568197942532813,0.6431802057467187,29,777.6551724137931
480,18,12,10876,24260,35136,8922558.0,367.7888705688376,0.309540072859745,0.6904599271402551,47,747.5744680851063
481,18,13,2133,15330,17463,4931992.0,321.7215916503588,0.1221439615186394,0.8778560384813606,26,671.6538461538462
482,18,15,4907,17614,22521,5837248.0,331.39820597252185,0.2178855290617646,0.7821144709382354,57,395.10526315789474
483,18,16,3333,10031,13364,3286869.0,327.6711195294587,0.2494013768332834,0.7505986231667165,25,534.56
484,18,17,1717,5919,7636,1715429.0,289.8173677986146,0.2248559455212153,0.7751440544787846,23,332.0
485,18,18,12203,20785,32988,8572582.0,412.44079865287466,0.3699223960227962,0.6300776039772038,38,868.1052631578947
486,18,19,2860,16088,18948,3040566.0,188.9958975634013,0.1509394131306734,0.8490605868693266,24,789.5
487,18,20,4820,11203,16023,5032013.0,449.1665625278943,0.3008175747363165,0.6991824252636835,15,1068.2
488,18,21,9540,9895,19435,9940891.0,1004.6377968671046,0.4908669925392333,0.5091330074607666,30,647.8333333333334
489,18,22,1126,6245,7371,3088803.0,494.6041633306645,0.1527608194274861,0.8472391805725139,16,460.6875
