,state_code,dist_code,pending_cases,solved_cases,total_cases,total_days,mean_disposition_days,case_pendency_rate,case_disposition_rate,judges_count,cases_per_judge
87,4,6,84159,276255,360414,108494865.0,392.7344844437205,0.2335064675623033,0.7664935324376967,288,1251.4375
88,4,7,27710,107996,135706,45008670.0,416.7623800881514,0.2041914137915788,0.7958085862084211,160,848.1625
89,4,8,66448,245488,311936,91793819.0,373.9238537117904,0.213018054985638,0.7869819450143619,155,2012.4903225806452
90,4,9,237134,263630,500764,150871886.0,572.286484846186,0.4735444241199447,0.5264555758800553,323,1550.3529411764705
91,4,10,78366,344665,423031,104081775.0,301.9795308487952,0.1852488351917471,0.8147511648082528,247,1712.6761133603238
92,4,11,46539,252513,299052,93620129.0,370.7536998095148,0.1556217647766943,0.8443782352233057,188,1590.7021276595744
93,4,12,96187,150805,246992,72737520.0,482.32830476443087,0.3894336658677204,0.6105663341322796,150,1646.6133333333332
94,4,13,81,167,248,153252.0,917.6766467065868,0.3266129032258064,0.6733870967741935,3,82.66666666666667
95,4,15,190225,349647,539872,190096308.0,543.6806493406207,0.3523520390018375,0.6476479609981626,194,2782.8453608247423
96,4,16,14030,113331,127361,29768463.0,262.66831670063794,0.1101593109350586,0.8898406890649414,122,1043.9426229508197
97,5,1,19563,53347,72910,20747430.0,388.914653120138,0.268317103278014,0.731682896721986,80,911.375
98,5,2,46401,95108,141509,44297391.0,465.75883206460026,0.3279014055643104,0.6720985944356896,101,1401.079207920792
99,5,3,15160,54435,69595,17589855.0,323.13502342243044,0.217831740785976,0.782168259214024,63,1104.6825396825398
100,5,4,24174,83031,107205,24057296.0,289.7387240910021,0.2254932139359171,0.7745067860640829,100,1072.05
101,5,5,27594,94497,122091,31233206.0,330.52060911986626,0.2260117453374941,0.7739882546625059,86,1419.6627906976744
102,5,6,31102,92797,123899,32700338.0,352.38572367641194,0.2510270462231334,0.7489729537768667,132,938.6287878787879
103,5,7,15689,45122,60811,17381346.0,385.2077922077922,0.2579960862343984,0.7420039137656016,48,1266.8958333333333
104,5,8,9882,49251,59133,11562154.0,234.75978152727865,0.1671148089899041,0.8328851910100958,31,1907.516129032258
105,5,9,9815,23402,33217,10445496.0,446.35056832749336,0.2954812294909233,0.7045187705090766,53,626.7358490566038
106,5,10,19058,64748,83806,16226087.0,250.60367887811208,0.2274061523041309,0.772593847695869,69,1214.5797101449275
107,5,11,35338,76190,111528,18536574.0,243.2940543378396,0.3168531669177247,0.6831468330822753,107,1042.3177570093458
108,6,1,50124,191532,241656,90698982.0,473.5447966919366,0.207418810209554,0.7925811897904459,172,1404.9767441860465
109,6,2,8430,32816,41246,12549585.0,382.42275109702587,0.2043834553653687,0.7956165446346313,67,615.6119402985074
110,6,3,5459,42242,47701,17528489.0,414.9540504710951,0.1144420452401417,0.8855579547598583,83,574.710843373494
111,6,4,10197,33176,43373,11676164.0,351.9461056185194,0.2351001775297996,0.7648998224702004,55,788.6
112,6,5,8287,27120,35407,9867971.0,363.8632374631269,0.2340497641709266,0.7659502358290734,40,885.175
113,6,6,12120,69814,81934,22656387.0,324.5249806629043,0.1479239387799936,0.8520760612200063,88,931.0681818181819
114,6,7,12186,52885,65071,18760872.0,354.7484541930604,0.187272364033133,0.8127276359668669,55,1183.1090909090908
115,6,8,10129,25593,35722,13630483.0,532.5863712733951,0.2835507530373439,0.7164492469626561,40,893.05
116,6,9,5609,11015,16624,4991837.0,453.185383567862,0.3374037536092396,0.6625962463907603,49,339.265306122449
117,6,10,30784,91028,121812,36325762.0,399.0614096761436,0.2527173020720454,0.7472826979279545,107,1138.4299065420562
118,6,11,9129,42273,51402,13939211.0,329.7426489721572,0.1776000933815804,0.8223999066184196,53,969.8490566037735
119,6,12,8874,25314,34188,13127422.0,518.5834715967449,0.2595647595647595,0.7404352404352404,51,670.3529411764706
120,6,13,19064,39240,58304,18974463.0,483.549006116208,0.3269758507135016,0.6730241492864983,44,1325.090909090909
121,6,15,6067,31680,37747,9786978.0,308.93238636363634,0.1607280048745595,0.8392719951254405,43,877.8372093023256
122,6,16,17607,39365,56972,22950690.0,583.0227359329353,0.3090465491820543,0.6909534508179457,73,780.4383561643835
123,6,17,1924,13396,15320,3738678.0,279.08913108390567,0.1255874673629242,0.8744125326370757,59,259.66101694915255
124,6,18,9557,29857,39414,13283958.0,444.9193823893894,0.2424772923326736,0.7575227076673263,58,679.551724137931
125,6,19,5729,21600,27329,8264668.0,382.6235185185185,0.2096307951260565,0.7903692048739435,55,496.8909090909091
126,6,20,14033,43293,57326,22349876.0,516.2468759383734,0.2447929386316854,0.7552070613683145,85,674.4235294117647
127,6,21,8691,25664,34355,10905224.0,424.9230049875312,0.2529762771066802,0.7470237228933198,27,1272.4074074074074
128,6,22,3520,9291,12811,4408747.0,474.5180281993327,0.2747638747950979,0.725236125204902,9,1423.4444444444443
129,6,23,10591,4522,15113,3279531.0,725.2390535161433,0.7007874015748031,0.2992125984251969,31,487.51612903225805
130,6,24,1092,6438,7530,2038125.0,316.57735321528423,0.1450199203187251,0.8549800796812749,22,342.27272727272725
131,6,25,2540,1751,4291,1016722.0,580.6521987435751,0.5919366115124679,0.408063388487532,11,390.09090909090907
132,6,26,4775,2659,7434,746356.0,280.6904851447913,0.6423190745224644,0.3576809254775356,8,929.25
133,6,27,2100,572,2672,125575.0,219.53671328671328,0.7859281437125748,0.2140718562874251,5,534.4
134,6,28,710,257,967,65944.0,256.591439688716,0.734229576008273,0.265770423991727,4,241.75
135,7,1,13789,39424,53213,13407109.0,340.07480215097405,0.259128408471614,0.7408715915283859,76,700.171052631579
136,7,2,10678,21691,32369,10130819.0,467.0517265225209,0.3298835305384782,0.6701164694615218,81,399.61728395061726
137,7,3,11569,29334,40903,14268582.0,486.4178768664349,0.2828398894946581,0.7171601105053419,63,649.2539682539683
138,7,4,5832,19968,25800,8823524.0,441.8832131410256,0.2260465116279069,0.773953488372093,82,314.6341463414634
139,7,5,7668,17790,25458,9628178.0,541.2129286115795,0.3012019797313222,0.6987980202686779,78,326.38461538461536
140,7,6,11837,21531,33368,8721447.0,405.0646509683712,0.3547410692879405,0.6452589307120594,66,505.57575757575756
141,7,7,21752,60318,82070,22359227.0,370.6891309393548,0.2650420372852443,0.7349579627147557,148,554.527027027027
142,7,8,4182,14040,18222,5886330.0,419.2542735042735,0.2295027988146196,0.7704972011853803,46,396.1304347826087
143,7,9,36477,106774,143251,45367524.0,424.8929889298893,0.2546369658850549,0.7453630341149451,230,622.8304347826087
144,7,10,24006,43544,67550,19747031.0,453.49602700716514,0.3553811991117691,0.644618800888231,119,567.6470588235294
145,7,11,31494,70685,102179,33761694.0,477.6359057791611,0.3082238033255365,0.6917761966744634,135,756.8814814814815
146,7,12,6578,21550,28128,7258524.0,336.8224593967517,0.2338594994311718,0.7661405005688282,68,413.6470588235294
147,7,13,9819,25797,35616,10281971.0,398.57235337442336,0.2756907008086253,0.7243092991913747,118,301.8305084745763
148,7,14,6209,14312,20521,6363907.0,444.6553242034656,0.3025681009697383,0.6974318990302617,57,360.0175438596491
149,7,15,11365,20319,31684,7262969.0,357.4471676755746,0.3586983966670874,0.6413016033329125,96,330.0416666666667
150,7,16,15536,28488,44024,15301667.0,537.1267551249649,0.3528984190441577,0.6471015809558422,131,336.0610687022901
151,7,17,20450,39672,60122,19380691.0,488.5231649526114,0.3401417118525665,0.6598582881474335,96,626.2708333333334
152,7,18,1906,9649,11555,3480184.0,360.67820499533633,0.1649502379922111,0.8350497620077888,19,608.1578947368421
153,7,19,6660,16457,23117,6842393.0,415.77401713556543,0.2880996669117965,0.7119003330882034,61,378.9672131147541
154,7,20,17650,33239,50889,12983457.0,390.60913384879206,0.3468333038574152,0.6531666961425848,80,636.1125
155,7,21,4829,18683,23512,6085093.0,325.7021356313226,0.2053844845185437,0.7946155154814563,69,340.7536231884058
156,7,22,48341,75912,124253,39996180.0,526.8755927916535,0.3890529806121381,0.6109470193878619,360,345.14722222222224
157,8,1,184799,150258,335057,43698454.0,290.82281143100533,0.5515449610066346,0.4484550389933653,155,2161.658064516129
158,8,2,32987,39826,72813,22311139.0,560.2154120423844,0.4530372323623529,0.5469627676376472,212,343.45754716981133
159,8,3,72625,64073,136698,41550221.0,648.4825277417946,0.5312806332206762,0.4687193667793237,160,854.3625
160,8,4,31439,69760,101199,27770701.0,398.0891771788991,0.310665125149458,0.689334874850542,148,683.777027027027
161,8,5,51272,57674,108946,29690608.0,514.8005687138052,0.4706184715363574,0.5293815284636425,2,54473.0
162,8,6,49007,65657,114664,34968699.0,532.5966614374705,0.4273965673620317,0.5726034326379683,77,1489.142857142857
163,8,7,29857,20194,50051,8343128.0,413.1488560958701,0.596531537831412,0.403468462168588,54,926.8703703703703
164,8,9,38039,56348,94387,41229767.0,731.6988535529212,0.4030110078718467,0.5969889921281533,78,1210.0897435897436
165,8,10,70030,58373,128403,26243537.0,449.5834889418053,0.5453922416142925,0.4546077583857075,130,987.7153846153847
166,8,11,29592,28623,58215,12239095.0,427.5965132935052,0.5083225972687452,0.4916774027312548,79,736.8987341772151
167,8,12,28569,24377,52946,12177895.0,499.5649587726135,0.5395875042496128,0.4604124957503872,50,1058.92
168,8,13,65896,47862,113758,29457102.0,615.459069825749,0.5792647550062413,0.4207352449937587,77,1477.3766233766235
169,8,14,24005,22837,46842,9985410.0,437.2470114288216,0.5124674437470647,0.4875325562529354,63,743.5238095238095
170,8,15,34787,18384,53171,10812894.0,588.1687336814622,0.6542476161817532,0.3457523838182468,32,1661.59375
171,8,16,12685,31547,44232,18839439.0,597.1863885630963,0.2867833242901067,0.7132166757098933,104,425.3076923076923
172,8,17,57808,64643,122451,33373675.0,516.2767043608743,0.4720908771671934,0.5279091228328066,104,1177.4134615384614
173,8,18,52770,54621,107391,37368900.0,684.1489536991268,0.4913819593820711,0.5086180406179289,44,2440.7045454545455
174,8,19,20546,15141,35687,6948889.0,458.9451819562777,0.5757278560820467,0.4242721439179533,43,829.9302325581396
175,8,20,11996,10974,22970,6575365.0,599.1766903590304,0.5222464083587288,0.4777535916412712,24,957.0833333333334
176,8,21,36849,22196,59045,9812098.0,442.0660479365652,0.6240833262765687,0.3759166737234313,60,984.0833333333334
177,8,22,31312,15009,46321,10219369.0,680.882737024452,0.6759784978735347,0.3240215021264653,33,1403.6666666666667
178,8,23,53383,60779,114162,29863932.0,491.35280277727503,0.4676074350484399,0.5323925649515601,113,1010.2831858407079
179,8,24,41247,38915,80162,20599775.0,529.3530772195811,0.5145455452708265,0.4854544547291734,78,1027.7179487179487
180,8,25,14412,17586,31998,9003414.0,511.9648584100989,0.4504031501968873,0.5495968498031127,48,666.625
181,8,26,38175,31097,69272,16777772.0,539.5302440749912,0.5510884628710012,0.4489115371289987,134,516.955223880597
182,8,27,14430,30325,44755,13743580.0,453.2095630667766,0.3224220757457267,0.6775779242542732,56,799.1964285714286
183,8,28,73620,50878,124498,16633900.0,326.9369865167656,0.5913348005590451,0.4086651994409548,68,1830.8529411764705
184,8,29,70917,37353,108270,20790054.0,556.5832463255963,0.6550013854253256,0.3449986145746744,52,2082.1153846153848
185,8,30,61438,15675,77113,9814687.0,626.136331738437,0.7967268813299963,0.2032731186700037,35,2203.2285714285713
186,8,31,46382,36849,83231,14620878.0,396.7781486607506,0.5572683255037185,0.4427316744962814,72,1155.986111111111
187,8,33,54848,3982,58830,1313674.0,329.9030637870417,0.9323134455209928,0.0676865544790073,54,1089.4444444444443
188,8,34,63501,10887,74388,8710842.0,800.1140810140535,0.8536457493144055,0.1463542506855944,26,2861.076923076923
189,8,35,68324,8004,76328,1322359.0,165.2122688655672,0.8951367781155015,0.1048632218844984,58,1316.0
190,8,36,29006,2721,31727,850288.0,312.4909959573686,0.914237085132537,0.085762914867463,23,1379.4347826086957
191,8,37,6190,347,6537,333075.0,959.8703170028818,0.9469175462750498,0.0530824537249502,11,594.2727272727273
192,8,38,94449,5981,100430,3519224.0,588.4006019060358,0.9404460818480532,0.0595539181519466,100,1004.3
193,8,39,41918,2322,44240,1386502.0,597.1154177433248,0.94751356238698,0.0524864376130198,50,884.8
194,9,1,24752,66306,91058,24195227.0,364.90252767472026,0.2718267477871247,0.7281732522128753,157,579.9872611464968
195,9,2,93318,139584,232902,84890348.0,608.1667526364054,0.4006749620011851,0.599325037998815,260,895.776923076923
196,9,3,26152,64276,90428,25801297.0,401.4141670296845,0.2892024594152254,0.7107975405847746,154,587.1948051948052
197,9,4,200539,404826,605365,207389197.0,512.2921872606996,0.3312695646428188,0.6687304353571812,619,977.9725363489499
198,9,5,26219,59801,86020,30208305.0,505.1471547298541,0.3048012090211578,0.6951987909788422,147,585.1700680272108
199,9,6,41905,99268,141173,33605988.0,338.5379779989524,0.2968343805118542,0.7031656194881457,161,876.8509316770186
200,9,7,57431,135904,193335,57701362.0,424.5744201789498,0.297054335738485,0.702945664261515,207,933.9855072463768
201,9,8,36965,89739,126704,39831625.0,443.860807452724,0.2917429599696931,0.7082570400303069,89,1423.6404494382023
202,9,9,70929,110273,181202,55683121.0,504.9569794963409,0.3914360768644938,0.6085639231355062,250,724.808
203,9,10,27731,80865,108596,28871985.0,357.0393248005936,0.2553593134185421,0.7446406865814579,139,781.2661870503597
204,9,11,36665,93353,130018,40057780.0,429.1000824826197,0.2819994154655509,0.718000584534449,101,1287.3069306930693
205,9,12,28159,60664,88823,22250827.0,366.7879961756561,0.3170237438501289,0.6829762561498711,116,765.7155172413793
206,9,13,37331,80208,117539,44918748.0,560.028276481149,0.3176052203949327,0.6823947796050672,238,493.8613445378151
207,9,14,76950,216315,293265,79143268.0,365.8704574347595,0.2623906705539358,0.7376093294460642,290,1011.2586206896551
208,9,18,28313,76233,104546,39988692.0,524.5588131124316,0.2708185870334589,0.729181412966541,56,1866.892857142857
209,9,19,46339,99323,145662,38094914.0,383.5457446915619,0.3181268965138471,0.6818731034861528,159,916.1132075471698
210,9,20,70084,165048,235132,65747718.0,398.355133052203,0.298062364969464,0.7019376350305361,345,681.5420289855073
211,9,21,17367,33532,50899,17052860.0,508.55481331265656,0.3412051317314682,0.6587948682685318,63,807.9206349206349
212,9,22,25526,54052,79578,24136431.0,446.5409420557981,0.320767046168539,0.679232953831461,121,657.6694214876034
213,9,23,10630,39338,49968,15409415.0,391.7183130814988,0.2127361511367275,0.7872638488632725,61,819.1475409836065
214,9,24,9092,36259,45351,13597423.0,375.008218649163,0.200480695023263,0.799519304976737,76,596.7236842105264
215,9,25,14842,38890,53732,17371436.0,446.6813062483929,0.2762227350554604,0.7237772649445395,53,1013.811320754717
216,9,26,19578,43780,63358,19742783.0,450.9543855641846,0.3090059660974147,0.6909940339025853,96,659.9791666666666
217,9,27,20659,42663,63322,20060361.0,470.2051191899304,0.3262531189791857,0.6737468810208143,87,727.8390804597701
218,9,28,52588,68555,121143,38659626.0,563.9213186492598,0.4340985446951124,0.5659014553048876,272,445.37867647058823
219,9,29,23310,42570,65880,19205774.0,451.1574817946911,0.3538251366120218,0.6461748633879781,105,627.4285714285714
220,9,30,39410,72137,111547,39905969.0,553.1969585649528,0.3533039884532977,0.6466960115467023,183,609.5464480874317
221,9,31,50184,85888,136072,46166739.0,537.5225759128167,0.3688047504262449,0.6311952495737551,149,913.2348993288591
222,9,32,10616,30109,40725,9067636.0,301.160317513036,0.2606752608962553,0.7393247391037446,57,714.4736842105264
223,9,33,27326,54363,81689,22669804.0,417.0079649761786,0.3345126026760029,0.6654873973239971,106,770.6509433962265
224,9,34,15022,22512,37534,11440493.0,508.1953180525942,0.4002237970906378,0.5997762029093622,85,441.5764705882353
225,9,35,51351,94159,145510,43752871.0,464.6700899542264,0.3529035805099306,0.6470964194900695,102,1426.5686274509803
226,9,36,20851,57103,77954,23783268.0,416.49769714375776,0.267478256407625,0.732521743592375,114,683.8070175438596
227,9,38,31743,68404,100147,42034098.0,614.4976609554997,0.3169640628276434,0.6830359371723567,146,685.9383561643835
228,9,39,21999,33127,55126,13100236.0,395.4549461164609,0.3990675906106011,0.6009324093893988,45,1225.0222222222221
229,10,1,15313,26877,42190,16329435.0,607.561669829222,0.3629533064707276,0.6370466935292723,73,577.945205479452
230,10,2,15947,34500,50447,22176740.0,642.8040579710145,0.316113941364204,0.683886058635796,25,2017.88
231,10,3,51378,181213,232591,75351064.0,415.81489186758125,0.2208941876512848,0.7791058123487151,102,2280.3039215686276
232,10,4,16865,94631,111496,26117621.0,275.99434646151894,0.1512610317858936,0.8487389682141063,65,1715.323076923077
233,10,5,22604,65303,87907,30725705.0,470.5098540648975,0.2571353817102165,0.7428646182897836,61,1441.0983606557377
234,10,6,14549,33873,48422,14660273.0,432.8011395506746,0.3004625996447895,0.6995374003552104,45,1076.0444444444445
235,10,7,27507,66108,93615,36002971.0,544.6083832516488,0.2938311168082038,0.7061688831917962,79,1185.0
236,10,8,40917,115623,156540,51415526.0,444.6825112650597,0.2613836719049444,0.7386163280950556,158,990.7594936708861
237,10,9,27527,74336,101863,28955066.0,389.5160622040465,0.2702355124039151,0.7297644875960849,126,808.436507936508
238,10,10,40958,85489,126447,53048520.0,620.5303606311924,0.3239143672843168,0.6760856327156832,179,706.4078212290502
239,10,11,36990,138704,175694,51728580.0,372.9422367055024,0.2105365009618996,0.7894634990381003,153,1148.326797385621
240,10,12,43411,107548,150959,65356184.0,607.6931602633243,0.2875681476427374,0.7124318523572626,168,898.5654761904761
241,10,13,122007,276903,398910,140724003.0,508.206855830381,0.3058509438219147,0.6941490561780853,829,481.1942098914355
242,10,14,26998,85166,112164,30300851.0,355.7857713171923,0.2407011162226739,0.759298883777326,72,1557.8333333333333
243,10,15,47337,126189,173526,57123349.0,452.6808913613706,0.2727948549496905,0.7272051450503094,135,1285.3777777777777
