state_code,dist_code,mean_decision_days
23,7,137.968379104219
23,8,132.60122655637167
23,9,206.60111411208644
23,10,162.70671914923003
23,11,155.38534135831048
23,12,205.2119841718485
23,13,156.54396068112993
23,14,234.2169019013181
23,15,183.9824663530946
23,16,186.8320581774108
23,17,225.23570622531503
23,18,150.9395779247969
23,19,246.3357189082188
23,20,123.86168075793009
23,21,241.68562013181545
23,22,210.70523816817277
23,23,238.03443507122114
23,24,243.765414626683
23,25,240.58764661573227
23,26,160.70632974870452
23,27,165.79173579109062
23,28,196.85792252265108
23,29,189.55215173635503
23,30,213.35739289881647
23,31,246.21443655212133
23,32,263.7599577098991
23,33,111.09922366407888
23,34,152.04787540857527
23,35,235.0890906293276
23,36,207.48855399697555
23,37,152.93417621882224
23,38,168.74124263851812
23,39,214.88521481930908
23,40,211.45462746469798
23,41,160.8986847245735
23,42,190.1202584242554
23,43,177.70130188807852
23,44,161.02467380394782
23,45,211.14032657584252
23,46,198.09483883924088
23,47,144.1479091337424
23,48,296.4108042383186
23,49,176.71329166175258
23,50,141.38469998206054
24,1,63.05066371681416
24,2,58.6554054054054
24,3,50.24420615703909
24,4,109.7660570433268
25,1,63.03515255694027
25,2,117.57045270816492
25,3,61.739231664726425
25,4,77.27294816414687
25,5,122.50189393939394
25,6,52.182721712538225
25,8,58.62386706948641
25,9,67.2914691943128
26,1,187.5639317396416
26,2,230.341104371999
26,3,226.98159926822524
26,4,180.381872480215
26,5,199.48660899543526
26,6,191.59535051686
26,7,245.39805762382647
26,8,236.93977816695855
26,9,247.93822554472197
26,10,214.80412061672806
26,11,185.88278855708384
27,1,257.47268480909827
29,1,227.7148060416189
29,2,277.68051768205635
29,3,361.7063122694522
29,4,289.35871881066237
29,5,292.30152654258734
29,6,353.19499357619463
29,7,373.3166347992352
29,8,291.105780742261
29,9,302.9649060867109
29,10,356.4836977482422
30,1,206.15968721611657
30,2,135.67088729943939
31,1,68.51464646464646
31,2,121.40360501567397
32,1,254.86307782328848
33,1,255.0995475113122
33,2,229.7094430992736
