judges_per_case,mean_decision_days
117.34883720930233,71.49920729290527
67.21951219512195,72.78628447024674
25610.0,101.14154627098787
107.95238095238095,64.96832818703132
74.69620253164557,68.3224877139468
76.57534246575342,91.11407274895647
59.87755102040816,113.81663258350376
107.74222222222222,63.39569754970712
139.28,67.40120620333143
113.04651162790698,96.79448673112528
159.85714285714286,89.47050938337802
110.265625,47.73962023522743
146.2439024390244,68.92800756059594
116.26016260162602,66.6293006993007
66.86,83.65609731777843
65.84466019417475,75.91020347979946
66.36292428198433,59.45068261399851
85.39776951672863,77.68304892913112
78.79834254143647,85.95652936021035
1168.6346153846155,117.9531998222778
158.6551724137931,63.15590813591249
85.64691943127963,53.40621973826191
49.07878787878788,58.1490903103647
126.52413793103449,82.18903303172354
78.01840490797547,68.89801053707636
90.624,62.024011299435024
93.57751937984496,67.47678416104046
186.67403314917127,38.4676512371256
54.84848484848485,78.34456721915286
217.13333333333333,84.47221369358306
48.400763358778626,82.21157637410299
102.40384615384616,95.59474178403757
91.61423220973782,63.88606352970034
13.740384615384615,143.62001399580126
49.4375,127.96586599241468
47.73275862068966,174.96424056348204
155.44444444444446,175.12080057183704
269.53333333333336,207.87521642344797
22.333333333333332,299.4029850746268
143.47619047619048,110.96349153667444
82.56989247311827,131.63719234275297
122.86290322580645,99.8533639645553
83.35862068965517,120.24183006535948
175.640625,79.06867716395338
86.50515463917526,119.62876891907996
172.40677966101694,87.35116004718836
89.18032786885246,141.4042279411765
121.51470588235294,89.33764976400823
125.43137254901961,82.85665155541659
155.15625,69.74707955689829
84.72413793103448,87.72690272690274
118.30588235294118,124.1200278440732
443.1047619047619,65.73685681124532
260.3333333333333,66.69222151088348
289.45283018867923,65.94446255133303
309.75471698113205,67.03740025583237
480.05263157894734,60.02757373095056
278.39130434782606,81.34163673278151
661.1428571428571,67.60566119273984
345.35714285714283,60.53164426059979
427.23333333333335,44.89381290473589
118.86274509803921,75.70323325635104
323.7352941176471,68.6569455800854
482.5806451612903,53.07573529411765
265.76666666666665,76.1853129311426
497.86486486486484,55.92188263395038
312.22222222222223,73.84646670055922
469.53333333333336,53.62004827488286
298.1190476190476,68.62622793706574
412.4852941176471,48.08663410460266
242.52,74.66592445983837
791.8534031413612,61.74318981248842
613.0,34.161743778417964
307.35714285714283,72.7665582151987
460.63829787234044,56.20591224018476
550.0,76.43261363636364
205.24324324324326,95.78575190940217
341.8777777777778,76.23331924989438
331.9166666666667,75.59716294250565
160.17073170731706,64.06959037612305
384.3103448275862,64.3135935397039
222.85714285714286,44.02542735042735
307.0625,138.12751882760026
312.9712230215827,198.6233822954739
565.948275862069,101.65955826351866
589.360655737705,168.13626881032516
340.5375,180.47281870572257
692.6478873239437,143.57926308511938
273.4418604651163,130.8452117707093
351.93650793650795,200.19493054302723
377.16346153846155,180.01965583173995
707.241935483871,130.78047389906268
392.6744186046512,182.6361267397098
460.9117647058824,147.10911875438708
412.6507936507937,179.31522868023234
355.92857142857144,144.12412201485049
243.71875,60.15668675471214
376.53333333333336,48.6766111898017
493.34375,26.77671501868626
719.0,32.56499768196569
653.1590909090909,34.06395490448519
454.67241379310343,31.352811800841828
391.4782608695652,34.58207463349621
1093.9333333333334,25.847583643122675
269.8636363636364,40.98837796867104
753.7586206896551,40.76352989615262
716.3611111111111,38.88004575594245
457.5,42.39378415300546
162.6206896551724,80.35029686174724
70.2258064516129,90.15296279283416
150.96,99.61287758346582
83.34782608695652,110.45122587376108
117.0,86.79527879527879
272.5,89.16819571865443
115.0,153.77865612648222
50.38709677419355,183.12868117797692
157.17391304347825,95.43582295988936
268.30434782608694,121.52779128180195
118.0,93.0364406779661
124.38888888888889,105.07079053148726
117.3529411764706,123.68070175438598
168.59459459459458,95.94934273805708
86.96153846153847,90.65767359575408
288.8181818181818,61.32971356625748
119.44444444444444,77.50418604651163
112.61764705882354,82.86941760250718
196.35294117647058,86.74325943678849
174.625,93.08446671438796
58.94736842105263,190.72232142857143
131.1875,73.58599333015722
85.0909090909091,286.7190170940171
313.625,67.89159027500996
152.8,239.9476439790576
69.0,98.0072463768116
248.40625,39.03019247704113
193.58333333333334,17.70440522313101
355.63157894736844,27.04528636969068
118.18181818181819,39.53435897435897
157.33333333333334,33.55211864406779
257.93939393939394,28.429746240601503
225.92592592592592,30.385409836065566
203.71428571428572,49.01367461430575
199.4513274336283,36.45265773360546
277.0943396226415,28.28605474601661
300.9,24.61026444476095
349.2307692307692,31.509251101321585
214.5,28.310955710955707
255.85714285714286,32.51367950865438
144.96296296296296,35.71410321921308
103.375,54.48035066505441
280.1081081081081,32.40158240061752
131.35294117647058,52.17778772951186
190.11111111111111,33.44038573933371
255.67441860465115,20.911861015099145
240.42105263157896,31.283931698774072
110.36551724137931,60.21820908579641
264.030303030303,60.732239182830256
65.32758620689656,68.38453417788334
118.81967213114754,77.21412803532009
197.25806451612902,85.99280457890433
4790.5,41.69105521344328
203.83333333333334,65.59225947124557
121.3,90.06018136850784
149.47222222222223,93.25051105742428
158.2089552238806,58.6288679245283
131.68571428571428,44.69234107181601
219.55,39.04873605101344
181.43333333333334,78.6762814624288
171.7,39.28771112405358
109.44,88.71016081871345
88.72,99.65892696122631
157.7843137254902,67.16478190630049
328.1666666666667,84.39935669544607
86.85185185185185,44.84221748400853
141.53846153846155,81.82010869565218
84.72727272727273,72.21316165951359
192.11111111111111,100.84586466165412
144.33898305084745,49.0807891028652
185.66666666666666,57.94474366646719
72.73333333333333,88.82080659945005
44.85507246376812,71.52568659127625
243.82758620689654,65.23490312544195
279.3529411764706,57.00600126342388
186.88888888888889,99.03686087990488
198.52631578947367,62.90137857900319
277.3448275862069,42.603257490985946
71.60377358490567,63.57364953886693
496.44444444444446,105.87511190689348
141.29310344827587,52.83929225137279
113.56521739130434,70.05474732006125
26.09090909090909,181.94773519163763
46.89,89.89891234804863
53.44,161.67664670658684
96.8970588235294,70.52921535893155
136.35971223021582,89.6230347156273
197.9047619047619,47.2974815527751
175.02033898305083,38.64130076891789
170.93846153846152,32.65115651156511
206.73333333333332,55.02573363431152
185.13636363636363,56.86246010311809
476.3611111111111,31.279608140416343
114.2063492063492,50.135649756775535
184.53968253968253,34.91949079649063
227.83050847457628,47.57275703020383
164.95833333333334,38.76951250315736
116.24324324324324,66.70867240176703
303.6875,33.95645782494928
394.97435897435895,54.567579849389766
317.0240963855422,19.498460836848704
344.3098591549296,23.656815020862304
212.75862068965517,42.54586709886547
211.44,40.18917896329928
259.5,47.80989081567116
167.5,51.61352063213345
338.8235294117647,45.51631944444444
162.025,43.48835056318469
180.85,49.74509261819186
106.63235294117646,96.86636326023996
148.2549019607843,42.2470572675572
107.63106796116504,43.01695832581634
140.2688172043011,38.49145266385588
182.52,21.103879026955948
155.66037735849056,48.88157575757575
102.16666666666667,43.60545327429504
459.79411764705884,41.10068444956182
224.9318181818182,45.422148125694655
148.28333333333333,97.17354164325052
299.92,13.36916511069618
96.75757575757575,92.82430316316945
234.13636363636363,57.087555814404965
526.32,43.86342909256726
361.4375,27.87895555939823
165.0,140.4080808080808
307.13793103448273,41.668463006624
324.14285714285717,51.16104010577346
198.98507462686567,65.26335133513352
