district_name,decision_time
Ramban,96.59574468085108
Doda,49.12783579402232
Leh,47.325842696629216
Kargil,52.0235294117647
Bandipora,149.64532019704433
Jammu,114.82589789015944
Kulgam,90.5568400770713
Samba,86.45856873822976
Kishtwar,162.41056910569105
Allahabad,37.11071353399284
Bareilly,45.14569830199374
Gorakhpur,38.24642115906551
Hardoi,102.25058566927862
Chitrakoot,74.75357940365164
Meerut,41.36974405128448
Bahraich,88.24790511795797
Ghaziabad,61.50872916730143
Fatehpur,45.0304607109448
Lakhimpur,89.51254309201803
Shravasti,123.37760416666669
Jaunpur,73.06209216965742
Pilibhit,68.94461990451707
Mainpuri,68.9238661424873
Ambedkar Nagar,65.50442140085248
Sitapur,39.27083413378414
Auraiya,49.946490829164766
Budaun,55.51409611564309
Kanpur Nagar,93.75119494708092
Gautam Buddha Nagar,60.15086098699734
Ballia,62.432680107147895
Bhadohi SR Nagar,55.64668234064786
Lalitpur,81.21634014172572
Lucknow,73.706224945163
Etah,49.60534647765705
Muzaffarnagar,89.25066231013777
Varanasi,65.50989796541822
Ghazipur,72.19373454245672
Firozabad,43.03621103117506
Agra,69.4480213172014
Pratapgarh,79.52645085768313
Etawah,60.24288072637227
Kushinagar,89.81628051624942
Jyotiba Phule Nagar,93.26910150123236
Barabanki,72.41087487344411
Kaushambi,133.5264730999146
Mahoba,55.84498770827642
Banda,72.9370312065932
Kanshi Ram Nagar,124.88194444444444
Deoria,169.09507137085913
Mau,66.3815751235106
Aligarh,45.67456927239072
Azamgarh,62.64697716894977
Baghpat,98.72322445879226
Basti,36.1950250220783
Bijnor,124.94526757323592
Bulandshahr,47.68335391177461
Faizabad,28.231091147504387
Gonda,66.15559482689373
Kanpur Dehat,88.82638704539421
Maharajganj,84.24238935789205
Mathura,64.96540321236036
Moradabad,33.73996775145913
Raebareli,87.86861966791524
Rampur,55.25644699140402
Saharanpur,115.74207479555272
Shahjahanpur,65.14819126819127
Siddharthnagar,45.04536469658035
Sonbhadra,69.89405460207111
Sultanpur,49.86699795381468
Unnao,99.99851601325236
Farrukhabad,78.10497900419915
Hamirpur,53.13228585909783
Hathras,107.38800083039236
Jhansi,45.33630515743143
Balrampur,70.89527513684817
Mirzapur,53.60951405843901
Kannauj,85.09921313718782
Jalaun,113.80968889699844
Santkabir Nagar,93.70806241872562
Hapur,79.24597056762438
Sambhal at Chandausi,121.76790440898436
Chandauli,277.4462102689487
Shamli,243.4419486872317
Karnal,82.44086909826923
Sirsa,86.80740271062852
Ambala,71.10473421079482
Bhiwani,61.687740516767455
Faridabad,72.43124538478827
Gurugram,130.68124175130544
Hisar,82.29362751943397
Jhajjar,118.87297088379285
Jind,64.05970677810043
Kurukshetra,203.62380125086867
Narnaul,68.46476426799006
Rohtak,104.1520756740196
Sonepat,99.51331036642657
Panchkula,68.81380910145323
Fatehabad,83.0564857582756
Kaithal,70.2750792514572
Rewari,60.75232774674116
Panipat,86.46870720902135
Nuh,74.00601360974838
Yamunanagar,97.38479875309434
Palwal,74.07128737336299
Nainital,57.5424908829705
Pauri Garhwal,79.30413223140495
Tehri Garhwal,33.170529327610865
Udham Singh Nagar,87.31150067424389
Dehradun,114.16153505721692
Uttarkashi,62.96411764705882
Almora,76.04201680672269
Chamoli,107.12833545108003
Haridwar,107.03143358972804
Champawat,56.0280535174795
Bageshwar,54.52456418383519
Pithoragarh,62.95099540581929
Rudraprayag,352.8389261744967
Malda,108.52317880794702
Hooghly,96.9513132607303
Calcutta,132.3544923714447
Jalpaiguri,87.84464856230032
Coochbehar,48.343850978901344
Paschim Medinpur,55.57071090847686
Birbhum,108.69789915966386
Purba Medinipur,108.18236658932716
Purulia,44.15231187669991
Howrah,42.72413138408961
Murshidabad,119.48566675198362
South Dinajpur,33.406410707995775
North  Twenty Four Parganas,131.10561270348546
Darjeeling,153.33875138529737
Purba Bardhaman,92.83932834633136
Bankura,74.38289382373353
South Twenty Four Parganas,134.55957824723177
North Dinajpur,58.86943927167391
Nadia,112.98075284090908
kalimpong,90.7539393939394
Paschim Bardhaman,86.9763958898798
Jhargram,205.5696335078534
GANDHINAGAR,70.90366776081062
Ahmedabad,153.77238722465555
SURAT,76.65773408744052
Mahesana,127.12117854444725
RAJKOT,174.58316943329925
Amreli,80.94030605792335
Anand,77.5312580728494
Banaskanth at Palanpur,83.71174692516156
Bharuch,77.2549581155581
Bhavnagar,65.57575498697193
Dahod,142.83119524405507
Jamnagar,91.3820558050032
Junagadh,89.13308541807528
Kheda at Nadiad,62.74360313315927
kachchh at Bhuj,66.71452145214522
Panchmahal at Godhra,94.47639565380292
Patan,143.3317910447761
Sabarkantha at Himmatnagar,65.83089792460822
Surendranagar,94.3190714225197
Vadodara,158.51572743419987
Navsari,43.27761435505221
Narmada,88.01806825786304
Tapi,134.5203187250996
Valsad,87.95346020761245
Porbandar,61.461381521422325
Gir Somnath at Veraval,230.7791632031033
Aravalli at Modasa,124.36062840091276
MORBI,69.89681424221129
Devbhumi Dwarka at Khambhaliya,94.62291079812206
Chhota Udepur,102.68279569892474
Mahisagar at Lunawada,82.16166460396039
BOTAD,128.1770428015564
Korba,25.36278977610461
Bilaspur,26.70477481548426
Raipur,29.84291651667375
Surguja,68.52298352124892
Dhamtari,49.09118881118881
Raigarh,39.79426523297491
Durg,47.46345919610231
Kawardha,54.07478202548625
Rajnandgaon,46.06930693069307
Koriya,111.47887323943662
Mahasamund,48.11333333333334
Kanker,65.23150224215246
Bastar,71.23172550969667
Jashpur,55.079202861522745
Dantewada,56.89906542056075
Janjgir,51.09319787985866
Balod,46.81453154875717
Bemetara,55.44592790387183
Surajpur,74.99938912645082
Kondagaon,80.61873990306947
Balodabazar,47.54332414336353
Mungeli,61.99649122807018
Balrampur Ramanujganj,137.5298913043478
Aizawl,127.06758832565284
West Tripura,95.5
North Tripura,175.0016583747927
SouthTripura,193.68592592592591
Unakoti  Tripura,115.7671497584541
Gomati District,116.94298245614034
Sepahijala Tripura,194.62202380952385
Khowai Tripura,290.56229508196725
Dhalai Tripura,155.82154340836013
East Khasi Hills,33.78724573941726
West Garo Hills,75.4908088235294
West Jaintia Hills,186.97222222222223
East Garo Hills,91.50561797752808
Ri Bhoi,176.32978723404256
West Khasi Hills,651.0
Ludhiana,120.32205771291076
Jalandhar,63.59884370701513
Rupnagar,72.91374287523749
Fatehgarh Sahib,55.89770529844012
Patiala,61.39655959811235
Ferozepur,80.73962612982744
Amritsar,86.64039387115292
Faridkot,86.0816199376947
Gurdaspur,88.19565638937367
Kapurthala,72.14473265436028
Moga,68.47894613032229
Mansa,75.15893727401352
Sri Muktsar Sahib,74.90555990602975
SBS Nagar,62.92878620034816
Barnala,81.18283198826119
Bathinda,71.7010681916271
Hoshiarpurr,107.6728796597448
Sangrur,83.03446158045584
Pathankot,105.437848315968
Tarn Taran,74.02357274401473
Mohali,95.27320061255745
Fazilka,188.6240380111089
Jabalpur,43.53688560626044
Narsinghpur,37.88771448181195
Hoshangabad,63.168183908045975
Harda,68.62838063439065
Umaria,23.89047461002323
Dindori,41.12536322125364
Panna,34.82982142857142
Alirajpur,31.56811594202898
Jhabua,39.19635860797419
Khandwa,52.807417141188495
Shahdol,33.119675456389444
Sheopur,34.95438066465257
Datia,38.629894578313255
Rajgarh,40.1038000510074
Morena,39.11317034700315
Mandleshwar,30.06420438235575
Neemuch,41.90811455847255
Barwani,34.32996632996633
Shajapur,45.6863886194633
Chhindwara,26.232084949449987
Sidhi,46.04844559585492
Anuppur,63.593716143011925
Shivpuri,63.38181818181818
Raisen,58.80520346897932
Sehore,64.87210041309183
Balaghat,31.36289286131557
Damoh,42.59505154639175
Vidisha,49.28651527894589
Bhind,47.81818181818182
Guna,48.2991662579696
Singrauli,41.836777399947685
Satna,38.87348668280872
Seoni,24.265575501583942
Katni,28.2131009277481
Mandsaur,45.68475565280817
Tikamgarh,54.57755006986493
Betul,42.539411966594216
Dhar,41.22681459489022
Chhatarpur,48.67274063188831
Dewas,43.699892723046666
Mandla,44.38653001464129
Ratlam,35.54316083315439
Sagar,42.23016082256788
Gwalior,35.42632050134288
Ujjain,72.76753782668501
Rewa,46.07567251461988
Indore,33.5602963403454
Ashoknagr,61.92384406165005
Burhanpur,42.44284736481861
Bhopal,58.445002007226016
Namchi,52.1174089068826
Mangan,39.76344086021505
Gyalshing,62.51079136690647
Gangtok,41.14351851851852
Imphal East,49.74500399680256
Imphal West,52.93244353182751
Bishnupur,41.95148842337376
Thoubal,44.09187579753296
Senapati,40.223958333333336
Churachandpur,42.86607142857142
Chandel,37.35869565217392
Tamenglong,49.27135678391959
North East,64.93441476716542
Shahdara,73.0802009509285
East,54.662982471289176
North,69.81053362122147
North West,118.04642962092272
South West,167.28524277866384
New Delhi,82.40855823863636
Central,134.78794766442286
West,75.3642920409971
South,103.44228903976722
South East,87.62085239863018
Chandigarh,205.1756419093572
Adilabad,58.82893226176808
Hyderabad,90.58640818993683
Karimnagar,101.40058002537612
Khammam,96.22307692307692
Mahabubnagar,79.01697643787503
Medak,90.00416736122688
Nalgonda,195.19482796405876
Nizamabad,92.6378920953576
Rangareddy,109.83340201330428
Warangal,134.07359204921912
North Goa,55.90932160378955
South Goa,53.15531424810793
Diu,57.206132879046
Daman,85.40397350993378
Silvassa,176.65793528505392
