Name,Unique-ID,mean_decision_days
Balod,336,46.81453154875717
Bemetra,318,55.44592790387183
Surajpur,332,74.99938912645082
Kondagaon,329,71.82457558609539
Baloda Bazar,335,47.54332414336353
Mungeli,320,61.99649122807018
Aizawl,277,127.06758832565284
West Tripura,301,95.5
North Tripura,304,175.0016583747927
South Tripura,306,193.68592592592591
Gomati,305,116.94298245614034
Khowai,299,290.56229508196725
Dhalai,302,155.82154340836013
East Khasi Hills,309,33.78724573941726
West Garo Hills,312,75.4908088235294
West Jaintia Hills,315,186.97222222222223
East Garo Hills,316,91.50561797752808
Ribhoi,308,176.32978723404256
West Khasi Hills,310,651.0
Ludhiana,406,120.32205771291076
Jalandhar,408,63.59884370701513
Rupnagar,412,72.91374287523749
Fatehgarh Sahib,401,55.89770529844012
Patiala,398,61.39655959811235
Firozpur,413,80.73962612982744
Amritsar,404,86.64039387115292
Faridkot,405,86.0816199376947
Gurdaspur,397,88.19565638937367
Kapurthala,400,72.14473265436028
Moga,410,68.47894613032229
Mansa,403,75.15893727401352
Muktsar,409,74.90555990602975
Shahid Bhagat Singh Nagar,417,62.92878620034816
Barnala,415,81.18283198826119
Bathinda,407,71.7010681916271
Hoshiarpur,411,107.6728796597448
Sangrur,402,83.03446158045584
Pathankot,396,105.437848315968
Tarn Taran,399,74.02357274401473
Sahibzada Ajit Singh Nagar,416,95.27320061255745
Fazilka,414,188.6240380111089
Jabalpur,7,43.53688560626044
Narsimhapur,8,37.88771448181195
Hoshangabad,5,63.168183908045975
Harda,19,68.62838063439065
Umaria,33,23.89047461002323
Dindori,12,41.12536322125364
Panna,9,34.82982142857142
Alirajpur,39,31.56811594202898
Jhabua,30,39.19635860797419
Khandwa (East Nimar),32,52.807417141188495
Shahdol,49,33.119675456389444
Sheopur,27,34.95438066465257
Datia,46,38.629894578313255
Rajgarh,42,40.1038000510074
Morena,28,39.11317034700315
Khargone (West Nimar),26,30.06420438235575
Neemuch,21,41.90811455847255
Barwani,14,34.32996632996633
Shajapur,44,45.6863886194633
Chhindwara,3,26.232084949449987
Sidhi,38,46.04844559585492
Anuppur,48,63.593716143011925
Shivpuri,45,63.38181818181818
Raisen,2,58.80520346897932
Sehore,6,64.87210041309183
Balaghat,13,31.36289286131557
Damoh,35,42.59505154639175
Vidisha,50,49.28651527894589
Bhind,29,47.81818181818182
Guna,23,48.2991662579696
Singrauli,40,41.836777399947685
Satna,15,38.87348668280872
Seoni,31,24.265575501583942
Katni,37,28.2131009277481
Mandsaur,25,45.68475565280817
Tikamgarh,22,54.57755006986493
Betul,4,42.539411966594216
Dhar,36,41.22681459489022
Chhatarpur,16,48.67274063188831
Dewas,24,43.699892723046666
Mandla,43,44.38653001464129
Ratlam,18,35.54316083315439
Sagar,20,42.23016082256788
Gwalior,34,35.42632050134288
Ujjain,10,72.76753782668501
Rewa,11,46.07567251461988
Indore,17,33.5602963403454
Ashoknagar,1,61.92384406165005
Burhanpur,47,42.44284736481861
Bhopal,41,58.445002007226016
South District,374,52.1174089068826
North District,373,39.76344086021505
West District,375,62.51079136690647
East District,376,41.14351851851852
Imphal East,285,49.74500399680256
Imphal West,287,52.93244353182751
Bishnupur,282,41.95148842337376
Thoubal,284,44.09187579753296
Senapati,701,40.223958333333336
Churachandpur,283,42.86607142857142
Chandel,279,37.35869565217392
Tamenglong,280,49.27135678391959
North East,711,64.93441476716542
Shahdara,714,73.0802009509285
East,706,54.662982471289176
North,710,69.81053362122147
