state_code,dist_code,year,state_name,district_name,total_cases
23,32,2018,Madhya Pradesh,Satna,8260
23,33,2018,Madhya Pradesh,Seoni,7576
23,34,2018,Madhya Pradesh,Katni,7114
23,35,2018,Madhya Pradesh,Mandsaur,6855
23,36,2018,Madhya Pradesh,Tikamgarh,8588
23,37,2018,Madhya Pradesh,Betul,8741
23,38,2018,Madhya Pradesh,Dhar,12799
23,39,2018,Madhya Pradesh,Chhatarpur,6805
23,40,2018,Madhya Pradesh,Dewas,11186
23,41,2018,Madhya Pradesh,Mandla,4781
23,42,2018,Madhya Pradesh,Ratlam,9314
23,43,2018,Madhya Pradesh,Sagar,15172
23,44,2018,Madhya Pradesh,Gwalior,16755
23,45,2018,Madhya Pradesh,Ujjain,13086
23,46,2018,Madhya Pradesh,Rewa,8550
23,47,2018,Madhya Pradesh,Indore,40359
23,48,2018,Madhya Pradesh,Ashoknagr,3309
23,49,2018,Madhya Pradesh,Burhanpur,4383
23,50,2018,Madhya Pradesh,Bhopal,29892
24,1,2018,Sikkim,Namchi,988
24,2,2018,Sikkim,Mangan,93
24,3,2018,Sikkim,Gyalshing,556
24,4,2018,Sikkim,Gangtok,1728
25,1,2018,Manipur,Imphal East,2502
25,2,2018,Manipur,Imphal West,4870
25,3,2018,Manipur,Bishnupur,907
25,4,2018,Manipur,Thoubal,2351
25,5,2018,Manipur,Senapati,384
25,6,2018,Manipur,Churachandpur,336
25,8,2018,Manipur,Chandel,184
25,9,2018,Manipur,Tamenglong,199
26,1,2018,Delhi,North East,7151
26,2,2018,Delhi,Shahdara,11147
26,3,2018,Delhi,East,11581
26,4,2018,Delhi,North,12968
26,5,2018,Delhi,North West,17015
26,6,2018,Delhi,South West,45144
26,7,2018,Delhi,New Delhi,16896
26,8,2018,Delhi,Central,34317
26,9,2018,Delhi,West,15806
26,10,2018,Delhi,South,28868
26,11,2018,Delhi,South East,34748
27,1,2018,Chandigarh,Chandigarh,23212
29,1,2018,Telangana,Adilabad,8710
29,2,2018,Telangana,Hyderabad,22955
29,3,2018,Telangana,Karimnagar,5517
29,4,2018,Telangana,Khammam,7020
29,5,2018,Telangana,Mahabubnagar,6833
29,6,2018,Telangana,Medak,5998
29,7,2018,Telangana,Nalgonda,4563
29,8,2018,Telangana,Nizamabad,3985
29,9,2018,Telangana,Rangareddy,16987
29,10,2018,Telangana,Warangal,4226
30,1,2018,Goa,North Goa,11822
30,2,2018,Goa,South Goa,12156
31,1,2018,Diu and Daman,Diu,587
31,2,2018,Diu and Daman,Daman,1057
32,1,2018,DNH at Silvasa,Silvassa,1298
33,1,2018,Ladakh,Kargil,149
33,2,2018,Ladakh,Leh,284
