case_pendency_rate,mean_disposition_days
0.0229166666666666,120.41257995735609
0.0250061896509036,54.33544946673438
0.0273076923076923,75.38592328983788
0.0510308691194896,129.87384467650944
0.0602112904271177,157.2151724137931
0.0769122905419617,144.30867385690414
0.087229409504291,80.95888296379455
0.0903194022497742,200.791316905858
0.0992350841407445,141.9377830615942
0.1015658982166159,97.50907770515612
0.1025011165698972,184.22269221199304
0.1051819562129597,407.5130955964859
0.1101913229241934,262.7540999523364
0.1117021276595744,72.1938622754491
0.1126862501376717,261.13414309779233
0.1142149168585519,209.21469948009425
0.1144780438703183,415.1014516778365
0.1163271331561854,260.390243902439
0.1190199811177663,252.6400625428225
0.120409070698088,203.6436154079466
0.1226849189002645,323.3457024847571
0.1240668325630998,475.20028409090907
0.124554037327379,222.773973552161
0.1256941268700594,279.36023313158483
0.126635480388629,324.0963132653229
0.127773861679441,342.61101961065134
0.1304935992696303,326.1846504035132
0.1307982911977556,279.35706098645664
0.1340829230597258,287.7287820237584
0.1347604312720591,281.06913652682897
0.1403054577708789,216.8381116355852
0.1411423247814247,256.1426530101381
0.141299226361467,280.83898117582504
0.1420611245567625,392.2777231078746
0.142476375090865,353.8915889611001
0.1425445857598244,406.5311002248756
0.1433242030256955,322.7167365298052
0.1434548108897239,239.5129565773173
0.1440749835100574,268.8388550705867
0.1450199203187251,316.57735321528423
0.1450864122742126,322.4211107250169
0.1454194084201111,238.6981890219971
0.145874470424562,300.08194934977985
0.1461929613274454,236.396520648852
0.1474733893557423,325.999211439386
0.1475502627455051,277.89483268044734
0.1477700027392484,320.03151389416473
0.1481575275464652,292.8110696589915
0.1483131217954209,325.52747884308684
0.1508197469973055,281.87322864287825
0.1509712837837837,189.0428997761751
0.1528022798208712,494.7626141278232
0.1529778838212352,301.3781594544644
0.153111982852752,270.4707798099422
0.1533615969516486,391.79077971049753
0.155115901872001,226.7534345191673
0.155412254573242,261.39901521796
0.1555596451562018,310.9110874892701
0.1556493499978261,370.8315337083103
0.1557761830248745,320.41706080361325
0.1562364442375445,334.3870971786834
0.1570628658691779,418.0891633201485
0.1571593794451165,340.8874307976215
0.1571685696294934,338.7419934943009
0.1585342667012358,312.6894141692172
0.1586870582597931,179.51608999003275
0.1590438733189864,345.3541846419327
0.1603389162306879,285.39398242758017
0.160736521393562,308.95189090220344
0.1608477560376042,443.0196152171332
0.1611516793123293,334.8965960018128
0.1619732961290401,345.69915006717684
0.1628915605228353,428.3679401047597
0.1649645144538687,360.7155887230514
0.1651379089159717,397.6525488840229
0.1656775792356854,254.2479774885684
0.1661786237188872,152.05004389815628
0.1665497672639163,317.9366536607758
0.1665567940584119,304.9919160546864
0.1668268138856374,357.5735793667436
0.167504700275458,305.85414915966385
0.1680634585297312,312.8458267452446
0.1680647749653512,431.0236519070583
0.1684268654655898,212.21042583215737
0.1686503551696921,380.56907682375726
0.1690540874289948,420.6638536823557
0.1697954888718551,349.6341639304855
0.1705699054878834,291.38144413119886
0.1713560252539116,338.42072463768113
0.1720022132637736,273.8772505966587
0.1722129573933934,409.921943599584
0.1723360738848041,332.81042219406504
0.174493699764838,393.45729075873214
0.1760057155418773,437.4722878066349
0.1776070038910505,329.7582503371105
0.1785511971236661,436.0947019541338
0.1789382242950349,418.4587826126106
0.1795123607221232,275.9515759608707
0.1796988652894966,256.3102194635336
0.1797747803930652,429.4461316215365
0.1799758212331171,319.45357629751754
0.180186908442745,374.77452522516506
0.1816205111286894,406.2082987855994
0.1840926362945482,367.1912272961248
0.1852987702078658,302.0794454231739
0.186579431520047,333.1286313347609
0.1867977989038278,277.54187182177736
0.1868910540301151,110.640522875817
0.1872953906213977,354.8021256879172
0.1873035457242736,366.8774082776071
0.1882694913166646,390.68550809961096
0.1900653789205379,414.03630368546266
0.1900855850902104,354.8351424532145
0.1905595151722077,397.4911721727603
0.1917335672041197,242.4002971387872
0.1932741686194346,417.15809771020673
0.1937114461960246,494.5597704813516
0.1938309326349483,468.1379343536433
0.1947115025194001,442.1209558379829
0.1951739670947573,452.48251436400886
0.1958162917025818,333.14503783846
0.1958988380041011,347.2335631046953
0.1967154318074563,407.43058231893593
0.1974235620055409,459.746734958377
0.1989438846494371,408.5378745016513
0.1993882204442272,402.79125371103805
0.1998741319907412,504.9878017890709
0.2001119507416736,474.4734662934453
0.2005426031718022,375.1530693888813
0.2016673979815708,387.027848008501
0.2023159413168052,357.1838478582713
0.2026165465896184,360.4291833891327
0.2033060244952002,434.8259108260407
0.2040464916056823,492.6338276735647
0.2041149685056108,462.8334059631416
0.2042109762478536,416.8125538279174
0.2044429354416258,382.5626447994147
0.2050724196689386,594.621045378859
0.2059267725213274,378.7801544669477
0.206059751271436,271.09123683330546
0.2062705565759685,327.4724464535572
0.2067183763923718,363.0037199317768
0.2070625828750298,360.18858200260433
0.2070806676607821,430.7582807570978
0.2070978895521414,404.1391311502386
0.2076988471118137,367.8941513092258
0.207713633330985,474.394353231619
0.2083329673900633,324.09919014865767
0.2088226913814436,540.5815482827007
0.2097535971881521,382.90715344699777
0.2099070089379758,382.4724803839415
0.2105603164139749,311.87431319828323
0.2109943706602609,261.2742936990459
0.2112778410653258,354.90108822870235
0.2118063788358876,358.6631722880583
0.2121271009489156,357.616260213801
0.2126714687482064,515.1696813406111
0.2128596888203608,392.0073011269684
0.2130897826066042,374.0838566648872
0.21338090217093,425.1988799118619
0.2135385479041916,418.1698847210821
0.2136384066226965,354.2879226924713
0.2140413717296339,521.4609792266979
0.2141913707073671,278.97493930338965
0.2147651006711409,380.6097768495959
0.215231235573848,335.4855330533851
0.2156736558023666,369.45456711045233
0.2160853813362509,316.0430623584558
0.2162251499268074,401.7006868297385
0.2168361223178126,502.7226237677606
0.2171002979918616,363.2382414688381
0.2189095785835869,464.0932113847983
0.2189842913245269,333.53796925889947
0.2190192837465564,350.5250162259785
0.2195331047217093,388.0524820447824
0.2196921103271328,393.7265378819016
0.2197269351401156,573.7950213507002
0.2204913542442162,451.5785670522939
0.2205238869891438,495.5311986234273
0.2209112837689671,415.85619912249234
0.2210275560133917,542.7675531035622
0.2213009459301646,329.7438324835033
0.2230095792220722,355.8140895689737
0.2232122081022045,428.6065168235317
0.2236182661600503,399.1907313997478
0.2243460693771821,338.40876647684735
0.2247022942284904,373.4385868203458
0.2260903275828649,441.993888694084
0.2267432044572007,291.8158175642892
0.2276048416002647,463.7703053235287
0.2282998739210552,479.6077487926175
0.2287611270090825,438.4480685184642
0.2289370778528261,213.81558321807285
0.2295153943252291,419.2841370467982
0.2298901856602549,499.2739601574741
0.2299208690617331,487.8461590484147
0.2299340563892158,377.1874146631048
0.2301073189596828,520.2215774271797
0.2306686167493073,470.5562905718702
0.2307235989879057,255.3560108902633
0.2310914344794676,273.5198248517446
0.2314416992087383,335.7137296274738
0.2315545920707049,563.6547657152778
0.2323306115277559,287.1529422393544
0.2324123577722112,525.8258377711392
0.2326633012085054,478.8869954227205
0.2326721841092505,433.96581454643047
0.2333377618351711,343.6423867837338
0.2336726250964843,393.0944884457359
0.2338594994311718,336.8224593967517
0.2338665228497093,358.6723343028653
0.2341224997174822,364.0108819949094
0.2344987708276427,306.05334522747546
0.2351001775297996,351.9461056185194
0.2357044314650782,410.962844562907
0.2359328642150533,349.509371887694
0.2361904195836853,298.2212328386415
0.23665342558439,416.6918590105578
0.2367279649515898,436.1097297864927
0.2373473888022374,346.00560648801127
0.2379593884801839,390.1678287143487
0.2390288070071792,433.8038249383279
0.2403839941737194,405.06219531524846
0.2408191077320327,538.4117813784308
0.2422170784662037,358.7427898276189
0.2425388285453253,445.0684490903608
0.2435503685503685,580.2984503992421
0.2452077917693528,293.3097322175358
0.2452292744303089,517.4660461670255
0.2470321187248287,507.4242657440503
0.247558031410754,428.0658148341307
0.2481199892274865,338.6699454455282
0.2485214845841712,364.49655117810994
0.2488838338397813,446.8335216742756
0.2489990959576391,545.3699914015477
0.2494387067804221,327.7364642536644
0.2509762454389753,294.3923552289375
0.2516894110469476,446.8024662699648
0.2520634395711904,442.0143146647016
0.2531547311014689,407.77459158382857
