Name,Unique-ID,case_pendency_rate
Sambalpur,497,0.635089450505272
Jharsuguda,511,0.7168180167090447
Kendujhar,506,0.5745413592740093
Jagatsinghapur,491,0.5634194753638981
Puri,485,0.5638937774158809
Sundargarh,508,0.5662149813902695
Balangir,513,0.5715871254162043
Bhadrak,509,0.575409857177813
Jajapur,502,0.610188302319559
Subarnapur,484,0.4704192746291691
Rayagada,512,0.2710423634336678
Nayagarh,500,0.5483913328956008
Kandhamal,492,0.3735233818217319
Baudh,504,0.4080477356181151
Mayurbhanj,494,0.6326855053455746
Anugul,486,0.6428870483298443
Bargarh,490,0.5671531194039067
Debagarh,487,0.3872470620958209
Malkangiri,495,0.5296685025459836
Nabarangapur,489,0.428386739311109
Kathua,83,0.3427205100956429
Udhampur,77,0.2938408896492729
Baramula,65,0.5280923927584055
Anantnag,64,0.1586870582597931
Srinagar,72,0.4055781620888437
Pulwama,74,0.281874960570311
Ganderbal,76,0.347085201793722
Badgam,78,0.4097469289118614
Reasi,68,0.4041872637394591
Shupiyan,67,0.302600686292216
Kupwara,80,0.5446768060836502
Punch,79,0.2982588235294117
Rajouri,69,0.6672064087267768
Ramban,75,0.3864905098622999
Doda,73,0.3878558977338756
Leh(Ladakh),71,0.4137404580152671
Leh(Ladakh),71,0.2664359861591695
Kargil,84,0.4638694638694638
Kargil,84,0.2922636103151863
Bandipore,82,0.5939849624060151
Jammu,70,0.6701803814890378
Kulgam,66,0.4029572207866781
Samba,81,0.7147843082507329
Kishtwar,85,0.2605230037756957
Allahabad,636,0.4468167492813421
Bareilly,575,0.3716452675616419
Gorakhpur,591,0.3665929427260918
Hardoi,578,0.4419732582349472
Chitrakoot,589,0.215231235573848
Meerut,568,0.2993048851980658
Bahraich,563,0.3751350552687715
Ghaziabad,621,0.360912683098083
Fatehpur,617,0.3503662128106612
Shrawasti,567,0.4657319059809169
Jaunpur,609,0.4509700409132902
Pilibhit,584,0.3401721290098235
Mainpuri,585,0.4989386113426781
Ambedkar Nagar,595,0.3831569115815691
Sitapur,565,0.372126701377844
Auraiya,600,0.5277969457862051
Budaun,561,0.2851400256985567
Kanpur Nagar,597,0.5334835768842479
Gautam Buddha Nagar,623,0.322372764447948
Ballia,596,0.5637759454080182
Sant Ravidas Nagar (Bhadohi),598,0.3170736752826305
Lalitpur,641,0.4541379482569174
Lucknow,592,0.4656228579674591
Etah,577,0.2608519722613682
Muzaffarnagar,622,0.3986191542894992
Varanasi,604,0.3891953769343226
Ghazipur,642,0.5289639280333245
Firozabad,587,0.4238406987660944
Agra,626,0.4126402366652153
Etawah,625,0.4397660361882256
Kushinagar,614,0.4203528120495629
Jyotiba Phule Nagar,586,0.3074305003417444
Bara Banki,610,0.3040420283147161
Kaushambi,602,0.4933370381948062
Mahoba,611,0.2373473888022374
Banda,639,0.3158374181234546
Kanshiram Nagar,562,0.3349208041605951
Deoria,615,0.62485851344796
Mau,618,0.3711796543329108
Aligarh,569,0.3138254548572198
Azamgarh,593,0.4081090902136286
Baghpat,572,0.363761277872637
Basti,590,0.4403147689077483
Bijnor,571,0.3742263076218732
Bulandshahr,570,0.3514543140576668
Faizabad,594,0.3413887598699489
Gonda,607,0.5512412063199169
Kanpur Dehat,608,0.3420655070395937
Mahrajganj,612,0.4689607925801012
Mathura,576,0.2679328068538978
Moradabad,559,0.2452077917693528
Rae Bareli,619,0.3235523359772592
Rampur,574,0.2314416992087383
Saharanpur,624,0.3874359046467373
Shahjahanpur,581,0.3527265098355316
Siddharthnagar,599,0.363139544703285
Sonbhadra,640,0.3463590979514546
Sultanpur,588,0.5033553034718797
Unnao,616,0.3242634426968072
Farrukhabad,582,0.4271255218697569
Mahamaya Nagar,580,0.3537834520009821
Jhansi,638,0.2361904195836853
Balrampur,328,0.4802884849666196
Balrampur,579,0.4802884849666196
Mirzapur,613,0.3875611554185376
Kannauj,583,0.5138727427729985
Jalaun,603,0.2050724196689386
Sant Kabir Nagar,601,0.4157237754580626
Hapur,564,0.4303486987181755
Sambhal,560,0.4388438861381808
Chandauli,637,0.8652766639935846
Samli,566,0.5568474355710203
Karnal,206,0.1555596451562018
Sirsa,213,0.1450864122742126
Ambala,217,0.180186908442745
Bhiwani,203,0.1993882204442272
Faridabad,212,0.2379593884801839
Gurgaon,197,0.2403839941737194
Hisar,214,0.1619732961290401
Jhajjar,202,0.1690540874289948
Jind,208,0.2023159413168052
Kurukshetra,207,0.2338665228497093
Mahendragarh,210,0.2140413717296339
Rohtak,216,0.1611516793123293
Sonipat,205,0.2287611270090825
Panchkula,200,0.141299226361467
Fatehabad,211,0.1454194084201111
Kaithal,204,0.174493699764838
Rewari,215,0.1947115025194001
Panipat,209,0.1900653789205379
Mewat,201,0.2520634395711904
Yamunanagar,198,0.2205238869891438
Palwal,199,0.2714243798948247
Nainital,345,0.2105603164139749
Garhwal,350,0.2333377618351711
Tehri Garhwal,353,0.1461929613274454
Udham Singh Nagar,357,0.3196212813867207
Dehradun,346,0.3507099219472988
Uttarkashi,349,0.120409070698088
Almora,347,0.0903194022497742
Chamoli,356,0.1163271331561854
Hardwar,351,0.3023647837660502
Champawat,348,0.0769122905419617
Bageshwar,354,0.0510308691194896
Pithoragarh,355,0.1025011165698972
Rudraprayag,352,1.0
Maldah,381,0.2973629961511421
Hugli,395,0.4097435401609823
Kolkata,380,0.470725182652147
Jalpaiguri,384,0.4195844034555218
Koch Bihar,393,0.2785983758552337
Paschim Medinipur,394,0.3762539147576427
Birbhum,389,0.4935841551789898
Purba Medinipur,386,0.4603257239401202
Puruliya,392,0.3381885281300302
Haora,387,0.286903166020387
Murshidabad,379,0.4639798103395534
Dakshin Dinajpur,378,0.2758355683119246
Darjiling,383,0.480351627464956
Barddhaman,390,0.4291282972176903
Bankura,391,0.4384849274606898
South Twenty Four Parganas,382,0.4818495590315751
Uttar Dinajpur,385,0.2925824551799644
Nadia,377,0.4628064677263738
Kalimpong,718,0.0842602892102336
Paschim Barddhaman,717,0.2252210887748787
Jhargram,716,0.3162136832239925
Gandhinagar,116,0.1932741686194346
Ahmadabad,89,0.2367279649515898
Surat,111,0.2690169253705165
Mahesana,104,0.1816205111286894
Rajkot,101,0.1789382242950349
Amreli,99,0.2136384066226965
Anand,97,0.1785511971236661
Banas Kantha,95,0.1882694913166646
Bharuch,106,0.1307982911977556
Bhavnagar,88,0.2121271009489156
Dohad,100,0.1760057155418773
Jamnagar,112,0.2070806676607821
Junagadh,108,0.1425445857598244
Kheda,120,0.1697954888718551
Kachchh,102,0.23665342558439
Panch Mahals,119,0.2126714687482064
Patan,105,0.127773861679441
Sabar Kantha,94,0.2118063788358876
Surendranagar,96,0.1651379089159717
Vadodara,92,0.2890227460531466
Navsari,110,0.155115901872001
Narmada,98,0.1474733893557423
Tapi,113,0.1051819562129597
Valsad,115,0.2195331047217093
Porbandar,114,0.126635480388629
Gir Somnath,107,0.1989438846494371
Aravali,93,0.1477700027392484
Morbi,118,0.2310914344794676
Devbhumi Dwarka,109,0.1967154318074563
Chhota Udaipur,90,0.1126862501376717
Mahisagar,117,0.2189095785835869
Batod,91,0.1701158530547579
Korba,339,0.2190192837465564
Raipur,334,0.2323306115277559
Surguja,327,0.2816229116945107
Dhamtari,338,0.1656775792356854
Raigarh,340,0.2744920926375644
Raigarh,475,0.2744920926375644
Durg,331,0.312384269291078
Kabeerdham,323,0.1665497672639163
Rajnandgaon,344,0.2076988471118137
Koriya,337,0.357453802416489
Mahasamund,342,0.3137096541578932
Uttar Bastar Kanker,325,0.1226849189002645
Bastar,319,0.2189842913245269
Jashpur,341,0.2494387067804221
Dakshin Bastar Dantewada,326,0.2344987708276427
Janjgir-Champa,343,0.3699448250773055
Balod,336,0.1509712837837837
Bemetra,318,0.3008363500187243
Surajpur,332,0.4908669925392333
Kondagaon,329,0.1528022798208712
Baloda Bazar,335,0.2542999323606145
Mungeli,320,0.3113708820403825
Aizawl,277,0.3002373825988234
Lunglei,271,0.4206471494607088
West Tripura,301,0.2001119507416736
North Tripura,304,0.2535644681505795
South Tripura,306,0.3287838167194735
Gomati,305,0.1240668325630998
Khowai,299,0.2694546238413451
Dhalai,302,0.1058929105593778
East Khasi Hills,309,0.1684268654655898
West Garo Hills,312,0.2289370778528261
West Jaintia Hills,315,0.8940998487140696
East Garo Hills,316,0.0751988430947216
Ribhoi,308,0.7203389830508474
West Khasi Hills,310,1.0
Ludhiana,406,0.2390288070071792
Jalandhar,408,0.1340829230597258
Rupnagar,412,0.2041149685056108
Fatehgarh Sahib,401,0.1562364442375445
Patiala,398,0.186579431520047
Firozpur,413,0.1533615969516486
Amritsar,404,0.1722129573933934
Faridkot,405,0.1608477560376042
Gurdaspur,397,0.2197269351401156
Kapurthala,400,0.1590438733189864
Moga,410,0.1628915605228353
Mansa,403,0.1571593794451165
Muktsar,409,0.2099070089379758
Shahid Bhagat Singh Nagar,417,0.1686503551696921
Barnala,415,0.1420611245567625
Bathinda,407,0.1481575275464652
Hoshiarpur,411,0.2210275560133917
Sangrur,402,0.1905595151722077
Pathankot,396,0.2040464916056823
Tarn Taran,399,0.2204913542442162
Sahibzada Ajit Singh Nagar,416,0.2276048416002647
Fazilka,414,0.1232700260525117
Jabalpur,7,0.2957901208752453
Narsimhapur,8,0.2067183763923718
Hoshangabad,5,0.2326721841092505
Harda,19,0.1570628658691779
Umaria,33,0.2147651006711409
Dindori,12,0.2595193390912504
Panna,9,0.1557761830248745
Alirajpur,39,0.167504700275458
Jhabua,30,0.2162251499268074
Khandwa (East Nimar),32,0.1508197469973055
Shahdol,49,0.2748128377058785
Sheopur,27,0.1937114461960246
Datia,46,0.2247022942284904
Rajgarh,42,0.2298901856602549
Morena,28,0.2928731267376415
Khargone (West Nimar),26,0.1998741319907412
Neemuch,21,0.3008720640178803
Barwani,14,0.1680647749653512
Shajapur,44,0.2745183662984845
Chhindwara,3,0.1900855850902104
Sidhi,38,0.3030366317196441
Anuppur,48,0.2996114310910243
Shivpuri,45,0.1974235620055409
Raisen,2,0.2644263457115164
Sehore,6,0.2282998739210552
Balaghat,13,0.1958988380041011
Damoh,35,0.2033060244952002
Vidisha,50,0.2987457655929384
Bhind,29,0.2764927380311995
Guna,23,0.3024629596633818
Singrauli,40,0.3655983273185542
Satna,15,0.3126573356157486
Seoni,31,0.2299340563892158
Katni,37,0.2026165465896184
Mandsaur,25,0.2963712529242152
Tikamgarh,22,0.2135385479041916
Betul,4,0.1840926362945482
Dhar,36,0.2232122081022045
Chhatarpur,16,0.2945999795647287
Dewas,24,0.2168361223178126
Mandla,43,0.1668268138856374
Ratlam,18,0.2869959184488109
Sagar,20,0.2059267725213274
Gwalior,34,0.2230095792220722
Ujjain,10,0.2661287820015516
Rewa,11,0.3490558320696186
Indore,17,0.3088470148293636
Ashoknagar,1,0.4130323551542513
Burhanpur,47,0.2016673979815708
Bhopal,41,0.1475502627455051
South District,374,0.0273076923076923
North District,373,0.0229166666666666
West District,375,0.0250061896509036
East District,376,0.0602112904271177
Imphal East,285,0.0992350841407445
Imphal West,287,0.124554037327379
Bishnupur,282,0.087229409504291
Thoubal,284,0.1015658982166159
Senapati,701,0.1661786237188872
Churachandpur,283,0.1117021276595744
Chandel,279,0.0512129380053908
Tamenglong,280,0.1868910540301151
North East,711,0.2070625828750298
Shahdara,714,0.3644913562705098
East,706,0.2954993634707071
North,710,0.3080869570878881
North West,704,0.3520745526245843
South West,707,0.2618263093619669
New Delhi,705,0.3604267679463337
Central,713,0.2531547311014689
West,708,0.3465412546670496
South,709,0.2879053603670651
South East,712,0.2639934078047662
Chandigarh,218,0.1797747803930652
Adilabad,664,0.1938309326349483
Hydrabad,656,0.2301073189596828
Karimnagar,658,0.3945047516799873
Khammam,674,0.2756892230576441
Mahabubnagar,684,0.3225980326101603
Medak,660,0.3304941701939806
Nalgonda,662,0.5478769190022608
Nizamabad,659,0.2435503685503685
Rangareddy,661,0.3692048931929492
Warangal (R),676,0.3424953220595552
North Goa,219,0.1799758212331171
South Goa,220,0.1142149168585519
Diu,87,0.0517684887459807
Daman,86,0.0611940298507462
Dadra & Nagar Haveli,121,0.1515117953261712
