cases_per_judge,mean_disposition_days
382.1111111111111,445.5285505124451
386.572,494.13604823623234
390.0,580.984
392.8709677419355,200.791316905858
393.12280701754383,333.53796925889947
393.1678420310296,501.87361243419406
396.10869565217394,419.2841370467982
397.1612903225807,1046.8770851049912
399.5185185185185,467.2240464880321
400.9583333333333,410.6765355722493
402.6277777777778,483.6789408937643
403.0928,471.9438735263288
406.0263157894737,157.2151724137931
407.22003929273086,467.1173505563551
410.5636363636364,343.6423867837338
413.6470588235294,336.8224593967517
415.63818565400845,455.50061060237647
415.832,724.3781358311978
425.2884615384616,597.2242510699001
427.9411764705882,605.8363003823732
429.4285714285714,428.0866141732283
435.42767295597486,425.1988799118619
438.4393063583815,311.87431319828323
440.3529411764706,510.55395394501966
441.212962962963,517.4029773877892
442.9560606060606,490.3101481551494
447.9411764705882,674.2531259086944
449.8,203.6436154079466
453.84988452655887,520.2215774271797
455.13698630136986,772.8869346733668
458.8444444444444,545.3699914015477
460.5625,494.7626141278232
466.5174418604651,525.8258377711392
466.85135135135135,534.4581078067669
469.746835443038,469.3524075140057
475.04761904761904,625.6369047619048
480.84939759036143,576.9735105693788
481.0398069963812,508.44188600849066
485.3507109004739,563.6808951946037
486.3151260504202,572.8555323164821
487.5161290322581,725.2390535161433
495.34375,400.4798383554423
496.6,382.90715344699777
497.55555555555554,184.22269221199304
501.3333333333333,72.1938622754491
503.7911111111111,393.906245074241
505.56060606060606,405.0834649326521
516.6567164179105,540.2251344302412
520.52,438.5433275168804
529.9459459459459,402.4686826914793
530.1363636363636,595.3712458512102
534.4,219.53671328671328
534.48,327.7364642536644
544.547619047619,305.85414915966385
545.2086614173228,575.1631426783749
552.0260798696006,470.2768893987103
553.6276041666666,458.74726682720166
554.2567567567568,370.9351172898902
554.8390804597701,338.6699454455282
558.709090909091,531.0835800737624
564.9246575342465,275.9515759608707
567.0685579196218,563.6547657152778
567.4957983193277,453.68356844185087
571.3333333333334,522.9335953052781
572.0758928571429,427.9753851602621
572.6213592233009,513.0614392880573
574.5301204819277,415.1014516778365
576.5753424657535,440.123811265545
577.931506849315,607.5842759339188
579.8025477707006,365.062193521131
581.6637168141593,594.621045378859
584.4324324324324,656.2364529360967
586.7467532467532,401.8455464357469
591.5552407932012,507.4242657440503
592.5811320754717,521.3883543659771
594.2727272727273,959.8703170028818
596.0434782608696,431.0236519070583
596.5394736842105,375.1530693888813
598.8629441624365,491.90747266973534
601.0769230769231,704.2618439386902
602.0717299578059,657.2174376465572
603.2,447.617822322877
605.4705882352941,687.2058029358338
607.7158469945355,555.7779588312303
608.1052631578947,360.7155887230514
612.8301886792453,460.8645929847783
613.0666666666667,97.50907770515612
615.4,633.6237142957442
615.4328358208955,382.5626447994147
618.3832116788321,290.40237299222326
618.8709677419355,626.3378612537905
621.1884816753927,347.30210661745593
621.4211822660099,470.5562905718702
622.4463768115942,454.4982579842389
622.7913043478261,424.92880625673206
625.152,580.2984503992421
625.2095238095238,453.6404090984245
625.4895833333334,489.4484683183069
626.1626016260162,640.610348305019
634.2836676217765,499.54480714099554
634.3164556962025,533.6827938573957
635.3875,391.2919140471957
635.3939393939394,710.1560078970658
635.7831325301205,526.0325235409703
641.3333333333334,281.06913652682897
643.7923497267759,446.8335216742756
644.0983606557377,418.0891633201485
647.7092198581561,427.7659582630045
647.8333333333334,1004.6377968671046
649.1369047619048,539.3408838281144
649.1746031746031,486.5008012547308
650.9459459459459,369.45456711045233
653.6666666666666,141.9377830615942
656.0413223140496,448.174375638288
659.8541666666666,451.078025041126
660.8653846153846,468.1379343536433
662.6071428571429,902.5155651340996
665.5205479452055,869.6030243948833
666.5625,512.0522095205596
667.6274509803922,521.4467527308838
667.7848101265823,723.2288706383349
668.6923076923077,323.3457024847571
669.1024590163935,609.406589673913
669.3669724770642,425.84487061088953
671.2429906542056,548.4358344320589
671.9814814814815,460.0464292740508
673.03125,252.6400625428225
673.2235294117647,517.4660461670255
673.3279352226721,430.7582807570978
676.0909090909091,375.1701148032593
679.3793103448276,445.0684490903608
680.6694214876034,406.1655412424683
681.5175438596491,433.96581454643047
683.3967391304348,803.9725498437049
683.6052631578947,416.6655220742817
683.722972972973,398.1348348434453
684.0375,617.6865140968501
684.4257425742575,507.8164529578351
685.8219178082192,614.6504160147397
688.027027027027,354.90108822870235
689.3424657534247,696.2567626054966
692.1310043668122,565.7753459929193
692.4910714285714,410.962844562907
698.5757575757576,390.6530433679939
700.1315789473684,340.1006823774131
700.747572815534,479.6077487926175
701.7052631578947,485.0657919817015
704.9517543859649,471.68134441972126
705.6842105263158,595.0188607419713
706.1005586592179,620.9298405786923
707.5277777777778,385.877914219612
709.7662835249042,301.3781594544644
713.2093023255813,254.2479774885684
713.8421052631579,301.5208326405746
715.6368330464716,567.2689908455078
719.7254901960785,574.6434085590553
723.0114942528736,474.88012215041545
724.564,505.2364624541792
729.8461538461538,422.1646323310509
730.2413793103449,401.7006868297385
731.015625,791.7864276358873
732.4666666666667,982.2909063105312
736.6708860759494,427.86558294004544
737.6382978723404,375.0076913377884
743.5238095238095,437.2470114288216
745.7377049180328,437.4722878066349
748.6538461538462,544.6786991466912
752.5838150289018,349.01370853623007
753.1447368421053,357.5735793667436
755.96875,442.0143146647016
756.3559322033898,325.999211439386
756.8,477.7102470498344
756.8947368421053,685.9405356332275
756.9868421052631,332.81042219406504
758.9285714285714,527.3921673819742
763.7241379310345,368.190012079493
765.1533742331288,397.6525488840229
770.3207547169811,417.2766161095568
771.5572139303482,568.010402994935
773.7019230769231,347.2335631046953
776.2582159624413,304.9919160546864
776.2758620689655,503.5691669547183
777.3776824034335,349.45549300580007
778.2540716612377,321.7274187742477
779.2222222222222,483.6184546664423
780.2517985611511,357.6629626876765
780.4246575342465,583.0375469972564
780.7,80.95888296379455
781.4037267080745,324.2313211250016
781.95,339.2343201560007
782.96,497.7038022813688
788.6,351.9461056185194
788.6,595.3920346503274
788.9477611940298,700.5355035775556
789.3333333333334,189.0428997761751
792.3888888888889,144.30867385690414
794.4888888888889,475.4925001973632
798.9821428571429,453.388975027216
799.015873015873,517.2078493221316
800.0520833333334,424.8197601350138
802.234375,406.5311002248756
802.967032967033,385.3056044572557
804.7669902912621,396.9328660731199
805.6698113207547,540.5815482827007
808.2857142857143,389.6156464873448
814.6910569105692,470.7712462210279
818.672131147541,392.0073011269684
820.1176470588235,538.4117813784308
820.9310344827586,540.0308325762115
821.7068965517242,422.7618117455711
826.2564102564103,434.8259108260407
829.8604651162791,459.0361342317347
832.1875,372.7990263197931
833.3666666666667,367.1912272961248
834.2424242424242,399.2169061056952
834.7666666666667,179.51608999003275
838.1305732484077,387.8638897959677
838.2584269662922,411.4405681644088
838.551724137931,762.630521247645
842.0149253731344,567.4840724782208
843.5533333333333,329.51852916516947
848.08125,416.8125538279174
852.930817610063,426.7046831770781
854.175,648.7862998298018
857.95,373.4385868203458
859.2972972972973,456.9746372131077
859.4,646.2184834295256
860.2017543859649,701.100048089534
860.8454746136865,437.70852165528623
862.9295774647887,723.5174358384164
868.0526315789474,412.4804888610884
875.2857142857143,536.6651151282725
875.4,494.5597704813516
876.6024844720497,338.6744467287459
877.7906976744187,308.95189090220344
878.2657342657343,758.9773025084238
878.5416666666666,273.8772505966587
882.2733333333333,442.72783811998846
884.8,597.1154177433248
884.9,364.0108819949094
889.972972972973,380.6097768495959
893.0,532.6279942167168
893.0175438596491,567.4736535556324
893.1336633663366,268.8388550705867
894.2865013774104,418.4587826126106
895.6615384615385,608.2974905771242
896.0481927710844,346.00560648801127
896.9144736842105,648.5382883218754
897.4228187919463,552.6832710817412
898.452380952381,607.8005375294107
901.55,394.7305036053348
901.6764705882352,404.1391311502386
908.9363636363636,459.746734958377
911.0065359477125,515.1696813406111
913.5463917525772,458.5013320529104
920.2021276595744,436.0947019541338
922.1642857142856,569.6963420406139
926.5925925925926,413.455969076763
927.5984848484848,358.0028464763907
928.625,325.52747884308684
929.25,280.6904851447913
929.3859649122808,407.43058231893593
933.695652173913,424.7619475280469
933.9026548672566,521.4609792266979
936.421052631579,561.8518513606705
939.2241379310344,478.8869954227205
943.8724137931034,402.20593272451
951.5928571428572,428.6065168235317
952.0434782608696,281.87322864287825
957.0,599.2859095880423
957.6440129449838,239.5129565773173
958.2093023255812,222.773973552161
959.146153846154,468.0856141367323
960.691437802908,526.1962377800162
962.1162790697674,481.5465713876205
969.811320754717,329.7582503371105
970.2574257425742,378.7801544669477
981.5113636363636,607.5751793793702
982.8490566037736,466.35979489382265
982.9454545454546,685.6274081806966
984.05,442.1058844732811
985.1307692307691,452.18631218016094
985.5583756345178,291.38144413119886
986.0762711864406,528.668639154746
987.3764705882352,428.3679401047597
988.9192307692308,355.8140895689737
990.6455696202532,444.751749491804
992.68115942029,517.8361819090454
996.7567567567568,635.0243940497244
997.5428571428572,645.3764193322648
997.6588235294116,334.29931479909743
998.8,770.327513035043
998.8785046728972,418.1698847210821
1001.8134715025908,474.9427600885168
1001.8684210526316,726.2756429560923
1003.9700598802395,327.17201216509187
1004.29,588.4989966555183
1008.2921348314608,722.6453361420095
1009.6106194690266,491.9679752236298
1010.9141630901288,298.2212328386415
1013.3048780487804,575.5564625703626
1013.3484848484848,442.1209558379829
1016.829411764706,333.14503783846
1016.8894348894348,447.186141272026
1017.6068601583112,294.3503487686665
1019.0108695652174,504.9878017890709
1022.3073170731708,415.80196634991154
1025.0280373831777,249.34858757062148
1026.7692307692307,501.2270970103164
1027.5897435897436,529.4891402133402
1030.759493670886,562.8090506938746
1031.3238095238096,523.4561892235391
1032.5771812080536,319.45357629751754
1035.909090909091,387.027848008501
1041.654761904762,377.1874146631048
1042.5934065934066,408.5378745016513
1043.639344262295,262.7540999523364
1045.9083333333333,209.21469948009425
1047.3285714285714,383.9326159816546
1049.0377358490566,320.41706080361325
1051.6293103448277,445.6766118614947
1053.1404494382025,425.5935401978926
1056.045045045045,428.0658148341307
1058.86,499.626446213178
1060.9590163934429,394.24277295318655
1064.4108910891089,381.2064277475584
1064.4746835443038,502.77244957100913
1066.14,291.8158175642892
1066.4666666666667,423.7186819172113
1068.1333333333334,449.2066595250848
1069.280701754386,426.3082119150002
1070.5833333333333,770.9913082237575
1071.7555555555557,435.2812648456057
1073.1666666666667,389.39370593793154
1082.525925925926,389.589560033628
1084.3333333333333,410.2933874380959
1087.3650793650793,329.7438324835033
1089.3333333333333,330.40090543259555
1099.6666666666667,354.2879226924713
1100.470588235294,393.7265378819016
1106.430769230769,335.4855330533851
1106.7073170731708,350.5250162259785
1107.0819672131147,465.0686804775997
1112.1079136690648,354.8351424532145
1113.2543859649122,451.861045538927
1115.15,495.631236834186
1119.1760563380285,548.973368777187
1131.909090909091,261.2742936990459
1136.4392523364486,399.9973792875626
1137.1037735849056,271.09123683330546
1138.5,507.746751693902
1139.095744680851,380.55676771577527
1139.1878787878788,605.4229337539432
1139.6022727272727,417.15809771020673
1145.4318181818182,506.326778680453
1148.1365853658538,415.12881057687736
1153.0267857142858,502.7226237677606
1155.8372093023256,498.4658112821169
1155.986111111111,396.7781486607506
1157.521276595745,463.7703053235287
1162.9145728643216,312.6894141692172
1167.9021739130435,573.7950213507002
1170.949152542373,320.0297568259386
1172.3515625,326.1846504035132
1172.7603686635944,346.78365141487654
1174.343023255814,499.74861894644295
1177.3653846153843,516.316640366348
1180.5098039215686,443.0196152171332
1182.9636363636364,354.8021256879172
1184.0116279069769,447.7208401088129
1184.4666666666667,392.2777231078746
1184.746835443038,544.7731963442683
1186.75,382.4724803839415
1187.179723502304,465.304744061086
1188.2048192771083,499.2739601574741
1189.5641025641023,358.6631722880583
1195.2830188679245,380.56907682375726
1197.1159420289855,255.3560108902633
1200.6507177033493,279.35706098645664
1204.4093959731545,338.7419934943009
1205.4533333333334,420.5096561710344
1205.7105263157894,416.6918590105578
1206.3846153846157,317.9366536607758
1206.75,369.0306983883346
1207.8,404.92816518298713
1209.9615384615386,731.8287301643651
1212.0754716981132,489.88767475899664
1225.1707317073171,696.2772482726602
1248.865168539326,318.875536209942
1250.5625,393.0944884457359
1253.7166666666667,340.8874307976215
1257.5416666666667,389.0794439594386
1260.35,466.26459214983976
1264.1848341232228,406.2082987855994
1267.9183673469388,542.7675531035622
1268.59375,390.68550809961096
1270.1555555555556,554.2253226912765
1270.4074074074074,425.81897696212417
1272.0350877192982,386.8109772619505
1275.18,295.3075240405441
1278.7479338842977,285.39398242758017
1279.6560846560849,357.616260213801
1282.8962962962962,453.88584391437695
1283.2185430463576,316.0430623584558
1286.752475247525,429.3576427966601
1290.5531914893618,388.0524820447824
1294.3818181818183,451.5785670522939
1295.376811594203,462.8334059631416
1300.939024390244,466.59458425470376
1310.6637168141592,293.3097322175358
1315.7359735973598,587.6491213632182
1315.9655172413793,165.2535616095976
1318.3237410071945,317.90321863113644
1319.0,363.0037199317768
1323.469696969697,729.7964115086527
1323.909090909091,484.1906450954374
1332.079365079365,293.1254451717939
1333.7882352941176,420.6638536823557
1333.920634920635,364.49655117810994
1337.527027027027,539.1425849173455
1340.7529411764706,393.45729075873214
1347.178571428571,273.5198248517446
1347.96644295302,374.77452522516506
1354.906976744186,391.79077971049753
1355.5348837209303,338.42072463768113
1359.9651162790697,349.509371887694
1368.34693877551,367.8941513092258
1370.6477272727273,360.4291833891327
1373.958041958042,402.79125371103805
1379.4347826086955,312.4909959573686
1383.2,475.5219585293605
1386.5892857142858,586.3379841669447
1391.2542372881355,578.4139709329583
1398.3564356435645,467.10945556926384
1398.7365269461077,433.8038249383279
1402.9825581395348,474.394353231619
1403.5151515151515,681.1096374300187
1416.6666666666667,477.6540628385698
1422.494382022472,444.3658868547586
1425.029411764706,465.4461713580562
1425.983870967742,438.4480685184642
1440.032786885246,470.9786474140838
1442.274111675127,338.40876647684735
1444.123595505618,363.2382414688381
1458.123287671233,520.3979300975012
1458.835390946502,322.7167365298052
1462.544,277.54187182177736
1463.3235294117646,572.6335611444348
1463.7546012269938,407.3782289567678
1464.625850340136,367.71807276497015
1468.842105263158,256.1426530101381
1471.2333333333331,492.6338276735647
1476.2247191011236,631.6044573004772
1476.3246753246754,616.5024172788346
1479.7724550898204,390.1678287143487
1480.6586826347304,270.4707798099422
1483.7407407407406,430.0734861637672
1487.2962962962963,320.03151389416473
1489.0389610389611,532.6615637709638
1514.9313725490197,337.98283273503887
1526.1028037383178,356.41939802315983
1528.859649122807,648.1660322732824
1538.808429118774,448.19023983543457
1543.8307692307692,312.8458267452446
1548.0091743119267,358.6723343028653
1548.0833333333333,358.7427898276189
1550.1640866873065,572.4189339413967
1556.16,366.8774082776071
1570.5384615384614,407.5130955964859
1578.3466666666666,226.7534345191673
1588.8347107438017,452.48251436400886
1590.4202127659576,370.8315337083103
1590.6593406593406,673.5299658324868
1592.1538461538462,364.0233243707279
1595.8026315789473,345.3541846419327
1597.1952662721894,558.2265604811239
1601.0428571428572,342.61101961065134
1605.0254237288136,334.8965960018128
1626.7536231884058,429.4461316215365
1629.4702702702702,407.77459158382857
1643.411111111111,414.03630368546266
1646.5733333333333,482.3474956730482
1661.46875,588.2967355821545
1666.5299145299143,429.16565683519866
1676.515625,335.7137296274738
1676.5736434108528,287.1529422393544
1680.0786026200874,261.39901521796
1691.3119266055046,347.49226016559646
1692.7782426778242,277.89483268044734
1694.842105263158,632.1992037954765
1706.588888888889,342.0647577465584
1712.2145748987857,302.0794454231739
1722.6505376344087,377.421090419167
1728.0485436893205,351.70684399624025
1731.0919540229886,495.5311986234273
1734.4711538461538,216.8381116355852
1750.3148148148148,334.3870971786834
1751.7076923076922,324.09919014865767
1755.2886597938143,405.06219531524846
1758.5625,544.240577128607
1773.9354838709678,256.3102194635336
1807.1263157894737,322.4211107250169
1830.7058823529408,327.00125815837066
1838.2307692307693,483.2525024672212
1866.571428571429,524.6827002558551
1869.0149253731345,238.6981890219971
1877.6734693877552,360.18858200260433
1879.8,280.83898117582504
1882.1214953271028,292.8110696589915
1885.2528735632184,397.4911721727603
1911.6515151515152,357.1838478582713
1922.0,521.3553988901025
1933.434782608696,242.4002971387872
1934.2486772486773,315.28382730995725
1941.4895104895104,409.921943599584
1985.0,324.0963132653229
2009.411214953271,341.93903298473464
2011.8129032258064,374.0838566648872
2017.88,642.8040579710145
2082.096153846154,556.598147354894
2111.3571428571427,423.7437982432792
2118.5935897435897,300.08194934977985
2130.064,310.9110874892701
2154.1111111111118,464.0932113847983
2161.503225806452,290.8692706045236
2165.8,621.2366720516962
2203.114285714286,626.2961521281347
2208.4054054054054,345.69915006717684
2216.596958174905,384.7727701418154
2269.8928571428573,261.13414309779233
2280.127450980392,415.85619912249234
2370.086956521739,278.97493930338965
2440.5227272727275,684.2491714426968
2555.987577639752,287.7287820237584
2556.021126760563,309.3677688021586
2782.365979381443,543.8252973789457
2859.692307692308,802.768592756428
3066.681818181818,479.7496459392544
3149.6714285714284,349.6341639304855
3204.3837209302324,333.1286313347609
3649.8260869565215,657.4053158592254
4832.619047619048,315.7699544853059
8143.151260504202,517.9825172090112
54423.0,515.6947233126064
81605.25,487.8461590484147
