year,state_code,dist_code,pending_cases,solved_cases,total_cases,total_days,mean_decision_days
2012.0,1.0,1.0,0,16,16,9584.0,599.0
2012.0,1.0,2.0,4,177,181,141111.0,797.2372881355932
2012.0,1.0,3.0,8,437,445,337919.0,773.2700228832952
2012.0,1.0,4.0,11,171,182,152843.0,893.8187134502924
2012.0,1.0,5.0,8,190,198,201273.0,1059.3315789473684
2012.0,1.0,7.0,20,427,447,305331.0,715.0608899297424
2012.0,1.0,8.0,0,99,99,78578.0,793.7171717171717
2012.0,1.0,9.0,27,237,264,186528.0,787.0379746835443
2012.0,1.0,10.0,1,43,44,34639.0,805.5581395348837
2012.0,1.0,11.0,0,27,27,21004.0,777.925925925926
2012.0,1.0,12.0,0,54,54,30940.0,572.9629629629629
2012.0,1.0,13.0,9,170,179,138589.0,815.2294117647059
2012.0,1.0,14.0,26,236,262,180645.0,765.4449152542373
2012.0,1.0,15.0,10,146,156,114553.0,784.6095890410959
2012.0,1.0,17.0,10,108,118,91131.0,843.8055555555555
2012.0,1.0,18.0,1,150,151,119784.0,798.56
2012.0,1.0,19.0,32,555,587,391110.0,704.7027027027027
2012.0,1.0,20.0,13,235,248,212582.0,904.6042553191489
2012.0,1.0,21.0,89,390,479,423396.0,1085.6307692307691
2012.0,1.0,23.0,134,589,723,649293.0,1102.365025466893
2012.0,1.0,24.0,10,98,108,54533.0,556.4591836734694
2012.0,1.0,25.0,83,537,620,548973.0,1022.2960893854748
2012.0,1.0,26.0,30,519,549,414686.0,799.009633911368
2012.0,1.0,27.0,8,289,297,212925.0,736.7647058823529
2012.0,1.0,28.0,9,120,129,107857.0,898.8083333333333
2012.0,1.0,29.0,2,218,220,157949.0,724.5366972477065
2012.0,1.0,30.0,13,179,192,141179.0,788.7094972067039
2012.0,1.0,31.0,6,228,234,178825.0,784.3201754385965
2012.0,1.0,32.0,4,106,110,71518.0,674.6981132075472
2012.0,1.0,33.0,0,43,43,19150.0,445.3488372093023
2012.0,1.0,34.0,7,211,218,170054.0,805.9431279620853
2012.0,1.0,35.0,41,425,466,377014.0,887.0917647058824
2012.0,1.0,36.0,6,143,149,120310.0,841.3286713286714
2012.0,1.0,37.0,43,253,296,113047.0,446.82608695652175
2012.0,1.0,42.0,0,3,3,2524.0,841.3333333333334
2012.0,2.0,2.0,5,30,35,26235.0,874.5
2012.0,2.0,3.0,2,55,57,51037.0,927.9454545454546
2012.0,2.0,4.0,0,37,37,35591.0,961.918918918919
2012.0,2.0,5.0,2,185,187,156169.0,844.1567567567567
2012.0,2.0,7.0,2,10,12,11065.0,1106.5
2012.0,2.0,10.0,5,24,29,13863.0,577.625
2012.0,2.0,11.0,2,257,259,278186.0,1082.4357976653696
2012.0,2.0,15.0,0,19,19,26063.0,1371.7368421052631
2012.0,2.0,17.0,2,20,22,20720.0,1036.0
2012.0,2.0,19.0,0,24,24,18252.0,760.5
2012.0,2.0,20.0,4,132,136,142163.0,1076.9924242424242
2012.0,2.0,21.0,0,22,22,27599.0,1254.5
2012.0,2.0,23.0,3,54,57,44543.0,824.8703703703703
2012.0,3.0,1.0,3,35,38,23275.0,665.0
2012.0,3.0,2.0,1,29,30,20245.0,698.1034482758621
2012.0,3.0,3.0,4,63,67,50887.0,807.7301587301587
2012.0,3.0,6.0,0,1,1,2359.0,2359.0
2012.0,3.0,8.0,0,10,10,4723.0,472.3
2012.0,3.0,9.0,0,23,23,25576.0,1112.0
2012.0,3.0,10.0,0,9,9,9267.0,1029.6666666666667
2012.0,3.0,11.0,0,9,9,3630.0,403.3333333333333
2012.0,3.0,12.0,0,22,22,9865.0,448.40909090909093
2012.0,3.0,13.0,1,59,60,37359.0,633.2033898305085
2012.0,3.0,14.0,0,8,8,8746.0,1093.25
2012.0,3.0,15.0,0,3,3,892.0,297.3333333333333
2012.0,3.0,16.0,0,25,25,17583.0,703.32
2012.0,3.0,18.0,1,8,9,3387.0,423.375
2012.0,3.0,19.0,1,6,7,4335.0,722.5
2012.0,3.0,20.0,7,309,316,143863.0,465.57605177993526
2012.0,3.0,21.0,2,24,26,17121.0,713.375
2012.0,3.0,22.0,0,4,4,1491.0,372.75
2012.0,3.0,23.0,0,14,14,11624.0,830.2857142857143
2012.0,3.0,24.0,3,15,18,15067.0,1004.4666666666667
2012.0,3.0,26.0,7,29,36,27511.0,948.6551724137931
2012.0,3.0,27.0,3,5,8,5304.0,1060.8
2012.0,3.0,28.0,0,14,14,5140.0,367.14285714285717
2012.0,4.0,1.0,1,127,128,100087.0,788.0866141732283
2012.0,4.0,2.0,8,228,236,139288.0,610.9122807017544
2012.0,4.0,3.0,2,107,109,98770.0,923.0841121495328
2012.0,4.0,4.0,8,51,59,40664.0,797.3333333333334
2012.0,4.0,5.0,1,72,73,60594.0,841.5833333333334
2012.0,4.0,6.0,4,186,190,160336.0,862.0215053763441
2012.0,4.0,7.0,0,66,66,33665.0,510.07575757575756
2012.0,4.0,8.0,16,232,248,191296.0,824.551724137931
2012.0,4.0,9.0,18,193,211,215091.0,1114.461139896373
2012.0,4.0,10.0,3,150,153,92087.0,613.9133333333333
2012.0,4.0,11.0,0,149,149,104150.0,698.993288590604
2012.0,4.0,12.0,5,99,104,75839.0,766.0505050505051
2012.0,4.0,15.0,14,188,202,196448.0,1044.936170212766
2012.0,4.0,16.0,1,202,203,81450.0,403.2178217821782
2012.0,5.0,2.0,0,1,1,1946.0,1946.0
2012.0,5.0,4.0,2,2,4,2533.0,1266.5
2012.0,5.0,6.0,0,1,1,361.0,361.0
2012.0,5.0,8.0,0,2,2,588.0,294.0
2012.0,5.0,10.0,2,0,2,0.0,
2012.0,5.0,11.0,11,9,20,18811.0,2090.1111111111113
2012.0,6.0,1.0,0,106,106,59070.0,557.2641509433962
2012.0,6.0,2.0,0,4,4,2580.0,645.0
2012.0,6.0,3.0,0,1,1,317.0,317.0
2012.0,6.0,5.0,0,6,6,5142.0,857.0
2012.0,6.0,6.0,0,1,1,340.0,340.0
2012.0,6.0,7.0,0,2,2,358.0,179.0
2012.0,6.0,8.0,0,84,84,37125.0,441.9642857142857
2012.0,6.0,9.0,1,0,1,0.0,
2012.0,6.0,10.0,4,361,365,177650.0,492.10526315789474
2012.0,6.0,13.0,0,4,4,3447.0,861.75
2012.0,6.0,17.0,0,1,1,1486.0,1486.0
