year,state_code,dist_code,pending_cases,solved_cases,total_cases,total_days,mean_days
2018,17,39,7381,8538,15919,596786.0,69.8976341063481
2018,17,40,4703,5325,10028,503867.0,94.62291079812206
2018,17,41,2,7254,7256,744873.0,102.68444995864351
2018,17,42,2099,6464,8563,531108.0,82.16398514851485
2018,17,43,1,7710,7711,988343.0,128.18975356679636
2018,18,1,2771,10094,12865,256012.0,25.362789776104616
2018,18,2,10326,19917,30243,532477.0,26.73479941758297
2018,18,3,16304,30557,46861,937798.0,30.690120103413292
2018,18,4,3236,2306,5542,158015.0,68.52341717259324
2018,18,5,2030,3575,5605,175502.0,49.09146853146853
2018,18,6,5743,8370,14113,333078.0,39.79426523297491
2018,18,7,10694,11494,22188,545545.0,47.46345919610231
2018,18,9,1892,2982,4874,161251.0,54.07478202548625
2018,18,10,5185,5555,10740,255921.0,46.07038703870387
2018,18,11,2755,1420,4175,158339.0,111.50633802816901
2018,18,12,3589,3150,6739,151567.0,48.11650793650794
2018,18,13,901,1784,2685,116373.0,65.23150224215247
2018,18,15,2045,2011,4056,143247.0,71.23172550969667
2018,18,16,1388,1957,3345,107808.0,55.088400613183445
2018,18,17,879,1605,2484,91386.0,56.938317757009344
2018,18,18,4767,6792,11559,347027.0,51.09349234393404
2018,18,19,1316,2615,3931,122420.0,46.814531548757174
2018,18,20,1760,2996,4756,166116.0,55.44592790387183
2018,18,21,2823,1637,4460,122774.0,74.99938912645082
2018,18,22,542,1237,1779,95054.0,76.84236054971706
2018,18,23,3972,5078,9050,241425.0,47.54332414336353
2018,18,24,1910,1425,3335,88345.0,61.99649122807018
2018,18,25,848,1472,2320,202444.0,137.5298913043478
2018,19,1,714,651,1365,82721.0,127.06758832565284
2018,20,1,2446,1774,4220,169423.0,95.5033821871477
2018,20,2,674,603,1277,105532.0,175.0116086235489
2018,20,3,765,675,1440,130738.0,193.68592592592591
2018,20,5,674,1035,1709,119819.0,115.76714975845411
2018,20,6,530,684,1214,79989.0,116.94298245614036
2018,20,9,645,336,981,65393.0,194.6220238095238
2018,20,10,357,610,967,177243.0,290.5622950819672
2018,20,11,0,622,622,96921.0,155.82154340836013
2018,21,1,1019,1819,2838,61460.0,33.787795492028586
2018,21,2,245,544,789,41070.0,75.49632352941177
2018,21,3,102,36,138,6731.0,186.97222222222223
2018,21,4,0,178,178,16288.0,91.50561797752809
2018,21,5,0,94,94,16575.0,176.32978723404256
2018,21,7,0,1,1,651.0,651.0
2018,22,1,40302,56937,97239,6853675.0,120.37295607425752
2018,22,2,23623,46528,70151,2976105.0,63.96374226272352
2018,22,3,7011,7895,14906,575674.0,72.9162761241292
2018,22,4,5609,15514,21123,867197.0,55.897705298440115
2018,22,5,22153,32845,54998,2016597.0,61.39738164104126
2018,22,6,8994,9736,18730,786081.0,80.73962612982744
2018,22,8,22980,22647,45627,1962201.0,86.64286660484832
2018,22,9,4629,4815,9444,414512.0,86.08764278296988
2018,22,10,9714,10314,20028,909651.0,88.19575334496801
2018,22,11,7766,12568,20334,916742.0,72.94255251432209
2018,22,12,6586,8502,15088,582208.0,68.47894613032227
2018,22,13,5611,6361,11972,478113.0,75.16318188964
2018,22,14,7441,6385,13826,478272.0,74.90555990602975
2018,22,15,4694,6319,11013,405156.0,64.11710713720525
2018,22,16,2621,6815,9436,553304.0,81.18914159941306
2018,22,17,13541,18536,32077,1329960.0,71.75010789814415
2018,22,18,10482,7994,18476,860738.0,107.67300475356518
2018,22,19,15229,14654,29883,1216787.0,83.03446158045585
2018,22,21,3539,4127,7666,435142.0,105.43784831596801
2018,22,23,6848,8145,14993,602922.0,74.02357274401473
2018,22,24,11389,9795,21184,933201.0,95.27320061255743
2018,22,26,9,14943,14952,2819246.0,188.66666666666666
2018,23,1,24081,22746,46827,990343.0,43.53921568627451
2018,23,2,4965,7285,12250,278510.0,38.23061084420041
2018,23,3,4340,10875,15215,686954.0,63.168183908045975
2018,23,4,1908,2995,4903,205542.0,68.62838063439065
2018,23,5,1634,3013,4647,73749.0,24.47693328908065
2018,23,6,2008,2409,4417,99071.0,41.12536322125363
2018,23,7,3296,5600,8896,195204.0,34.85785714285714
2018,23,8,1722,3795,5517,119804.0,31.568906455862976
2018,23,9,3463,4339,7802,174348.0,40.18160866559115
2018,23,10,4984,6849,11833,361726.0,52.814425463571325
2018,23,11,5088,6409,11497,230419.0,35.95241067249181
2018,23,12,2024,3310,5334,118371.0,35.761631419939576
2018,23,13,3666,5312,8978,206277.0,38.83226656626506
2018,23,14,7434,7842,15276,316640.0,40.37745473093599
2018,23,15,8684,10144,18828,396768.0,39.11356466876972
2018,23,16,6331,10451,16782,314223.0,30.06630944407234
2018,23,17,4310,5028,9338,211318.0,42.02824184566428
2018,23,18,3465,6534,9999,224329.0,34.33256810529538
2018,23,19,6538,6186,12724,284502.0,45.991270611057224
2018,23,20,8730,15727,24457,412552.0,26.23208494944999
2018,23,21,4825,3860,8685,181704.0,47.07357512953368
2018,23,22,3138,2769,5907,178008.0,64.28602383531961
2018,23,23,6800,8470,15270,536863.0,63.3840613931523
2018,23,24,6057,4497,10554,264535.0,58.82477207026907
2018,23,25,6056,6294,12350,409258.0,65.02351445821417
2018,23,26,5279,8559,13838,268461.0,31.365930599369086
2018,23,27,5243,7275,12518,309992.0,42.610584192439866
2018,23,28,7788,7134,14922,351721.0,49.30207457246986
2018,23,29,7334,6754,14088,322968.0,47.818774059816405
2018,23,30,6438,6117,12555,295510.0,48.30962890305705
2018,23,31,5805,3823,9628,159942.0,41.836777399947685
2018,23,32,9630,8260,17890,321941.0,38.97590799031477
2018,23,33,4923,7576,12499,183837.0,24.265707497360083
2018,23,34,7103,7114,14217,210720.0,29.620466685409053
2018,23,35,7722,6855,14577,315673.0,46.050036469730124
2018,23,36,6701,8588,15289,469909.0,54.71693060083838
2018,23,37,6397,8741,15138,371981.0,42.55588605422721
2018,23,38,11332,12799,24131,527664.0,41.22697085709821
2018,23,39,7448,6805,14253,331770.0,48.75385745775165
2018,23,40,8926,11186,20112,488830.0,43.700160915430004
2018,23,41,3801,4781,8582,221026.0,46.230077389667436
2018,23,42,7726,9314,17040,331111.0,35.549817479063776
2018,23,43,12410,15172,27582,650113.0,42.84952544160295
2018,23,44,15519,16755,32274,593568.0,35.426320501342886
2018,23,45,14713,13086,27799,957465.0,73.16712517193947
2018,23,46,12771,8550,21321,400233.0,46.81087719298245
2018,23,47,47453,40359,87812,1381049.0,34.21910850120172
2018,23,48,4129,3309,7438,205255.0,62.02931399214264
2018,23,49,3175,4383,7558,186027.0,42.44284736481862
2018,23,50,11748,29892,41640,1771642.0,59.26809848788974
2018,24,1,121,988,1109,51492.0,52.11740890688259
2018,24,2,19,93,112,3698.0,39.763440860215056
2018,24,3,58,556,614,34756.0,62.510791366906474
2018,24,4,515,1728,2243,71096.0,41.14351851851852
2018,25,1,705,2502,3207,124462.0,49.74500399680256
2018,25,2,1674,4870,6544,258566.0,53.09363449691992
2018,25,3,209,907,1116,38050.0,41.95148842337376
2018,25,4,327,2351,2678,103660.0,44.091875797532964
2018,25,5,53,384,437,15446.0,40.223958333333336
2018,25,6,65,336,401,14403.0,42.86607142857143
2018,25,8,0,184,184,6874.0,37.358695652173914
2018,25,9,55,199,254,9805.0,49.2713567839196
2018,26,1,6590,7151,13741,464365.0,64.93707173821844
2018,26,2,14335,11147,25482,814654.0,73.0828025477707
2018,26,3,11990,11581,23571,633056.0,54.66332786460582
2018,26,4,15524,12968,28492,905305.0,69.81068784700803
2018,26,5,12513,17015,29528,2008583.0,118.04778136937996
2018,26,6,18574,45144,63718,7551997.0,167.28683767499558
2018,26,7,23112,16896,40008,1392375.0,82.40855823863636
2018,26,8,20296,34317,54613,4625657.0,134.7919981350351
2018,26,9,20493,15806,36299,1191208.0,75.36429204099709
2018,26,10,10715,28868,39583,2987359.0,103.48340723292226
2018,26,11,14085,34748,48833,3014620.0,86.75664786462531
2018,27,1,12030,23212,35242,4762537.0,205.17564190935724
2018,29,1,5873,8710,14583,512400.0,58.82893226176808
2018,29,2,28501,22955,51456,2079411.0,90.58640818993683
2018,29,3,13992,5517,19509,559435.0,101.40203008881639
2018,29,4,11236,7020,18256,675490.0,96.22364672364672
2018,29,5,11865,6833,18698,539929.0,79.01785452948924
2018,29,6,9588,5998,15586,473031.0,78.86478826275425
2018,29,7,16016,4563,20579,890674.0,195.19482796405873
2018,29,8,6711,3985,10696,369185.0,92.64366373902133
2018,29,9,31256,16987,48243,1865785.0,109.83605109789839
2018,29,10,14589,4226,18815,566638.0,134.0837671557028
2018,30,1,9672,11822,21494,660961.0,55.90940619184571
2018,30,2,5803,12156,17959,646293.0,53.166584402764066
2018,31,1,0,587,587,33580.0,57.206132879045995
2018,31,2,0,1057,1057,90272.0,85.40397350993378
2018,32,1,0,1298,1298,229302.0,176.65793528505392
2018,33,1,0,149,149,23310.0,156.44295302013424
2018,33,2,0,284,284,32976.0,116.11267605633803
